locus_tag	ftype	length_bp	gene	EC_number	COG	product
MEBKDNAM_00111	CDS	702	rplA			50S ribosomal protein L1
MEBKDNAM_00112	CDS	501	rplJ		COG0244	50S ribosomal protein L10
MEBKDNAM_00113	CDS	369	rplL			50S ribosomal protein L7/L12
MEBKDNAM_00114	CDS	603	rsmC	2.1.1.172	COG2813	Ribosomal RNA small subunit methyltransferase C
MEBKDNAM_00115	CDS	3573	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
MEBKDNAM_00116	CDS	3600	rpoC	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
MEBKDNAM_00117	CDS	249	rplGB		COG1358	Ribosome-associated protein L7Ae-like protein
MEBKDNAM_00118	CDS	423	rpsL			30S ribosomal protein S12
MEBKDNAM_00119	CDS	471	rpsG			30S ribosomal protein S7
MEBKDNAM_00120	CDS	2079	fusA		COG0480	Elongation factor G
MEBKDNAM_00121	CDS	1188	tuf		COG0050	Elongation factor Tu
MEBKDNAM_00122	CDS	309	rpsJ		COG0051	30S ribosomal protein S10
MEBKDNAM_00123	CDS	636	rplC			50S ribosomal protein L3
MEBKDNAM_00124	CDS	624	rplD			50S ribosomal protein L4
MEBKDNAM_00125	CDS	288	rplW			50S ribosomal protein L23
MEBKDNAM_00126	CDS	831	rplB			50S ribosomal protein L2
MEBKDNAM_00127	CDS	279	rpsS			30S ribosomal protein S19
MEBKDNAM_00128	CDS	342	rplV		COG0091	50S ribosomal protein L22
MEBKDNAM_00129	CDS	657	rpsC			30S ribosomal protein S3
MEBKDNAM_00130	CDS	426	rplP		COG0197	50S ribosomal protein L16
MEBKDNAM_00131	CDS	201	rpmC			50S ribosomal protein L29
MEBKDNAM_00132	CDS	264	rpsQ			30S ribosomal protein S17
MEBKDNAM_00133	CDS	369	rplN			50S ribosomal protein L14
MEBKDNAM_00134	CDS	312	rplX			50S ribosomal protein L24
MEBKDNAM_00135	CDS	540	rplE			50S ribosomal protein L5
MEBKDNAM_00136	CDS	186	rpsZ			30S ribosomal protein S14 type Z
MEBKDNAM_00137	CDS	399	rpsH			30S ribosomal protein S8
MEBKDNAM_00138	CDS	537	rplF			50S ribosomal protein L6
MEBKDNAM_00139	CDS	363	rplR			50S ribosomal protein L18
MEBKDNAM_00140	CDS	501	rpsE			30S ribosomal protein S5
MEBKDNAM_00141	CDS	189	rpmD			50S ribosomal protein L30
MEBKDNAM_00142	CDS	441	rplO			50S ribosomal protein L15
MEBKDNAM_00143	CDS	1293	secY			Protein translocase subunit SecY
MEBKDNAM_00144	CDS	654	adk	2.7.4.3		Adenylate kinase
MEBKDNAM_00145	CDS	741	map_1	3.4.11.18	COG0024	Methionine aminopeptidase 1
MEBKDNAM_00146	CDS	219	infA		COG0361	Translation initiation factor IF-1
MEBKDNAM_00147	CDS	114	rpmJ			50S ribosomal protein L36
MEBKDNAM_00148	CDS	366	rpsM			30S ribosomal protein S13
MEBKDNAM_00149	CDS	390	rpsK			30S ribosomal protein S11
MEBKDNAM_00150	CDS	945	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
MEBKDNAM_00151	CDS	363	rplQ			50S ribosomal protein L17
MEBKDNAM_00152	CDS	840	ecfA1	7.-.-.-		Energy-coupling factor transporter ATP-binding protein EcfA1
MEBKDNAM_00153	CDS	876	ecfA2	3.6.3.-		Energy-coupling factor transporter ATP-binding protein EcfA2
MEBKDNAM_00154	CDS	798	ecfT		COG0619	Energy-coupling factor transporter transmembrane protein EcfT
MEBKDNAM_00155	CDS	762	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
MEBKDNAM_00156	CDS	438	rplM		COG0102	50S ribosomal protein L13
MEBKDNAM_00157	CDS	393	rpsI			30S ribosomal protein S9
MEBKDNAM_00158	CDS	441				hypothetical protein
MEBKDNAM_00159	CDS	717	cwlD	3.5.1.28	COG0860	Germination-specific N-acetylmuramoyl-L-alanine amidase
MEBKDNAM_00160	CDS	1017	salA		COG0489	Iron-sulfur cluster carrier protein
MEBKDNAM_00161	CDS	285				hypothetical protein
MEBKDNAM_00162	CDS	630	gerD			Spore germination protein GerD
MEBKDNAM_00163	CDS	600				hypothetical protein
MEBKDNAM_00164	CDS	756		3.5.1.104	COG0726	Peptidoglycan-N-acetylglucosamine deacetylase
MEBKDNAM_00165	CDS	294				hypothetical protein
MEBKDNAM_00166	tRNA	75				tRNA-Asn(gtt)
MEBKDNAM_00167	tRNA	76				tRNA-Thr(ggt)
MEBKDNAM_00168	tRNA	73				tRNA-Glu(ttc)
MEBKDNAM_00169	tRNA	75				tRNA-Gln(ttg)
MEBKDNAM_00170	tRNA	76				tRNA-Lys(ttt)
MEBKDNAM_00171	tRNA	72				tRNA-Gly(gcc)
MEBKDNAM_00172	tRNA	73				tRNA-Ala(tgc)
MEBKDNAM_00173	CDS	900	rocF	3.5.3.1		Arginase
MEBKDNAM_00174	CDS	1176				hypothetical protein
MEBKDNAM_00175	CDS	453	sigW_1		COG1595	ECF RNA polymerase sigma factor SigW
MEBKDNAM_00176	CDS	612	rsiW		COG5662	Anti-sigma-W factor RsiW
MEBKDNAM_00177	CDS	822	cdaA	2.7.7.85	COG1624	Cyclic di-AMP synthase CdaA
MEBKDNAM_00178	CDS	1281	cdaR		COG4856	CdaA regulatory protein CdaR
MEBKDNAM_00179	CDS	1347	glmM	5.4.2.10	COG1109	Phosphoglucosamine mutase
MEBKDNAM_00180	CDS	1803	glmS	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
MEBKDNAM_00181	CDS	480		1.5.1.-		putative flavin reductase
MEBKDNAM_00182	CDS	891				ISNCY family transposase ISBth18
MEBKDNAM_00183	CDS	507				hypothetical protein
MEBKDNAM_00184	CDS	681				hypothetical protein
MEBKDNAM_00185	CDS	219				hypothetical protein
MEBKDNAM_00186	CDS	264				hypothetical protein
MEBKDNAM_00187	CDS	306				hypothetical protein
MEBKDNAM_00188	CDS	120				hypothetical protein
MEBKDNAM_00189	CDS	2088				hypothetical protein
MEBKDNAM_00190	CDS	144				hypothetical protein
MEBKDNAM_00191	CDS	480				hypothetical protein
MEBKDNAM_00192	CDS	225				hypothetical protein
MEBKDNAM_00193	CDS	909				hypothetical protein
MEBKDNAM_00194	CDS	408	catD_1	1.-.-.-	COG2259	Putative oxidoreductase CatD
MEBKDNAM_00195	CDS	1374	rocR		COG3829	Arginine utilization regulatory protein RocR
MEBKDNAM_00196	CDS	1416	rocC		COG0833	Amino-acid permease RocC
MEBKDNAM_00197	CDS	1548	rocA1	1.2.1.88	COG1012	1-pyrroline-5-carboxylate dehydrogenase 1
MEBKDNAM_00198	CDS	1218	rocD	2.6.1.13	COG4992	Ornithine aminotransferase
MEBKDNAM_00199	CDS	609			COG0586	putative membrane protein
MEBKDNAM_00200	CDS	990	yfhA_1		COG0609	putative siderophore transport system permease protein YfhA
MEBKDNAM_00201	CDS	1008	feuB		COG0609	Iron-uptake system permease protein FeuB
MEBKDNAM_00202	CDS	927	fhuD		COG0614	Iron(3+)-hydroxamate-binding protein FhuD
MEBKDNAM_00203	CDS	801	yusV_1		COG1120	putative siderophore transport system ATP-binding protein YusV
MEBKDNAM_00204	CDS	2070	norR_1			Anaerobic nitric oxide reductase transcription regulator NorR
MEBKDNAM_00205	CDS	1161	mmgC_1	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
MEBKDNAM_00206	CDS	405	catD_2	1.-.-.-	COG2259	Putative oxidoreductase CatD
MEBKDNAM_00207	CDS	708				hypothetical protein
MEBKDNAM_00208	CDS	465	yjoA		COG2318	putative protein YjoA
MEBKDNAM_00209	CDS	1332	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
MEBKDNAM_00210	CDS	687	phoP_1		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
MEBKDNAM_00211	CDS	189				hypothetical protein
MEBKDNAM_00212	CDS	411				hypothetical protein
MEBKDNAM_00213	CDS	222				hypothetical protein
MEBKDNAM_00214	CDS	732				hypothetical protein
MEBKDNAM_00215	CDS	1329	aprX	3.4.21.-	COG1404	Serine protease AprX
MEBKDNAM_00216	CDS	1980	ltaS1		COG1368	Lipoteichoic acid synthase 1
MEBKDNAM_00217	CDS	636	ytaF			putative sporulation protein YtaF
MEBKDNAM_00218	CDS	996				hypothetical protein
MEBKDNAM_00219	CDS	930	bglK_1	2.7.1.85	COG1940	Beta-glucoside kinase
MEBKDNAM_00220	CDS	822	uppP	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
MEBKDNAM_00221	CDS	1071	murG	2.4.1.227		UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
MEBKDNAM_00222	CDS	729				hypothetical protein
MEBKDNAM_00223	CDS	597			COG0586	putative membrane protein
MEBKDNAM_00224	CDS	1146	ugtP_1	2.4.1.315	COG0707	Processive diacylglycerol beta-glucosyltransferase
MEBKDNAM_00225	CDS	1095	ddl	6.3.2.4		D-alanine--D-alanine ligase
MEBKDNAM_00226	CDS	1383	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
MEBKDNAM_00227	CDS	699		3.1.1.23		Thermostable monoacylglycerol lipase
MEBKDNAM_00228	CDS	1404	cshA	3.6.4.13	COG0513	DEAD-box ATP-dependent RNA helicase CshA
MEBKDNAM_00229	CDS	618	glpG	3.4.21.105		Rhomboid protease GlpG
MEBKDNAM_00230	CDS	390	acpS	2.7.8.7	COG0736	Holo-[acyl-carrier-protein] synthase
MEBKDNAM_00231	CDS	1014	ydcC		COG2834	Sporulation protein YdcC
MEBKDNAM_00232	CDS	1155	alr	5.1.1.1		Alanine racemase
MEBKDNAM_00233	CDS	282	ndoAI		COG0864	Antitoxin EndoAI
MEBKDNAM_00234	CDS	351	ndoA	3.1.27.-	COG2337	Endoribonuclease EndoA
MEBKDNAM_00235	CDS	153				hypothetical protein
MEBKDNAM_00236	CDS	2166	yhgF		COG2183	Protein YhgF
MEBKDNAM_00237	CDS	489				Protein SprT-like protein
MEBKDNAM_00238	tRNA	75				tRNA-Asn(gtt)
MEBKDNAM_00239	tRNA	93				tRNA-Ser(gct)
MEBKDNAM_00240	tRNA	73				tRNA-Glu(ttc)
MEBKDNAM_00241	tRNA	76				tRNA-Asp(gtc)
MEBKDNAM_00242	tRNA	75				tRNA-Gln(ttg)
MEBKDNAM_00243	tRNA	76				tRNA-Lys(ttt)
MEBKDNAM_00244	tRNA	83				tRNA-Leu(tag)
MEBKDNAM_00245	tRNA	83				tRNA-Leu(gag)
MEBKDNAM_00246	tRNA	77				tRNA-Arg(acg)
MEBKDNAM_00247	tRNA	76				tRNA-Pro(tgg)
MEBKDNAM_00248	tRNA	74				tRNA-Gly(tcc)
MEBKDNAM_00249	CDS	294				hypothetical protein
MEBKDNAM_00250	CDS	459	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
MEBKDNAM_00251	CDS	741	tsaB		COG1214	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
MEBKDNAM_00252	CDS	453	rimI	2.3.1.266	COG0456	[Ribosomal protein S18]-alanine N-acetyltransferase
MEBKDNAM_00253	CDS	1014	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
MEBKDNAM_00254	CDS	309				hypothetical protein
MEBKDNAM_00255	CDS	1932	yheS		COG0488	putative ABC transporter ATP-binding protein YheS
MEBKDNAM_00256	CDS	489	moaC	4.6.1.17	COG0315	Cyclic pyranopterin monophosphate synthase
MEBKDNAM_00257	CDS	642	rex		COG2344	Redox-sensing transcriptional repressor Rex
MEBKDNAM_00258	CDS	153	tatAy_1			Sec-independent protein translocase protein TatAy
MEBKDNAM_00259	CDS	744	tatC2		COG0805	Sec-independent protein translocase protein TatCy
MEBKDNAM_00260	CDS	180				hypothetical protein
MEBKDNAM_00261	CDS	735	MroQ	3.4.22.-		Membrane-embedded CAAX protease MroQ
MEBKDNAM_00262	CDS	285	groS			10 kDa chaperonin
MEBKDNAM_00263	CDS	1623	groL			60 kDa chaperonin
MEBKDNAM_00264	CDS	1245	khtU		COG0475	K(+)/H(+) antiporter subunit KhtU
MEBKDNAM_00265	CDS	495	khtT		COG0490	K(+)/H(+) antiporter subunit KhtT
MEBKDNAM_00266	CDS	1371	fumC	4.2.1.2		Fumarate hydratase class II
MEBKDNAM_00267	CDS	1224				hypothetical protein
MEBKDNAM_00268	CDS	951				hypothetical protein
MEBKDNAM_00269	CDS	1164				hypothetical protein
MEBKDNAM_00270	CDS	2163				hypothetical protein
MEBKDNAM_00271	CDS	1743	guaA	6.3.5.2		GMP synthase [glutamine-hydrolyzing]
MEBKDNAM_00272	CDS	141	bcrR			HTH-type transcriptional activator BcrR
MEBKDNAM_00273	CDS	1176				hypothetical protein
MEBKDNAM_00274	CDS	369				hypothetical protein
MEBKDNAM_00275	CDS	1326	pbuG		COG2252	Guanine/hypoxanthine permease PbuG
MEBKDNAM_00276	CDS	543	ydaF	2.3.1.-	COG1670	Putative ribosomal N-acetyltransferase YdaF
MEBKDNAM_00277	CDS	294				hypothetical protein
MEBKDNAM_00278	CDS	444				hypothetical protein
MEBKDNAM_00279	CDS	489	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
MEBKDNAM_00280	CDS	1158	purK	6.3.4.18		N5-carboxyaminoimidazole ribonucleotide synthase
MEBKDNAM_00281	CDS	1296	purB	4.3.2.2	COG0015	Adenylosuccinate lyase
MEBKDNAM_00282	CDS	732	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
MEBKDNAM_00283	CDS	255	purS	6.3.5.3	COG1828	Phosphoribosylformylglycinamidine synthase subunit PurS
MEBKDNAM_00284	CDS	687	purQ	6.3.5.3	COG0047	Phosphoribosylformylglycinamidine synthase subunit PurQ
MEBKDNAM_00285	CDS	2229	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase subunit PurL
MEBKDNAM_00286	CDS	1413	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
MEBKDNAM_00287	CDS	1041	purM	6.3.3.1	COG0150	Phosphoribosylformylglycinamidine cyclo-ligase
MEBKDNAM_00288	CDS	630	purN	2.1.2.2		Phosphoribosylglycinamide formyltransferase
MEBKDNAM_00289	CDS	1539	purH			Bifunctional purine biosynthesis protein PurH
MEBKDNAM_00290	CDS	1293	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
MEBKDNAM_00291	CDS	108				hypothetical protein
MEBKDNAM_00292	CDS	246				hypothetical protein
MEBKDNAM_00293	CDS	1746	yerA_1	3.5.4.2	COG1001	Putative adenine deaminase YerA
MEBKDNAM_00294	CDS	1020	yerB			Putative lipoprotein YerB
MEBKDNAM_00295	CDS	318				hypothetical protein
MEBKDNAM_00296	CDS	720	pcrB	2.5.1.-	COG1646	Heptaprenylglyceryl phosphate synthase
MEBKDNAM_00297	CDS	2175	pcrA	3.6.4.12		ATP-dependent DNA helicase PcrA
MEBKDNAM_00298	CDS	2013	ligA	6.5.1.2		DNA ligase
MEBKDNAM_00299	CDS	1224				hypothetical protein
MEBKDNAM_00300	CDS	483	yvdD		COG1611	LOG family protein YvdD
MEBKDNAM_00301	CDS	1476	rebO	1.4.3.23		Flavin-dependent L-tryptophan oxidase RebO
MEBKDNAM_00302	CDS	774				hypothetical protein
MEBKDNAM_00303	CDS	387				hypothetical protein
MEBKDNAM_00304	CDS	291	gatC	6.3.5.-		Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C
MEBKDNAM_00305	CDS	1458	gatA	6.3.5.7		Glutamyl-tRNA(Gln) amidotransferase subunit A
MEBKDNAM_00306	CDS	1431	gatB	6.3.5.-	COG0064	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
MEBKDNAM_00307	CDS	1305		2.5.1.-	COG2873	O-acetyl-L-homoserine sulfhydrylase
MEBKDNAM_00308	CDS	171	spaS			Lantibiotic subtilin
MEBKDNAM_00309	CDS	3141	nisB			Nisin biosynthesis protein NisB
MEBKDNAM_00310	CDS	1830	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
MEBKDNAM_00311	CDS	1308	nisC			Nisin biosynthesis protein NisC
MEBKDNAM_00312	CDS	699	saeR			Response regulator SaeR
MEBKDNAM_00313	CDS	1419	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
MEBKDNAM_00314	CDS	435				hypothetical protein
MEBKDNAM_00315	CDS	789				hypothetical protein
MEBKDNAM_00316	CDS	747				hypothetical protein
MEBKDNAM_00317	CDS	690	bcrA_1			Bacitracin transport ATP-binding protein BcrA
MEBKDNAM_00318	CDS	630	opuCB		COG1174	Glycine betaine/carnitine/choline transport system permease protein OpuCB
MEBKDNAM_00319	CDS	1134	opuBA		COG1125	Choline transport ATP-binding protein OpuBA
MEBKDNAM_00320	CDS	903	opuCC		COG1732	Glycine betaine/carnitine/choline-binding protein OpuCC
MEBKDNAM_00321	CDS	747				hypothetical protein
	CRISPR	757				
MEBKDNAM_00322	CDS	444				hypothetical protein
MEBKDNAM_00323	CDS	1239	sbnD			Staphyloferrin B transporter
MEBKDNAM_00324	CDS	654	liaH		COG1842	Protein LiaH
MEBKDNAM_00325	CDS	522				hypothetical protein
MEBKDNAM_00326	CDS	1374	sasA_2	2.7.-.-		Adaptive-response sensory-kinase SasA
MEBKDNAM_00327	CDS	663	arlR_1		COG0745	Response regulator ArlR
MEBKDNAM_00328	CDS	201				hypothetical protein
MEBKDNAM_00329	CDS	1209	htrA	3.4.21.107	COG0265	Serine protease Do-like HtrA
MEBKDNAM_00330	CDS	300				hypothetical protein
MEBKDNAM_00331	CDS	1470	panF		COG4145	Sodium/pantothenate symporter
MEBKDNAM_00332	CDS	1230	dapE	3.5.1.18		putative succinyl-diaminopimelate desuccinylase
MEBKDNAM_00333	CDS	1074	ttuC'	1.1.1.93		putative tartrate dehydrogenase/decarboxylase TtuC'
MEBKDNAM_00334	CDS	753	bacC_1	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
MEBKDNAM_00335	CDS	1446	puuC_1	1.2.1.5	COG1012	NADP/NAD-dependent aldehyde dehydrogenase PuuC
MEBKDNAM_00336	CDS	1719	htpX	3.4.24.-		Protease HtpX
MEBKDNAM_00337	CDS	537	yuaF			putative membrane protein YuaF
