locus_tag	ftype	length_bp	gene	EC_number	COG	product
NCBEONCI_00067	CDS	1167	aroC	4.2.3.5	COG0082	Chorismate synthase
NCBEONCI_00068	CDS	771	cheR	2.1.1.80		Chemotaxis protein methyltransferase
NCBEONCI_00069	CDS	450	ndk	2.7.4.6	COG0105	Nucleoside diphosphate kinase
NCBEONCI_00070	CDS	963	hepT	2.5.1.30	COG0142	Heptaprenyl diphosphate synthase component 2
NCBEONCI_00071	CDS	705	menG	2.1.1.163	COG2226	Demethylmenaquinone methyltransferase
NCBEONCI_00072	CDS	801				hypothetical protein
NCBEONCI_00073	CDS	225	mtrB			Transcription attenuation protein MtrB
NCBEONCI_00074	CDS	660	folE	3.5.4.16	COG0302	GTP cyclohydrolase 1
NCBEONCI_00075	CDS	273	hup			DNA-binding protein HU
NCBEONCI_00076	CDS	1479	spoIVA	3.6.1.3		Stage IV sporulation protein A
NCBEONCI_00077	CDS	723				hypothetical protein
NCBEONCI_00078	CDS	204				hypothetical protein
NCBEONCI_00079	CDS	1032	gpsA	1.1.1.94	COG0240	Glycerol-3-phosphate dehydrogenase [NAD(P)+]
NCBEONCI_00080	CDS	1311	der_1		COG1160	GTPase Der
NCBEONCI_00081	CDS	186				hypothetical protein
NCBEONCI_00082	CDS	903				hypothetical protein
NCBEONCI_00083	CDS	597				hypothetical protein
NCBEONCI_00084	CDS	135				hypothetical protein
NCBEONCI_00085	CDS	363				hypothetical protein
NCBEONCI_00086	CDS	276				hypothetical protein
NCBEONCI_00087	CDS	228				hypothetical protein
NCBEONCI_00088	CDS	1197	gerAC_1			Spore germination protein A3
NCBEONCI_00089	CDS	1119	yndE_1			Spore germination protein YndE
NCBEONCI_00090	CDS	1545	gerBA_1			Spore germination protein B1
NCBEONCI_00091	CDS	1164	ypfD		COG0539	30S ribosomal protein S1 
NCBEONCI_00092	CDS	582	plsC	2.3.1.-	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase
NCBEONCI_00093	CDS	675	cmk	2.7.4.25	COG0283	Cytidylate kinase
NCBEONCI_00094	CDS	180				hypothetical protein
NCBEONCI_00095	CDS	669	ypfA		COG5581	putative protein YpfA
NCBEONCI_00096	CDS	1344	ypeB			Sporulation protein YpeB
NCBEONCI_00097	CDS	792	sleB		COG3409	Spore cortex-lytic enzyme
NCBEONCI_00098	CDS	696	prsW	3.4.-.-	COG2339	Protease PrsW
NCBEONCI_00099	CDS	981	ansA	3.5.1.1	COG0252	putative L-asparaginase
NCBEONCI_00100	CDS	993		1.-.-.-	COG0492	Putative flavoprotein monooxygenase
NCBEONCI_00101	CDS	1272	gudB	1.4.1.2	COG0334	Cryptic catabolic NAD-specific glutamate dehydrogenase GudB
NCBEONCI_00102	CDS	591	mecB		COG4862	Adapter protein MecA 2
NCBEONCI_00103	CDS	804	ypbG		COG1408	putative protein YpbG
NCBEONCI_00104	CDS	393				hypothetical protein
NCBEONCI_00105	CDS	231				hypothetical protein
NCBEONCI_00106	CDS	261				hypothetical protein
NCBEONCI_00107	CDS	573		1.11.1.6		Manganese catalase
NCBEONCI_00108	CDS	447				hypothetical protein
NCBEONCI_00109	CDS	507				hypothetical protein
NCBEONCI_00110	CDS	588				hypothetical protein
NCBEONCI_00111	CDS	1524	deaD	3.6.4.13		ATP-dependent RNA helicase DeaD
NCBEONCI_00112	CDS	1047				hypothetical protein
NCBEONCI_00113	CDS	249	fer			Ferredoxin
NCBEONCI_00114	CDS	504	ppa	3.6.1.1		Inorganic pyrophosphatase
NCBEONCI_00115	CDS	1575	serA	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
NCBEONCI_00116	CDS	813				hypothetical protein
NCBEONCI_00117	CDS	1107	rsiX			Anti-sigma-X factor RsiX
NCBEONCI_00118	CDS	546	sigX_1		COG1595	ECF RNA polymerase sigma factor SigX
NCBEONCI_00119	CDS	717				hypothetical protein
NCBEONCI_00120	CDS	489				hypothetical protein
NCBEONCI_00121	CDS	579	yvqK	2.5.1.17	COG2096	Corrinoid adenosyltransferase
NCBEONCI_00122	CDS	372				hypothetical protein
NCBEONCI_00123	CDS	651				hypothetical protein
NCBEONCI_00124	CDS	789	cobS	2.7.8.26	COG0368	Adenosylcobinamide-GDP ribazoletransferase
NCBEONCI_00125	CDS	558	cobU	2.7.1.156	COG2087	Bifunctional adenosylcobalamin biosynthesis protein CobU
NCBEONCI_00126	CDS	1071	cobD_1	4.1.1.81	COG0079	Threonine-phosphate decarboxylase
NCBEONCI_00127	CDS	972	cobD_2		COG1270	Cobalamin biosynthesis protein CobD
NCBEONCI_00128	CDS	1473	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
NCBEONCI_00129	CDS	1056			COG0609	putative ABC transporter permease protein
NCBEONCI_00130	CDS	960	btuF_1			Vitamin B12-binding protein
NCBEONCI_00131	CDS	615				hypothetical protein
NCBEONCI_00132	CDS	918				hypothetical protein
NCBEONCI_00133	CDS	1365	nagP			PTS system N-acetylglucosamine-specific EIICB component
NCBEONCI_00134	CDS	729	nagR		COG2188	HTH-type transcriptional repressor NagR
NCBEONCI_00135	CDS	759	nagB	3.5.99.6	COG0363	Glucosamine-6-phosphate deaminase 1
NCBEONCI_00136	CDS	1218	nagA	3.5.1.25	COG1820	N-acetylglucosamine-6-phosphate deacetylase
NCBEONCI_00137	CDS	1797	resE	2.7.13.3		Sensor histidine kinase ResE
NCBEONCI_00138	CDS	726	srrA_1		COG0745	Transcriptional regulatory protein SrrA
NCBEONCI_00139	CDS	1188	ccsA_1			Cytochrome c biogenesis protein CcsA
NCBEONCI_00140	CDS	1659	ccs1			Cytochrome c biogenesis protein Ccs1
NCBEONCI_00141	CDS	525	resA_1		COG0526	Thiol-disulfide oxidoreductase ResA
NCBEONCI_00142	CDS	732	rluB	5.4.99.22	COG1187	Ribosomal large subunit pseudouridine synthase B
NCBEONCI_00143	CDS	534	spmB			Spore maturation protein B
NCBEONCI_00144	CDS	597	spmA		COG2715	Spore maturation protein A
NCBEONCI_00145	CDS	1341	dacB	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacB
NCBEONCI_00146	CDS	1350				hypothetical protein
NCBEONCI_00147	CDS	399				hypothetical protein
NCBEONCI_00148	CDS	630	scpB		COG1386	Segregation and condensation protein B
NCBEONCI_00149	CDS	786	scpA		COG1354	Segregation and condensation protein A
NCBEONCI_00150	CDS	513				hypothetical protein
NCBEONCI_00151	CDS	351	ribT	2.3.1.-		Protein RibT
NCBEONCI_00152	CDS	483	ribH	2.5.1.78	COG0054	6,7-dimethyl-8-ribityllumazine synthase
NCBEONCI_00153	CDS	1194	ribBA		COG0108	Riboflavin biosynthesis protein RibBA
NCBEONCI_00154	CDS	645	ribE	2.5.1.9	COG0307	Riboflavin synthase
NCBEONCI_00155	CDS	1101	ribD		COG0117	Riboflavin biosynthesis protein RibD
NCBEONCI_00156	CDS	441	ppiB	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase B
NCBEONCI_00157	CDS	876	ypuA		COG4086	putative protein YpuA
NCBEONCI_00158	CDS	1320	lysA	4.1.1.20	COG0019	Diaminopimelate decarboxylase
NCBEONCI_00159	CDS	1479	gerXA_1			Spore germination protein XA
NCBEONCI_00160	CDS	612				hypothetical protein
NCBEONCI_00161	CDS	351				hypothetical protein
NCBEONCI_00162	CDS	1008	spoVAD_1			Stage V sporulation protein AD
NCBEONCI_00163	CDS	429				hypothetical protein
NCBEONCI_00164	CDS	432				hypothetical protein
NCBEONCI_00165	CDS	624				hypothetical protein
NCBEONCI_00166	CDS	753	sigF		COG1191	RNA polymerase sigma-F factor
NCBEONCI_00167	CDS	441	spoIIAB	2.7.11.1		Anti-sigma F factor
NCBEONCI_00168	CDS	351	spoIIAA			Anti-sigma F factor antagonist
NCBEONCI_00169	CDS	1176	dacF	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacF
NCBEONCI_00170	CDS	1311	pdp	2.4.2.2		Pyrimidine-nucleoside phosphorylase
NCBEONCI_00171	CDS	822	punA	2.4.2.1		Purine nucleoside phosphorylase 1
NCBEONCI_00172	CDS	1188	deoB	5.4.2.7	COG1015	Phosphopentomutase
NCBEONCI_00173	CDS	897	xerD_1			Tyrosine recombinase XerD
NCBEONCI_00174	CDS	213				hypothetical protein
NCBEONCI_00175	CDS	453	fur		COG0735	Ferric uptake regulation protein
NCBEONCI_00176	CDS	663	spoIIM		COG1300	Stage II sporulation protein M
NCBEONCI_00177	CDS	1191				hypothetical protein
NCBEONCI_00178	CDS	555	nudF	3.6.1.13	COG0494	ADP-ribose pyrophosphatase
NCBEONCI_00179	CDS	921	iolS	1.1.1.-	COG0667	Aldo-keto reductase IolS
NCBEONCI_00180	CDS	1200	yycB		COG2807	putative transporter YycB
NCBEONCI_00181	CDS	246				hypothetical protein
NCBEONCI_00182	CDS	120				hypothetical protein
NCBEONCI_00183	CDS	240				hypothetical protein
NCBEONCI_00184	CDS	345				hypothetical protein
NCBEONCI_00185	CDS	219				hypothetical protein
NCBEONCI_00186	CDS	198				hypothetical protein
NCBEONCI_00187	CDS	789		1.-.-.-		putative oxidoreductase
NCBEONCI_00188	CDS	972	gloB_1	3.1.2.6		Hydroxyacylglutathione hydrolase
NCBEONCI_00189	CDS	840	proC_1	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
NCBEONCI_00190	CDS	1023	namA	1.6.99.1	COG1902	NADPH dehydrogenase
NCBEONCI_00191	CDS	921	rnz	3.1.26.11	COG1234	Ribonuclease Z
NCBEONCI_00192	CDS	1497	zwf	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase
NCBEONCI_00193	CDS	618	kynB_1	3.5.1.9	COG1878	Kynurenine formamidase
NCBEONCI_00194	CDS	1368	bglH	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglH
NCBEONCI_00195	CDS	1440	gapN_1	1.2.1.9	COG1012	NADP-dependent glyceraldehyde-3-phosphate dehydrogenase
NCBEONCI_00196	CDS	1065	hom_1	1.1.1.3	COG0460	Homoserine dehydrogenase
NCBEONCI_00197	CDS	1236	scmP_1	3.5.1.-	COG1473	N-acetylcysteine deacetylase
NCBEONCI_00198	CDS	1197	mgl	4.4.1.11	COG0626	L-methionine gamma-lyase
NCBEONCI_00199	CDS	1005		1.5.1.49	COG2423	Delta(1)-pyrroline-2-carboxylate reductase
NCBEONCI_00200	CDS	1185	doeA_1	3.5.4.44	COG0006	Ectoine hydrolase
NCBEONCI_00201	CDS	1737	pucR_1		COG2508	Purine catabolism regulatory protein
NCBEONCI_00202	CDS	1437	aspA	4.3.1.1	COG1027	Aspartate ammonia-lyase
NCBEONCI_00203	CDS	1005	tdcB_1	4.3.1.19		L-threonine dehydratase catabolic TdcB
NCBEONCI_00204	CDS	1485	proP			Proline/betaine transporter
NCBEONCI_00205	CDS	168				hypothetical protein
NCBEONCI_00206	CDS	804	glnQ_1			Glutamine transport ATP-binding protein GlnQ
NCBEONCI_00207	CDS	714	yxeN			putative amino-acid permease protein YxeN
NCBEONCI_00208	CDS	621	tcyB		COG0765	L-cystine transport system permease protein TcyB
NCBEONCI_00209	CDS	867	tcyA		COG0834	L-cystine-binding protein TcyA
NCBEONCI_00210	CDS	1227	abo	1.5.3.19		4-methylaminobutanoate oxidase (formaldehyde-forming)
NCBEONCI_00211	CDS	777	etfB		COG2086	Electron transfer flavoprotein subunit beta
NCBEONCI_00212	CDS	981	etfA_1		COG2025	Electron transfer flavoprotein subunit alpha
NCBEONCI_00213	CDS	1161		3.5.1.47		N-acetyldiaminopimelate deacetylase
NCBEONCI_00214	CDS	1683	pucR_2		COG2508	Purine catabolism regulatory protein
NCBEONCI_00215	CDS	1176	doeA_2	3.5.4.44	COG0006	Ectoine hydrolase
NCBEONCI_00216	CDS	1413	gndA	1.1.1.44	COG0362	6-phosphogluconate dehydrogenase, NADP(+)-dependent, decarboxylating
NCBEONCI_00217	CDS	183				hypothetical protein
NCBEONCI_00218	CDS	474	cheW_1		COG0835	Chemotaxis protein CheW
NCBEONCI_00219	CDS	1122	pepT_1	3.4.11.4	COG2195	Peptidase T
NCBEONCI_00220	CDS	1551	pccB	6.4.1.3	COG4799	Propionyl-CoA carboxylase beta chain
NCBEONCI_00221	CDS	477	epi	5.1.99.-	COG0346	Ethylmalonyl-CoA/methylmalonyl-CoA epimerase
NCBEONCI_00222	CDS	507				hypothetical protein
NCBEONCI_00223	CDS	984				hypothetical protein
NCBEONCI_00224	CDS	438				hypothetical protein
NCBEONCI_00225	CDS	1146	argK	3.6.5.-	COG1703	GTPase ArgK
NCBEONCI_00226	CDS	2196	mutB	5.4.99.2	COG1884	Methylmalonyl-CoA mutase large subunit
NCBEONCI_00227	CDS	2049	mcm	5.4.99.2	COG1884	Methylmalonyl-CoA mutase
NCBEONCI_00228	CDS	159				hypothetical protein
NCBEONCI_00229	CDS	1407	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
NCBEONCI_00230	CDS	675	srrA_2		COG0745	Transcriptional regulatory protein SrrA
NCBEONCI_00231	CDS	978				hypothetical protein
NCBEONCI_00232	CDS	1326	pdhC_1	2.3.1.12	COG0508	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
NCBEONCI_00233	CDS	984	bfmBAB_1	1.2.4.4	COG0022	2-oxoisovalerate dehydrogenase subunit beta
NCBEONCI_00234	CDS	996	bfmBAA	1.2.4.4	COG1071	2-oxoisovalerate dehydrogenase subunit alpha
NCBEONCI_00235	CDS	1422	lpd	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase
NCBEONCI_00236	CDS	1113	buk2	2.7.2.7	COG3426	Butyrate kinase 2
NCBEONCI_00237	CDS	1101	ldh_1	1.4.1.9		Leucine dehydrogenase
NCBEONCI_00238	CDS	900	pta_1	2.3.1.8	COG0280	Phosphate acetyltransferase
NCBEONCI_00239	CDS	2064	norR_1			Anaerobic nitric oxide reductase transcription regulator NorR
NCBEONCI_00240	CDS	249				hypothetical protein
NCBEONCI_00241	CDS	735	glpQ_1	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase
NCBEONCI_00242	CDS	156	yycC			putative protein YycC
NCBEONCI_00243	CDS	420				hypothetical protein
NCBEONCI_00244	CDS	345				hypothetical protein
NCBEONCI_00245	CDS	1638				hypothetical protein
NCBEONCI_00246	CDS	357				hypothetical protein
NCBEONCI_00247	CDS	687				hypothetical protein
NCBEONCI_00248	CDS	414				hypothetical protein
NCBEONCI_00249	CDS	105				hypothetical protein
NCBEONCI_00250	CDS	579				hypothetical protein
NCBEONCI_00251	CDS	228				hypothetical protein
NCBEONCI_00252	CDS	834				hypothetical protein
NCBEONCI_00253	CDS	699				hypothetical protein
NCBEONCI_00254	CDS	225				hypothetical protein
NCBEONCI_00255	CDS	750				hypothetical protein
NCBEONCI_00256	CDS	255				hypothetical protein
NCBEONCI_00257	CDS	234				hypothetical protein
NCBEONCI_00258	CDS	552				hypothetical protein
NCBEONCI_00259	CDS	804				hypothetical protein
NCBEONCI_00260	CDS	228				hypothetical protein
NCBEONCI_00261	CDS	870	xerC_1		COG4974	Tyrosine recombinase XerC
NCBEONCI_00262	CDS	228				hypothetical protein
NCBEONCI_00263	CDS	849				hypothetical protein
NCBEONCI_00264	CDS	972	xerC_2			Tyrosine recombinase XerC
NCBEONCI_00265	CDS	780	spo0A			Stage 0 sporulation protein A
NCBEONCI_00266	CDS	1296	spoIVB	3.4.21.116	COG0750	SpoIVB peptidase
NCBEONCI_00267	CDS	1722	recN		COG0497	DNA repair protein RecN
NCBEONCI_00268	CDS	450	argR			Arginine repressor
NCBEONCI_00269	CDS	846	tlyA		COG1189	Hemolysin A
NCBEONCI_00270	CDS	1893	dxs	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
NCBEONCI_00271	CDS	894		2.5.1.10		Farnesyl diphosphate synthase
NCBEONCI_00272	CDS	231	xseB	3.1.11.6	COG1722	Exodeoxyribonuclease 7 small subunit
NCBEONCI_00273	CDS	1347	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
NCBEONCI_00274	CDS	855	folD		COG0190	Bifunctional protein FolD protein
NCBEONCI_00275	CDS	393	nusB			Transcription antitermination protein NusB
NCBEONCI_00276	CDS	405				putative protein
NCBEONCI_00277	CDS	1356	cfiB	6.4.1.7	COG0439	2-oxoglutarate carboxylase small subunit
NCBEONCI_00278	CDS	519	accB		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
NCBEONCI_00279	CDS	561	spoIIIAH			Stage III sporulation protein AH
NCBEONCI_00280	CDS	639				hypothetical protein
NCBEONCI_00281	CDS	612	spoIIIAF			Stage III sporulation protein AF
NCBEONCI_00282	CDS	1164	spoIIIAE			Stage III sporulation protein AE
NCBEONCI_00283	CDS	402				hypothetical protein
NCBEONCI_00284	CDS	207				hypothetical protein
NCBEONCI_00285	CDS	513	spoIIIAB			Stage III sporulation protein AB
NCBEONCI_00286	CDS	921				hypothetical protein
NCBEONCI_00287	CDS	282				hypothetical protein
NCBEONCI_00288	CDS	558	efp			Elongation factor P
NCBEONCI_00289	CDS	1062	ypdF	3.4.11.-	COG0006	Aminopeptidase YpdF
NCBEONCI_00290	CDS	531				hypothetical protein
NCBEONCI_00291	CDS	936				hypothetical protein
NCBEONCI_00292	CDS	357				hypothetical protein
NCBEONCI_00293	CDS	885				hypothetical protein
NCBEONCI_00294	CDS	426	mntR		COG1321	HTH-type transcriptional regulator MntR
NCBEONCI_00295	CDS	1026	splG	4.1.99.14		Spore photoproduct lyase
NCBEONCI_00296	CDS	1041				hypothetical protein
NCBEONCI_00297	CDS	1233	gltP_1		COG1301	Proton/glutamate-aspartate symporter
NCBEONCI_00298	CDS	1413	sleL_1	3.2.1.-	COG3858	Cortical fragment-lytic enzyme
NCBEONCI_00299	CDS	288				hypothetical protein
NCBEONCI_00300	CDS	300				hypothetical protein
NCBEONCI_00301	CDS	1791				hypothetical protein
NCBEONCI_00302	CDS	450				hypothetical protein
NCBEONCI_00303	CDS	789				hypothetical protein
NCBEONCI_00304	CDS	837	lipM	2.3.1.181	COG0095	Octanoyltransferase LipM
NCBEONCI_00305	CDS	375	glpE_1	2.8.1.1		Thiosulfate sulfurtransferase GlpE
NCBEONCI_00306	CDS	1191	nagC		COG1940	N-acetylglucosamine repressor
NCBEONCI_00307	CDS	984	yhdN	1.1.1.-	COG0667	Aldo-keto reductase YhdN
NCBEONCI_00308	CDS	1464	gcvPB	1.4.4.2		putative glycine dehydrogenase (decarboxylating) subunit 2
NCBEONCI_00309	CDS	1347	gcvPA	1.4.4.2		putative glycine dehydrogenase (decarboxylating) subunit 1
NCBEONCI_00310	CDS	1098	gcvT	2.1.2.10	COG0404	Aminomethyltransferase
NCBEONCI_00311	CDS	1665	rapA	3.6.4.-	COG0553	RNA polymerase-associated protein RapA
NCBEONCI_00312	CDS	795				hypothetical protein
NCBEONCI_00313	CDS	180				hypothetical protein
NCBEONCI_00314	CDS	390				hypothetical protein
NCBEONCI_00315	CDS	444				hypothetical protein
NCBEONCI_00316	CDS	327				hypothetical protein
NCBEONCI_00317	CDS	438				hypothetical protein
NCBEONCI_00318	CDS	297	comGC		COG4537	ComG operon protein 3
NCBEONCI_00319	CDS	1029				hypothetical protein
NCBEONCI_00320	CDS	1200	comGA		COG2804	ComG operon protein 1
NCBEONCI_00321	CDS	699				hypothetical protein
NCBEONCI_00322	CDS	243				hypothetical protein
NCBEONCI_00323	CDS	1131				hypothetical protein
NCBEONCI_00324	CDS	633		3.-.-.-		putative protein
NCBEONCI_00325	CDS	177				hypothetical protein
NCBEONCI_00326	CDS	1164		3.4.19.11		Gamma-D-glutamyl-L-diamino acid endopeptidase 1
NCBEONCI_00327	CDS	954	glcK	2.7.1.2	COG1940	Glucokinase
NCBEONCI_00328	CDS	213	yqgQ		COG4483	putative protein YqgQ
NCBEONCI_00329	CDS	1527				hypothetical protein
NCBEONCI_00330	CDS	870				hypothetical protein
NCBEONCI_00331	CDS	1173	gluP	3.4.21.105	COG0705	Rhomboid protease GluP
NCBEONCI_00332	CDS	738	yjjG	3.1.3.5	COG1011	Pyrimidine 5'-nucleotidase YjjG
NCBEONCI_00333	CDS	180				hypothetical protein
NCBEONCI_00334	CDS	777				hypothetical protein
NCBEONCI_00335	CDS	570	yqgN		COG0212	putative protein YqgN
NCBEONCI_00336	CDS	150	rpmGA			50S ribosomal protein L33 1
NCBEONCI_00337	CDS	351				hypothetical protein
NCBEONCI_00338	CDS	438	mltG_1	4.2.2.-		Endolytic murein transglycosylase
NCBEONCI_00339	CDS	654	phoU		COG0704	Phosphate-specific transport system accessory protein PhoU 
NCBEONCI_00340	CDS	846	pstB3	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB 3
NCBEONCI_00341	CDS	870	pstA1		COG0581	Phosphate transport system permease protein PstA 1
NCBEONCI_00342	CDS	954				hypothetical protein
NCBEONCI_00343	CDS	963	pstS			Phosphate-binding protein PstS
NCBEONCI_00344	CDS	2100	pbpH		COG0768	Penicillin-binding protein H
NCBEONCI_00345	CDS	1293				hypothetical protein
NCBEONCI_00346	CDS	615	sodA	1.15.1.1		Superoxide dismutase [Mn]
NCBEONCI_00347	CDS	783				hypothetical protein
NCBEONCI_00348	CDS	312				hypothetical protein
NCBEONCI_00349	CDS	1125	ispG	1.17.7.3	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
NCBEONCI_00350	CDS	348				hypothetical protein
NCBEONCI_00351	CDS	570		3.1.3.-	COG5663	Nucleotidase
NCBEONCI_00352	CDS	426	zur		COG0735	Zinc-specific metallo-regulatory protein
NCBEONCI_00353	CDS	837	znuB		COG1108	High-affinity zinc uptake system membrane protein ZnuB
NCBEONCI_00354	CDS	756	btuD_2	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
NCBEONCI_00355	CDS	882				hypothetical protein
NCBEONCI_00356	CDS	261				hypothetical protein
NCBEONCI_00357	CDS	900	nfo	3.1.21.2	COG0648	putative endonuclease 4
NCBEONCI_00358	CDS	1311	cshB	3.6.4.13	COG0513	DEAD-box ATP-dependent RNA helicase CshB
NCBEONCI_00359	CDS	540				hypothetical protein
