gene	contig	start	stop	strand	family	nb_copy_in_org	partition	persistent_neighbors	shell_neighbors	cloud_neighbors	RGPs	Spots
AHOIKHHK_00022	NZ_JABTVO010000001.1	22932	23516	-	MEBKDNAM_02641	1	persistent	0	0	0	None	None
AHOIKHHK_00023	NZ_JABTVO010000001.1	23617	24099	-	MEBKDNAM_02642	1	persistent	0	0	0	None	None
AHOIKHHK_00024	NZ_JABTVO010000001.1	24379	25122	-	MEBKDNAM_02643	1	persistent	0	0	0	None	None
AHOIKHHK_00025	NZ_JABTVO010000001.1	25253	25987	-	FDKLAMFJ_03010	1	persistent	0	0	0	None	None
AHOIKHHK_00026	NZ_JABTVO010000001.1	26104	26844	-	FDKLAMFJ_03009	1	persistent	0	0	0	None	None
AHOIKHHK_00027	NZ_JABTVO010000001.1	26880	27824	-	NCBEONCI_00474	1	persistent	0	0	0	None	None
AHOIKHHK_00028	NZ_JABTVO010000001.1	27808	29424	-	NCBEONCI_00475	1	persistent	0	0	0	None	None
AHOIKHHK_00029	NZ_JABTVO010000001.1	29583	30689	-	NCBEONCI_00476	1	persistent	0	0	0	None	None
AHOIKHHK_00030	NZ_JABTVO010000001.1	30701	31531	-	FDKLAMFJ_03005	1	persistent	0	0	0	None	None
AHOIKHHK_00031	NZ_JABTVO010000001.1	31564	33126	-	FDKLAMFJ_03004	1	persistent	0	0	0	None	None
AHOIKHHK_00032	NZ_JABTVO010000001.1	33231	34376	+	NCBEONCI_00479	1	persistent	0	0	0	None	None
AHOIKHHK_00033	NZ_JABTVO010000001.1	34373	34912	+	NCBEONCI_00480	1	persistent	0	0	0	None	None
AHOIKHHK_00034	NZ_JABTVO010000001.1	35191	36039	-	AHOIKHHK_00034	1	persistent	0	0	0	None	None
AHOIKHHK_00035	NZ_JABTVO010000001.1	36061	36504	-	AHOIKHHK_00035	1	persistent	0	0	0	None	None
AHOIKHHK_00036	NZ_JABTVO010000001.1	36522	37823	-	AHOIKHHK_00036	1	persistent	0	0	0	None	None
AHOIKHHK_00037	NZ_JABTVO010000001.1	37918	38478	-	FLBMOKII_02725	1	persistent	0	0	0	None	None
AHOIKHHK_00038	NZ_JABTVO010000001.1	38656	38946	-	FLBMOKII_02726	1	persistent	0	0	0	None	None
AHOIKHHK_00039	NZ_JABTVO010000001.1	38962	39294	-	FLBMOKII_02727	1	persistent	0	0	0	None	None
AHOIKHHK_00040	NZ_JABTVO010000001.1	39298	39606	-	FLBMOKII_02728	1	persistent	0	0	0	None	None
AHOIKHHK_00041	NZ_JABTVO010000001.1	39852	40712	-	KGENGAEB_00737	1	persistent	0	0	0	None	None
AHOIKHHK_00042	NZ_JABTVO010000001.1	40705	41472	-	KGENGAEB_00736	1	persistent	0	0	0	None	None
AHOIKHHK_00043	NZ_JABTVO010000001.1	41907	42710	-	KGENGAEB_00735	1	persistent	0	0	0	None	None
AHOIKHHK_00044	NZ_JABTVO010000001.1	42713	43405	-	KGENGAEB_00734	1	persistent	0	0	0	None	None
AHOIKHHK_00045	NZ_JABTVO010000001.1	43446	43964	-	KGENGAEB_00733	1	persistent	0	0	0	None	None
AHOIKHHK_00046	NZ_JABTVO010000001.1	43961	44827	-	IJIGFOAD_02709	1	persistent	0	0	0	None	None
AHOIKHHK_00047	NZ_JABTVO010000001.1	44848	45870	-	IJIGFOAD_01986	2	persistent	0	0	0	None	None
AHOIKHHK_00048	NZ_JABTVO010000001.1	46028	46708	-	FLBMOKII_02736	1	persistent	0	0	0	None	None
AHOIKHHK_00049	NZ_JABTVO010000001.1	46824	47405	-	HLMLLCKC_02285	1	persistent	0	0	0	None	None
AHOIKHHK_00050	NZ_JABTVO010000001.1	47524	48648	-	HLMLLCKC_02286	1	persistent	0	0	0	None	None
AHOIKHHK_00051	NZ_JABTVO010000001.1	48765	49196	-	MEBKDNAM_02670	1	persistent	0	0	0	None	None
AHOIKHHK_00052	NZ_JABTVO010000001.1	49218	49886	-	MEBKDNAM_02671	1	persistent	0	0	0	None	None
AHOIKHHK_00053	NZ_JABTVO010000001.1	49883	50458	-	MEBKDNAM_02672	1	persistent	0	0	0	None	None
AHOIKHHK_00054	NZ_JABTVO010000001.1	50448	51380	-	MEBKDNAM_02673	1	persistent	0	0	0	None	None
AHOIKHHK_00055	NZ_JABTVO010000001.1	51406	52161	-	MEBKDNAM_02674	1	persistent	0	0	0	None	None
AHOIKHHK_00056	NZ_JABTVO010000001.1	52158	52640	-	FDKLAMFJ_02979	1	persistent	0	0	0	None	None
AHOIKHHK_00057	NZ_JABTVO010000001.1	52727	53938	-	FDKLAMFJ_02978	1	persistent	0	0	0	None	None
AHOIKHHK_00058	NZ_JABTVO010000001.1	53925	54980	-	FDKLAMFJ_02977	1	persistent	0	0	0	None	None
AHOIKHHK_00059	NZ_JABTVO010000001.1	54993	56657	-	NCBEONCI_00506	1	persistent	0	0	0	None	None
AHOIKHHK_00060	NZ_JABTVO010000001.1	56654	58021	-	NCBEONCI_00507	1	persistent	0	0	0	None	None
AHOIKHHK_00061	NZ_JABTVO010000001.1	58391	59731	-	FDKLAMFJ_02974	1	persistent	0	0	0	None	None
AHOIKHHK_00062	NZ_JABTVO010000001.1	59862	60473	+	FDKLAMFJ_02973	1	persistent	0	0	0	None	None
AHOIKHHK_00063	NZ_JABTVO010000001.1	60457	61032	+	FDKLAMFJ_02972	1	persistent	0	0	0	None	None
AHOIKHHK_00064	NZ_JABTVO010000001.1	61049	62626	+	KGENGAEB_00714	1	persistent	0	0	0	None	None
AHOIKHHK_00065	NZ_JABTVO010000001.1	62735	64741	-	KGENGAEB_00713	1	persistent	0	0	0	None	None
AHOIKHHK_00066	NZ_JABTVO010000001.1	64800	66104	-	AHOIKHHK_00066	1	persistent	0	0	0	None	None
AHOIKHHK_00067	NZ_JABTVO010000001.1	66235	68877	-	AHOIKHHK_00067	1	persistent	0	0	0	None	None
AHOIKHHK_00068	NZ_JABTVO010000001.1	69462	69650	+	AHOIKHHK_00068	1	persistent	0	0	0	None	None
AHOIKHHK_00069	NZ_JABTVO010000001.1	69647	70678	-	FLBMOKII_02757	1	persistent	0	0	0	None	None
AHOIKHHK_00070	NZ_JABTVO010000001.1	70722	71786	-	FLBMOKII_02758	1	persistent	0	0	0	None	None
AHOIKHHK_00071	NZ_JABTVO010000001.1	71905	73194	-	NCBEONCI_01522	2	persistent	0	0	0	None	44
AHOIKHHK_00072	NZ_JABTVO010000001.1	73210	74184	-	FLBMOKII_02760	1	persistent	0	0	0	None	None
AHOIKHHK_00073	NZ_JABTVO010000001.1	74185	74955	-	KGENGAEB_00705	1	persistent	0	0	0	None	None
AHOIKHHK_00074	NZ_JABTVO010000001.1	74955	75884	-	KGENGAEB_00704	1	persistent	0	0	0	None	None
AHOIKHHK_00075	NZ_JABTVO010000001.1	75900	76715	-	KGENGAEB_00703	1	persistent	0	0	0	None	None
AHOIKHHK_00076	NZ_JABTVO010000001.1	76726	78093	-	KGENGAEB_00702	1	persistent	0	0	0	None	None
AHOIKHHK_00077	NZ_JABTVO010000001.1	78258	78743	+	KGENGAEB_00701	1	persistent	0	0	0	None	None
AHOIKHHK_00078	NZ_JABTVO010000001.1	78817	79404	-	IJIGFOAD_02677	1	persistent	0	0	0	None	None
AHOIKHHK_00079	NZ_JABTVO010000001.1	79401	81728	-	IJIGFOAD_02676	1	persistent	0	0	0	None	None
AHOIKHHK_00080	NZ_JABTVO010000001.1	82013	83689	-	FLBMOKII_02768	1	persistent	0	0	0	None	None
AHOIKHHK_00081	NZ_JABTVO010000001.1	83830	85095	-	HLMLLCKC_02317	1	persistent	0	0	0	None	None
AHOIKHHK_00082	NZ_JABTVO010000001.1	85325	86611	-	HLMLLCKC_02318	1	persistent	0	0	0	None	None
AHOIKHHK_00083	NZ_JABTVO010000001.1	86777	87760	-	MEBKDNAM_02702	1	persistent	0	0	0	None	None
AHOIKHHK_00084	NZ_JABTVO010000001.1	88116	88709	-	MEBKDNAM_02703	1	persistent	0	0	0	None	None
AHOIKHHK_00085	NZ_JABTVO010000001.1	88798	90213	-	MEBKDNAM_02704	1	persistent	0	0	0	None	None
AHOIKHHK_00086	NZ_JABTVO010000001.1	90233	91348	-	MEBKDNAM_02705	1	persistent	0	0	0	None	None
AHOIKHHK_00087	NZ_JABTVO010000001.1	91365	92912	-	MEBKDNAM_02706	1	persistent	0	0	0	None	None
AHOIKHHK_00088	NZ_JABTVO010000001.1	92899	93924	-	MEBKDNAM_02707	1	persistent	0	0	0	None	None
AHOIKHHK_00089	NZ_JABTVO010000001.1	93958	94476	-	FDKLAMFJ_02946	1	persistent	0	0	0	None	None
AHOIKHHK_00090	NZ_JABTVO010000001.1	94455	96188	-	FDKLAMFJ_02945	1	persistent	0	0	0	None	None
AHOIKHHK_00091	NZ_JABTVO010000001.1	96211	96456	-	NCBEONCI_00538	1	persistent	0	0	0	None	None
AHOIKHHK_00092	NZ_JABTVO010000001.1	96550	97449	-	NCBEONCI_00539	1	persistent	0	0	0	None	None
AHOIKHHK_00093	NZ_JABTVO010000001.1	97732	98241	-	FDKLAMFJ_02942	1	persistent	0	0	0	None	None
AHOIKHHK_00094	NZ_JABTVO010000001.1	98238	98852	-	FDKLAMFJ_02941	1	persistent	0	0	0	None	None
AHOIKHHK_00095	NZ_JABTVO010000001.1	98849	99616	-	FDKLAMFJ_02940	1	persistent	0	0	0	None	None
AHOIKHHK_00096	NZ_JABTVO010000001.1	99845	100921	-	NCBEONCI_00543	1	persistent	0	0	0	None	None
AHOIKHHK_00097	NZ_JABTVO010000001.1	101027	101821	-	NCBEONCI_00544	1	persistent	0	0	0	None	None
AHOIKHHK_00098	NZ_JABTVO010000001.1	101831	102274	-	AHOIKHHK_00098	1	persistent	0	0	0	None	None
AHOIKHHK_00099	NZ_JABTVO010000001.1	102488	102712	-	AHOIKHHK_00099	1	persistent	0	0	0	None	None
AHOIKHHK_00100	NZ_JABTVO010000001.1	102972	103733	-	AHOIKHHK_00100	1	persistent	0	0	0	None	None
AHOIKHHK_00101	NZ_JABTVO010000001.1	103735	105492	-	AHOIKHHK_00101	1	persistent	0	0	0	None	None
AHOIKHHK_00102	NZ_JABTVO010000001.1	105659	106267	-	FLBMOKII_02790	1	persistent	0	0	0	None	None
AHOIKHHK_00103	NZ_JABTVO010000001.1	106513	106965	+	FLBMOKII_02791	1	persistent	0	0	0	None	None
AHOIKHHK_00104	NZ_JABTVO010000001.1	107065	108837	-	FLBMOKII_02792	1	persistent	0	0	0	None	None
AHOIKHHK_00105	NZ_JABTVO010000001.1	109802	110926	-	KGENGAEB_00672	1	persistent	0	0	0	None	None
AHOIKHHK_00106	NZ_JABTVO010000001.1	110969	111484	-	KGENGAEB_00671	1	persistent	0	0	0	None	None
AHOIKHHK_00107	NZ_JABTVO010000001.1	111507	112487	-	KGENGAEB_00670	1	persistent	0	0	0	None	None
AHOIKHHK_00108	NZ_JABTVO010000001.1	112491	113273	-	KGENGAEB_00669	1	persistent	0	0	0	None	None
AHOIKHHK_00109	NZ_JABTVO010000001.1	113308	114093	-	IJIGFOAD_02645	1	persistent	0	0	0	None	None
AHOIKHHK_00110	NZ_JABTVO010000001.1	114380	115201	-	IJIGFOAD_02644	1	persistent	0	0	0	None	None
AHOIKHHK_00111	NZ_JABTVO010000001.1	115624	115938	-	FLBMOKII_02799	1	persistent	0	0	0	None	None
AHOIKHHK_00112	NZ_JABTVO010000001.1	116096	117073	-	FLBMOKII_02800	1	persistent	0	0	0	None	11
AHOIKHHK_00113	NZ_JABTVO010000001.1	117148	117924	-	HLMLLCKC_02349	1	persistent	0	0	0	None	11
AHOIKHHK_00114	NZ_JABTVO010000001.1	117990	118763	-	HLMLLCKC_02350	1	persistent	0	0	0	None	None
AHOIKHHK_00115	NZ_JABTVO010000001.1	118790	119377	-	MEBKDNAM_02734	1	persistent	0	0	0	None	None
AHOIKHHK_00116	NZ_JABTVO010000001.1	119444	121138	-	FDKLAMFJ_01013	2	persistent	0	0	0	None	None
AHOIKHHK_00117	NZ_JABTVO010000001.1	121221	121385	-	MEBKDNAM_02736	1	persistent	0	0	0	None	None
AHOIKHHK_00118	NZ_JABTVO010000001.1	121401	121808	-	MEBKDNAM_02737	1	persistent	0	0	0	None	None
AHOIKHHK_00119	NZ_JABTVO010000001.1	121823	124177	-	MEBKDNAM_02738	1	persistent	0	0	0	None	None
AHOIKHHK_00120	NZ_JABTVO010000001.1	124200	125927	-	MEBKDNAM_02739	1	persistent	0	0	0	None	None
AHOIKHHK_00121	NZ_JABTVO010000001.1	125970	126509	-	FDKLAMFJ_02914	1	persistent	0	0	0	None	None
AHOIKHHK_00122	NZ_JABTVO010000001.1	126502	126777	-	NCBEONCI_00570	1	persistent	0	0	0	None	None
AHOIKHHK_00123	NZ_JABTVO010000001.1	126880	127821	+	NCBEONCI_00571	1	persistent	0	0	0	None	None
AHOIKHHK_00124	NZ_JABTVO010000001.1	128715	131879	-	NCBEONCI_00572	1	persistent	0	0	0	None	None
AHOIKHHK_00125	NZ_JABTVO010000001.1	131876	132328	-	FDKLAMFJ_02910	1	persistent	0	0	0	None	None
AHOIKHHK_00126	NZ_JABTVO010000001.1	132710	133984	+	FDKLAMFJ_02909	1	persistent	0	0	0	None	None
AHOIKHHK_00127	NZ_JABTVO010000001.1	134100	134453	-	FDKLAMFJ_02908	1	persistent	0	0	0	None	None
AHOIKHHK_00128	NZ_JABTVO010000001.1	134450	134851	-	NCBEONCI_00576	1	persistent	0	0	0	None	None
AHOIKHHK_00129	NZ_JABTVO010000001.1	135019	135798	-	NCBEONCI_00577	1	persistent	0	0	0	None	None
AHOIKHHK_00130	NZ_JABTVO010000001.1	135880	138294	-	AHOIKHHK_00130	1	persistent	0	0	0	None	None
AHOIKHHK_00131	NZ_JABTVO010000001.1	138316	139350	-	AHOIKHHK_00131	1	persistent	0	0	0	None	None
AHOIKHHK_00132	NZ_JABTVO010000001.1	139704	140459	-	AHOIKHHK_00132	1	persistent	0	0	0	None	None
AHOIKHHK_00133	NZ_JABTVO010000001.1	140456	140980	-	FLBMOKII_02821	1	persistent	0	0	0	None	None
AHOIKHHK_00134	NZ_JABTVO010000001.1	141122	141331	+	FLBMOKII_02822	1	persistent	0	0	0	None	None
AHOIKHHK_00135	NZ_JABTVO010000001.1	142093	143253	-	NCBEONCI_00671	2	persistent	0	0	0	None	None
AHOIKHHK_00136	NZ_JABTVO010000001.1	143271	143756	-	HLMLLCKC_00338	1	persistent	0	0	0	None	None
AHOIKHHK_00137	NZ_JABTVO010000001.1	143772	144023	-	HLMLLCKC_00339	1	persistent	0	0	0	None	None
AHOIKHHK_00138	NZ_JABTVO010000001.1	144094	144453	-	KGENGAEB_00639	1	persistent	0	0	0	None	None
AHOIKHHK_00139	NZ_JABTVO010000001.1	144480	144680	-	KGENGAEB_00638	1	persistent	0	0	0	None	None
AHOIKHHK_00140	NZ_JABTVO010000001.1	144693	145166	-	KGENGAEB_00637	1	persistent	0	0	0	None	None
AHOIKHHK_00141	NZ_JABTVO010000001.1	145644	147593	-	IJIGFOAD_02613	1	persistent	0	0	0	None	None
AHOIKHHK_00142	NZ_JABTVO010000001.1	147915	148790	-	IJIGFOAD_02612	1	persistent	0	0	0	None	None
AHOIKHHK_00143	NZ_JABTVO010000001.1	148979	149920	-	HLMLLCKC_00345	1	persistent	0	0	0	None	None
AHOIKHHK_00144	NZ_JABTVO010000001.1	149932	151323	-	HLMLLCKC_00346	1	persistent	0	0	0	None	None
AHOIKHHK_00145	NZ_JABTVO010000001.1	151428	151889	-	HLMLLCKC_00347	1	persistent	0	0	0	None	None
AHOIKHHK_00146	NZ_JABTVO010000001.1	151957	152355	-	MEBKDNAM_02765	1	persistent	0	0	0	None	None
AHOIKHHK_00147	NZ_JABTVO010000001.1	152479	152853	-	MEBKDNAM_02766	1	persistent	0	0	0	None	None
AHOIKHHK_00148	NZ_JABTVO010000001.1	153255	154283	-	MEBKDNAM_02767	2	persistent	0	0	0	None	None
AHOIKHHK_00149	NZ_JABTVO010000001.1	154400	155005	-	FDKLAMFJ_02886	1	persistent	0	0	0	None	None
AHOIKHHK_00150	NZ_JABTVO010000001.1	155034	155858	-	MEBKDNAM_02769	1	persistent	0	0	0	None	None
AHOIKHHK_00151	NZ_JABTVO010000001.1	156097	158727	-	FDKLAMFJ_02884	1	persistent	0	0	0	None	None
AHOIKHHK_00152	NZ_JABTVO010000001.1	158798	160549	-	MEBKDNAM_02771	1	persistent	0	0	0	None	None
AHOIKHHK_00153	NZ_JABTVO010000001.1	160546	161250	-	FDKLAMFJ_02882	2	persistent	0	0	0	None	None
AHOIKHHK_00154	NZ_JABTVO010000001.1	161467	161934	-	NCBEONCI_00602	1	persistent	0	0	0	None	None
AHOIKHHK_00155	NZ_JABTVO010000001.1	162017	162955	-	NCBEONCI_00603	1	persistent	0	0	0	None	None
AHOIKHHK_00156	NZ_JABTVO010000001.1	162981	164252	-	NCBEONCI_00604	1	persistent	0	0	0	None	None
AHOIKHHK_00157	NZ_JABTVO010000001.1	164324	165442	-	FDKLAMFJ_02878	1	persistent	0	0	0	None	None
AHOIKHHK_00158	NZ_JABTVO010000001.1	165709	166164	-	FDKLAMFJ_02877	1	persistent	0	0	0	None	None
AHOIKHHK_00159	NZ_JABTVO010000001.1	166258	167376	+	FDKLAMFJ_02876	1	persistent	0	0	0	None	None
AHOIKHHK_00160	NZ_JABTVO010000001.1	167430	169193	-	NCBEONCI_00608	1	persistent	0	0	0	None	None
AHOIKHHK_00161	NZ_JABTVO010000001.1	169221	170180	-	NCBEONCI_00609	1	persistent	0	0	0	None	None
AHOIKHHK_00162	NZ_JABTVO010000001.1	170366	171343	-	AHOIKHHK_00162	1	persistent	0	0	0	None	None
AHOIKHHK_00163	NZ_JABTVO010000001.1	171328	172200	-	AHOIKHHK_00163	1	persistent	0	0	0	None	None
AHOIKHHK_00164	NZ_JABTVO010000001.1	172276	172893	-	AHOIKHHK_00164	1	persistent	0	0	0	None	None
AHOIKHHK_00165	NZ_JABTVO010000001.1	173077	176358	-	AHOIKHHK_00165	1	persistent	0	0	0	None	None
AHOIKHHK_00166	NZ_JABTVO010000001.1	176472	176813	+	FLBMOKII_02854	1	persistent	0	0	0	None	None
AHOIKHHK_00167	NZ_JABTVO010000001.1	176810	177313	+	FLBMOKII_02855	1	persistent	0	0	0	None	None
AHOIKHHK_00168	NZ_JABTVO010000001.1	177439	178386	-	HLMLLCKC_00370	1	persistent	0	0	0	None	None
AHOIKHHK_00169	NZ_JABTVO010000001.1	178487	178795	+	HLMLLCKC_00371	1	persistent	0	0	0	None	None
AHOIKHHK_00170	NZ_JABTVO010000001.1	178981	179343	-	KGENGAEB_00607	1	persistent	0	0	0	None	None
AHOIKHHK_00171	NZ_JABTVO010000001.1	179544	180851	-	KGENGAEB_00606	1	persistent	0	0	0	None	None
AHOIKHHK_00172	NZ_JABTVO010000001.1	181113	181793	-	KGENGAEB_00605	1	persistent	0	0	0	None	None
AHOIKHHK_00173	NZ_JABTVO010000001.1	181934	183028	+	IJIGFOAD_02581	1	persistent	0	0	0	None	None
AHOIKHHK_00174	NZ_JABTVO010000001.1	183181	184296	-	FLBMOKII_03577	2	persistent	0	0	0	None	None
AHOIKHHK_00175	NZ_JABTVO010000001.1	184388	185152	-	HLMLLCKC_00377	1	persistent	0	0	0	None	None
AHOIKHHK_00176	NZ_JABTVO010000001.1	185420	185563	-	HLMLLCKC_00378	1	persistent	0	0	0	None	None
AHOIKHHK_00177	NZ_JABTVO010000001.1	185675	186121	+	FLBMOKII_02865	1	persistent	0	0	0	None	None
AHOIKHHK_00178	NZ_JABTVO010000001.1	186207	187586	-	MEBKDNAM_02797	1	persistent	0	0	0	None	None
AHOIKHHK_00179	NZ_JABTVO010000001.1	187636	188856	-	MEBKDNAM_02798	1	persistent	0	0	0	None	None
AHOIKHHK_00180	NZ_JABTVO010000001.1	189035	189367	+	MEBKDNAM_02799	1	persistent	0	0	0	None	None
AHOIKHHK_00181	NZ_JABTVO010000001.1	189680	189910	-	MEBKDNAM_02800	1	persistent	0	0	0	None	None
AHOIKHHK_00182	NZ_JABTVO010000001.1	190513	192174	+	MEBKDNAM_02801	1	persistent	0	0	0	None	None
AHOIKHHK_00183	NZ_JABTVO010000010.1	749	2593	+	FDKLAMFJ_01145	1	persistent	0	0	0	None	None
AHOIKHHK_00184	NZ_JABTVO010000010.1	2812	3876	-	FDKLAMFJ_01144	1	persistent	0	0	0	None	None
AHOIKHHK_00185	NZ_JABTVO010000010.1	3873	4547	-	FDKLAMFJ_01143	1	persistent	0	0	0	None	None
AHOIKHHK_00186	NZ_JABTVO010000010.1	4778	5569	-	FDKLAMFJ_01142	1	persistent	0	0	0	None	None
AHOIKHHK_00187	NZ_JABTVO010000010.1	5571	6581	-	FDKLAMFJ_01141	1	persistent	0	0	0	None	None
AHOIKHHK_00188	NZ_JABTVO010000010.1	7020	9377	+	FDKLAMFJ_01140	1	persistent	0	0	0	None	None
AHOIKHHK_00189	NZ_JABTVO010000010.1	9483	10517	+	KGENGAEB_00019	1	persistent	0	0	0	None	None
AHOIKHHK_00190	NZ_JABTVO010000010.1	10807	10971	-	KGENGAEB_00020	1	persistent	0	0	0	None	None
AHOIKHHK_00191	NZ_JABTVO010000010.1	11138	11290	+	KGENGAEB_00021	1	persistent	0	0	0	None	None
AHOIKHHK_00192	NZ_JABTVO010000010.1	11319	11726	+	KGENGAEB_00022	1	shell	0	0	0	None	None
AHOIKHHK_00193	NZ_JABTVO010000010.1	11677	12120	+	HLMLLCKC_01958	1	shell	0	0	0	None	None
AHOIKHHK_00194	NZ_JABTVO010000010.1	12215	12547	+	FLBMOKII_00961	1	shell	0	0	0	None	None
AHOIKHHK_00195	NZ_JABTVO010000010.1	12531	12746	+	AHOIKHHK_00195	1	shell	0	0	0	None	None
AHOIKHHK_00196	NZ_JABTVO010000010.1	12862	13734	+	KGENGAEB_00025	1	persistent	0	0	0	None	None
AHOIKHHK_00197	NZ_JABTVO010000010.1	14133	14681	+	AHOIKHHK_00197	1	persistent	0	0	0	None	None
AHOIKHHK_00198	NZ_JABTVO010000010.1	14799	15335	-	AHOIKHHK_00198	1	persistent	0	0	0	None	None
AHOIKHHK_00199	NZ_JABTVO010000010.1	15808	16074	-	AHOIKHHK_00199	1	persistent	0	0	0	None	None
AHOIKHHK_00200	NZ_JABTVO010000010.1	16468	17760	+	AHOIKHHK_00200	1	persistent	0	0	0	None	None
AHOIKHHK_00201	NZ_JABTVO010000010.1	17795	18778	+	AHOIKHHK_00201	1	persistent	0	0	0	None	None
AHOIKHHK_00202	NZ_JABTVO010000010.1	19004	19918	+	AHOIKHHK_00202	1	persistent	0	0	0	None	None
AHOIKHHK_00203	NZ_JABTVO010000010.1	20100	21026	+	AHOIKHHK_00203	1	persistent	0	0	0	None	None
AHOIKHHK_00204	NZ_JABTVO010000010.1	21078	21704	+	IJIGFOAD_00949	1	persistent	0	0	0	None	None
AHOIKHHK_00205	NZ_JABTVO010000010.1	22338	23084	+	IJIGFOAD_00947	1	persistent	0	0	0	None	None
AHOIKHHK_00206	NZ_JABTVO010000010.1	23104	23529	+	MEBKDNAM_00892	1	persistent	0	0	0	None	None
AHOIKHHK_00207	NZ_JABTVO010000010.1	23634	24794	+	MEBKDNAM_00893	1	persistent	0	0	0	None	None
AHOIKHHK_00208	NZ_JABTVO010000010.1	24769	25593	+	MEBKDNAM_00894	1	persistent	0	0	0	None	None
AHOIKHHK_00209	NZ_JABTVO010000010.1	25583	26710	+	IJIGFOAD_00943	1	persistent	0	0	0	None	None
AHOIKHHK_00210	NZ_JABTVO010000010.1	26921	28456	-	HLMLLCKC_01473	1	persistent	0	0	0	None	None
AHOIKHHK_00211	NZ_JABTVO010000010.1	28456	28797	-	FLBMOKII_00978	1	persistent	0	0	0	None	None
AHOIKHHK_00212	NZ_JABTVO010000010.1	29115	30530	+	IJIGFOAD_00940	1	persistent	0	0	0	None	None
AHOIKHHK_00213	NZ_JABTVO010000010.1	30832	31572	+	FLBMOKII_00980	1	persistent	0	0	0	None	None
AHOIKHHK_00214	NZ_JABTVO010000010.1	31584	32840	+	NCBEONCI_01191	1	persistent	0	0	0	None	None
AHOIKHHK_00215	NZ_JABTVO010000010.1	32853	33056	-	IJIGFOAD_01197	3	persistent	0	0	0	None	None
AHOIKHHK_00216	NZ_JABTVO010000010.1	33231	34247	+	NCBEONCI_01189	1	persistent	0	0	0	None	None
AHOIKHHK_00217	NZ_JABTVO010000010.1	34431	36527	+	FDKLAMFJ_01109	1	persistent	0	0	0	None	None
AHOIKHHK_00218	NZ_JABTVO010000010.1	36588	37853	+	FDKLAMFJ_01108	1	persistent	0	0	0	None	None
AHOIKHHK_00219	NZ_JABTVO010000010.1	37979	38878	+	FLBMOKII_00986	1	persistent	0	0	0	None	None
AHOIKHHK_00220	NZ_JABTVO010000010.1	38893	39720	+	KGENGAEB_00051	1	persistent	0	0	0	None	None
AHOIKHHK_00221	NZ_JABTVO010000010.1	40168	40320	+	KGENGAEB_00052	1	persistent	0	0	0	None	None
