gene	contig	start	stop	strand	family	nb_copy_in_org	partition	persistent_neighbors	shell_neighbors	cloud_neighbors	RGPs	Spots
KGENGAEB_00019	NZ_AYKT01000001.1	20813	21847	+	KGENGAEB_00019	1	persistent	0	0	0	None	None
KGENGAEB_00020	NZ_AYKT01000001.1	22135	22299	-	KGENGAEB_00020	1	persistent	0	0	0	None	None
KGENGAEB_00021	NZ_AYKT01000001.1	22466	22618	+	KGENGAEB_00021	1	persistent	0	0	0	None	None
KGENGAEB_00022	NZ_AYKT01000001.1	22647	23063	+	KGENGAEB_00022	1	shell	0	0	0	None	None
KGENGAEB_00023	NZ_AYKT01000001.1	23023	23310	+	MEBKDNAM_00879	1	cloud	0	0	0	None	None
KGENGAEB_00024	NZ_AYKT01000001.1	23380	24072	+	IJIGFOAD_00958	1	cloud	0	0	0	None	None
KGENGAEB_00025	NZ_AYKT01000001.1	24188	25060	+	KGENGAEB_00025	1	persistent	0	0	0	None	None
KGENGAEB_00026	NZ_AYKT01000001.1	25459	26007	+	AHOIKHHK_00197	1	persistent	0	0	0	None	None
KGENGAEB_00027	NZ_AYKT01000001.1	26130	26666	-	AHOIKHHK_00198	1	persistent	0	0	0	None	None
KGENGAEB_00028	NZ_AYKT01000001.1	27142	27408	-	AHOIKHHK_00199	1	persistent	0	0	0	None	None
KGENGAEB_00029	NZ_AYKT01000001.1	27823	29115	+	AHOIKHHK_00200	1	persistent	0	0	0	None	None
KGENGAEB_00030	NZ_AYKT01000001.1	29150	30133	+	AHOIKHHK_00201	1	persistent	0	0	0	None	None
KGENGAEB_00031	NZ_AYKT01000001.1	30359	31273	+	AHOIKHHK_00202	1	persistent	0	0	0	None	None
KGENGAEB_00032	NZ_AYKT01000001.1	31455	32381	+	AHOIKHHK_00203	1	persistent	0	0	0	None	None
KGENGAEB_00033	NZ_AYKT01000001.1	32433	33059	+	IJIGFOAD_00949	1	persistent	0	0	0	None	None
KGENGAEB_00034	NZ_AYKT01000001.1	33116	33325	-	IJIGFOAD_00948	1	cloud	0	0	0	None	None
KGENGAEB_00035	NZ_AYKT01000001.1	33693	34439	+	IJIGFOAD_00947	1	persistent	0	0	0	None	None
KGENGAEB_00036	NZ_AYKT01000001.1	34459	34884	+	MEBKDNAM_00892	1	persistent	0	0	0	None	None
KGENGAEB_00037	NZ_AYKT01000001.1	34989	36149	+	MEBKDNAM_00893	1	persistent	0	0	0	None	None
KGENGAEB_00038	NZ_AYKT01000001.1	36124	36948	+	MEBKDNAM_00894	1	persistent	0	0	0	None	None
KGENGAEB_00039	NZ_AYKT01000001.1	36938	38065	+	IJIGFOAD_00943	1	persistent	0	0	0	None	None
KGENGAEB_00040	NZ_AYKT01000001.1	38276	39811	-	HLMLLCKC_01473	1	persistent	0	0	0	None	None
KGENGAEB_00041	NZ_AYKT01000001.1	39811	40152	-	FLBMOKII_00978	1	persistent	0	0	0	None	None
KGENGAEB_00042	NZ_AYKT01000001.1	40470	41885	+	IJIGFOAD_00940	1	persistent	0	0	0	None	None
KGENGAEB_00043	NZ_AYKT01000001.1	42187	42927	+	FLBMOKII_00980	1	persistent	0	0	0	None	None
KGENGAEB_00044	NZ_AYKT01000001.1	42939	43190	+	IJIGFOAD_00938	1	cloud	0	0	0	None	None
KGENGAEB_00045	NZ_AYKT01000001.1	43371	44195	+	NCBEONCI_01191	1	persistent	0	0	0	None	None
KGENGAEB_00046	NZ_AYKT01000001.1	44208	44411	-	IJIGFOAD_01197	3	persistent	0	0	0	None	None
KGENGAEB_00047	NZ_AYKT01000001.1	44586	45602	+	NCBEONCI_01189	1	persistent	0	0	0	None	None
KGENGAEB_00048	NZ_AYKT01000001.1	45786	47882	+	FDKLAMFJ_01109	1	persistent	0	0	0	None	None
KGENGAEB_00049	NZ_AYKT01000001.1	47943	49208	+	FDKLAMFJ_01108	1	persistent	0	0	0	None	None
KGENGAEB_00050	NZ_AYKT01000001.1	49334	50233	+	FLBMOKII_00986	1	persistent	0	0	0	None	None
KGENGAEB_00051	NZ_AYKT01000001.1	50248	51075	+	KGENGAEB_00051	1	persistent	0	0	0	None	None
KGENGAEB_00052	NZ_AYKT01000001.1	51523	51675	+	KGENGAEB_00052	1	persistent	0	0	0	None	None
KGENGAEB_00053	NZ_AYKT01000001.1	51675	51842	+	KGENGAEB_00053	1	persistent	0	0	0	None	None
KGENGAEB_00054	NZ_AYKT01000001.1	51835	51987	+	KGENGAEB_00054	1	persistent	0	0	0	None	None
KGENGAEB_00055	NZ_AYKT01000001.1	52377	54149	-	KGENGAEB_00055	1	persistent	0	0	0	None	None
KGENGAEB_00056	NZ_AYKT01000001.1	54343	56559	+	KGENGAEB_00056	1	persistent	0	0	0	None	None
KGENGAEB_00057	NZ_AYKT01000001.1	56549	57040	+	AHOIKHHK_00226	1	persistent	0	0	0	None	None
KGENGAEB_00058	NZ_AYKT01000001.1	57121	58134	-	AHOIKHHK_00227	1	persistent	0	0	0	None	None
KGENGAEB_00059	NZ_AYKT01000001.1	58076	59611	-	AHOIKHHK_00228	1	persistent	0	0	0	None	None
KGENGAEB_00060	NZ_AYKT01000001.1	59623	60771	-	AHOIKHHK_00229	1	persistent	0	0	0	None	None
KGENGAEB_00061	NZ_AYKT01000001.1	60758	61825	-	AHOIKHHK_00230	1	persistent	0	0	0	None	None
KGENGAEB_00062	NZ_AYKT01000001.1	61900	63090	-	AHOIKHHK_00231	1	persistent	0	0	0	None	None
KGENGAEB_00063	NZ_AYKT01000001.1	63435	64250	-	AHOIKHHK_00232	1	persistent	0	0	0	None	None
KGENGAEB_00064	NZ_AYKT01000001.1	64350	65525	+	IJIGFOAD_00918	1	persistent	0	0	0	None	None
KGENGAEB_00065	NZ_AYKT01000001.1	65656	65748	+	AHOIKHHK_00234	1	cloud	0	0	0	None	None
KGENGAEB_00066	NZ_AYKT01000001.1	65799	67040	+	IJIGFOAD_00916	1	persistent	0	0	0	None	None
KGENGAEB_00067	NZ_AYKT01000001.1	67037	67699	+	IJIGFOAD_00915	1	persistent	0	0	0	None	None
KGENGAEB_00068	NZ_AYKT01000001.1	67696	68331	+	IJIGFOAD_00914	1	persistent	0	0	0	None	None
KGENGAEB_00069	NZ_AYKT01000001.1	68361	68903	+	MEBKDNAM_00924	1	persistent	0	0	0	None	None
KGENGAEB_00070	NZ_AYKT01000001.1	69063	69779	-	MEBKDNAM_00925	1	persistent	0	0	0	None	None
KGENGAEB_00071	NZ_AYKT01000001.1	69995	70456	+	MEBKDNAM_00926	1	persistent	0	0	0	None	None
KGENGAEB_00072	NZ_AYKT01000001.1	70666	70869	+	IJIGFOAD_00910	1	persistent	0	0	0	None	None
KGENGAEB_00073	NZ_AYKT01000001.1	70931	71482	-	IJIGFOAD_00909	1	persistent	0	0	0	None	None
KGENGAEB_00074	NZ_AYKT01000001.1	71501	73519	-	IJIGFOAD_00908	1	persistent	0	0	0	None	None
KGENGAEB_00075	NZ_AYKT01000001.1	73637	75061	-	FLBMOKII_01013	1	persistent	0	0	0	None	None
KGENGAEB_00076	NZ_AYKT01000001.1	75058	75309	-	FDKLAMFJ_01079	1	persistent	0	0	0	None	None
KGENGAEB_00077	NZ_AYKT01000001.1	75722	77416	+	NCBEONCI_01159	1	persistent	0	0	0	None	None
KGENGAEB_00078	NZ_AYKT01000001.1	77513	78031	+	FDKLAMFJ_01077	1	persistent	0	0	0	None	None
KGENGAEB_00079	NZ_AYKT01000001.1	78165	78893	+	NCBEONCI_01157	1	persistent	0	0	0	None	None
KGENGAEB_00080	NZ_AYKT01000001.1	78890	79915	+	HLMLLCKC_02165	1	persistent	0	0	0	None	None
KGENGAEB_00081	NZ_AYKT01000001.1	79927	80580	+	AHOIKHHK_02672	1	persistent	0	0	0	None	None
KGENGAEB_00082	NZ_AYKT01000001.1	80947	83082	-	AHOIKHHK_02671	2	persistent	0	0	0	None	None
KGENGAEB_00083	NZ_AYKT01000001.1	83368	84111	+	KGENGAEB_00083	1	persistent	0	0	0	None	None
KGENGAEB_00084	NZ_AYKT01000001.1	84223	85260	+	AHOIKHHK_02669	1	persistent	0	0	0	None	None
KGENGAEB_00085	NZ_AYKT01000001.1	85410	85508	-	KGENGAEB_00085	1	cloud	0	0	0	None	None
KGENGAEB_00086	NZ_AYKT01000001.1	85623	87134	+	HLMLLCKC_02159	1	persistent	0	0	0	None	None
KGENGAEB_00087	NZ_AYKT01000001.1	87141	88232	+	HLMLLCKC_02158	1	persistent	0	0	0	None	None
KGENGAEB_00088	NZ_AYKT01000001.1	88259	89371	+	HLMLLCKC_02157	1	persistent	0	0	0	None	None
KGENGAEB_00089	NZ_AYKT01000001.1	89542	90213	+	KGENGAEB_00089	1	persistent	0	0	0	None	None
KGENGAEB_00090	NZ_AYKT01000001.1	90210	90647	+	KGENGAEB_00090	1	persistent	0	0	0	None	None
KGENGAEB_00091	NZ_AYKT01000001.1	90647	91381	+	KGENGAEB_00091	1	persistent	0	0	0	None	None
KGENGAEB_00092	NZ_AYKT01000001.1	91430	91927	+	KGENGAEB_00092	1	persistent	0	0	0	None	None
KGENGAEB_00093	NZ_AYKT01000001.1	92007	92666	+	KGENGAEB_00093	1	persistent	0	0	0	None	None
KGENGAEB_00094	NZ_AYKT01000001.1	92695	92877	-	KGENGAEB_00094	1	persistent	0	0	0	None	None
KGENGAEB_00095	NZ_AYKT01000001.1	93090	93677	-	IJIGFOAD_00887	1	persistent	0	0	0	None	None
KGENGAEB_00096	NZ_AYKT01000001.1	93871	94065	-	IJIGFOAD_00886	1	persistent	0	0	0	None	None
KGENGAEB_00097	NZ_AYKT01000001.1	94236	94880	+	IJIGFOAD_00885	1	persistent	0	0	0	None	None
KGENGAEB_00098	NZ_AYKT01000001.1	95140	95898	+	IJIGFOAD_00884	1	persistent	0	0	0	None	None
KGENGAEB_00099	NZ_AYKT01000001.1	95966	96211	+	AHOIKHHK_00290	1	persistent	0	0	0	None	None
KGENGAEB_00100	NZ_AYKT01000001.1	96267	97544	+	NCBEONCI_01137	1	persistent	0	0	0	None	None
KGENGAEB_00101	NZ_AYKT01000001.1	97602	98240	-	AHOIKHHK_00292	1	persistent	0	0	0	None	None
KGENGAEB_00102	NZ_AYKT01000001.1	98306	98434	-	MEBKDNAM_00956	1	persistent	0	0	0	None	None
KGENGAEB_00103	NZ_AYKT01000001.1	98404	99225	-	MEBKDNAM_00957	1	persistent	0	0	0	None	None
KGENGAEB_00104	NZ_AYKT01000001.1	99384	100241	+	IJIGFOAD_00878	1	persistent	0	0	0	None	None
KGENGAEB_00105	NZ_AYKT01000001.1	100481	102496	+	IJIGFOAD_00877	2	persistent	0	0	0	None	None
KGENGAEB_00106	NZ_AYKT01000001.1	102608	102871	+	IJIGFOAD_00876	1	persistent	0	0	0	None	None
KGENGAEB_00107	NZ_AYKT01000001.1	102871	104592	+	HLMLLCKC_01894	1	persistent	0	0	0	None	None
KGENGAEB_00108	NZ_AYKT01000001.1	104639	105190	-	HLMLLCKC_01893	1	persistent	0	0	0	None	None
KGENGAEB_00109	NZ_AYKT01000001.1	105810	106007	-	HLMLLCKC_01892	1	persistent	0	0	0	None	None
KGENGAEB_00110	NZ_AYKT01000001.1	106171	108147	+	HLMLLCKC_01891	1	persistent	0	0	0	None	None
KGENGAEB_00111	NZ_AYKT01000001.1	108509	111361	+	HLMLLCKC_01890	1	persistent	0	0	0	None	None
KGENGAEB_00112	NZ_AYKT01000001.1	111358	112677	+	NCBEONCI_01126	1	persistent	0	0	0	None	None
KGENGAEB_00113	NZ_AYKT01000001.1	112700	113017	+	FDKLAMFJ_01018	1	persistent	0	0	0	None	None
KGENGAEB_00114	NZ_AYKT01000001.1	113123	113908	+	FLBMOKII_01075	1	persistent	0	0	0	None	None
KGENGAEB_00115	NZ_AYKT01000001.1	114060	114926	+	KGENGAEB_00115	1	persistent	0	0	0	None	None
KGENGAEB_00116	NZ_AYKT01000001.1	115054	116262	+	KGENGAEB_00116	1	persistent	0	0	0	None	None
KGENGAEB_00117	NZ_AYKT01000001.1	116285	117067	+	KGENGAEB_00117	1	persistent	0	0	0	None	None
KGENGAEB_00118	NZ_AYKT01000001.1	117089	118708	+	FDKLAMFJ_01013	2	persistent	0	0	0	None	None
KGENGAEB_00119	NZ_AYKT01000001.1	118805	119380	+	FDKLAMFJ_01012	1	persistent	0	0	0	None	None
KGENGAEB_00120	NZ_AYKT01000001.1	119433	120491	+	KGENGAEB_00120	1	persistent	0	0	0	None	None
KGENGAEB_00121	NZ_AYKT01000001.1	120498	121283	+	KGENGAEB_00121	1	persistent	0	0	0	None	None
KGENGAEB_00122	NZ_AYKT01000001.1	121280	122254	+	KGENGAEB_00122	1	persistent	0	0	0	None	None
KGENGAEB_00123	NZ_AYKT01000001.1	122456	123613	-	KGENGAEB_00123	1	persistent	0	0	0	None	None
KGENGAEB_00124	NZ_AYKT01000001.1	123770	123997	-	KGENGAEB_00124	1	persistent	0	0	0	None	None
KGENGAEB_00125	NZ_AYKT01000001.1	124196	125182	+	KGENGAEB_00125	1	persistent	0	0	0	None	None
KGENGAEB_00126	NZ_AYKT01000001.1	125251	125901	+	KGENGAEB_00126	1	persistent	0	0	0	None	None
KGENGAEB_00127	NZ_AYKT01000001.1	126193	127374	+	IJIGFOAD_00855	1	persistent	0	0	0	None	None
KGENGAEB_00128	NZ_AYKT01000001.1	127996	128430	-	IJIGFOAD_00854	1	persistent	0	0	0	None	None
KGENGAEB_00129	NZ_AYKT01000001.1	128488	129357	-	IJIGFOAD_00853	1	persistent	0	0	0	None	None
KGENGAEB_00130	NZ_AYKT01000001.1	129618	130385	+	IJIGFOAD_00852	1	persistent	0	0	0	None	None
KGENGAEB_00131	NZ_AYKT01000001.1	130671	131888	+	AHOIKHHK_00322	1	persistent	0	0	0	None	None
KGENGAEB_00132	NZ_AYKT01000001.1	131937	132170	+	AHOIKHHK_00323	1	persistent	0	0	0	None	None
KGENGAEB_00133	NZ_AYKT01000001.1	132290	132487	+	AHOIKHHK_00324	1	persistent	0	0	0	None	None
KGENGAEB_00134	NZ_AYKT01000001.1	132591	133067	+	MEBKDNAM_00988	1	persistent	0	0	0	None	None
KGENGAEB_00135	NZ_AYKT01000001.1	133024	133767	-	MEBKDNAM_00989	1	persistent	0	0	0	None	None
KGENGAEB_00136	NZ_AYKT01000001.1	133886	134758	+	IJIGFOAD_00846	1	persistent	0	0	0	None	None
KGENGAEB_00137	NZ_AYKT01000001.1	134832	135542	+	IJIGFOAD_00845	1	persistent	0	0	0	None	None
KGENGAEB_00138	NZ_AYKT01000001.1	135599	136732	+	IJIGFOAD_00844	1	persistent	0	0	0	None	None
KGENGAEB_00139	NZ_AYKT01000001.1	136787	137029	+	HLMLLCKC_01862	1	persistent	0	0	0	None	None
KGENGAEB_00140	NZ_AYKT01000001.1	137232	137795	+	HLMLLCKC_01861	1	persistent	0	0	0	None	None
KGENGAEB_00141	NZ_AYKT01000001.1	137855	138310	+	HLMLLCKC_01860	1	persistent	0	0	0	None	None
KGENGAEB_00142	NZ_AYKT01000001.1	138415	139080	+	HLMLLCKC_01859	1	persistent	0	0	0	None	None
KGENGAEB_00143	NZ_AYKT01000001.1	139336	141003	-	HLMLLCKC_01858	2	persistent	0	0	0	None	None
KGENGAEB_00144	NZ_AYKT01000001.1	141000	141215	-	FLBMOKII_01106	1	persistent	0	0	0	None	None
KGENGAEB_00145	NZ_AYKT01000001.1	141680	142456	+	NCBEONCI_01093	1	persistent	0	0	0	None	None
KGENGAEB_00146	NZ_AYKT01000001.1	142641	143195	-	FLBMOKII_01108	1	persistent	0	0	0	None	None
KGENGAEB_00147	NZ_AYKT01000001.1	143703	144812	+	KGENGAEB_00147	1	persistent	0	0	0	None	None
KGENGAEB_00148	NZ_AYKT01000001.1	144816	145793	+	KGENGAEB_00148	3	persistent	0	0	0	None	37,13
KGENGAEB_00149	NZ_AYKT01000001.1	145868	147178	+	KGENGAEB_00149	1	persistent	0	0	0	None	None
KGENGAEB_00150	NZ_AYKT01000001.1	147183	148595	+	FDKLAMFJ_00981	1	persistent	0	0	0	None	None
KGENGAEB_00151	NZ_AYKT01000001.1	148830	149072	+	FDKLAMFJ_00980	1	persistent	0	0	0	None	None
KGENGAEB_00152	NZ_AYKT01000001.1	149194	149571	-	KGENGAEB_00152	1	persistent	0	0	0	None	None
KGENGAEB_00153	NZ_AYKT01000001.1	149772	149897	+	KGENGAEB_00153	1	persistent	0	0	0	None	None
KGENGAEB_00154	NZ_AYKT01000001.1	150012	151484	-	KGENGAEB_00154	1	persistent	0	0	0	None	None
KGENGAEB_00155	NZ_AYKT01000001.1	151640	152599	+	KGENGAEB_00155	1	persistent	0	0	0	None	None
KGENGAEB_00156	NZ_AYKT01000001.1	152616	152924	+	KGENGAEB_00156	1	persistent	0	0	0	None	None
KGENGAEB_00157	NZ_AYKT01000001.1	153009	153224	+	KGENGAEB_00157	1	persistent	0	0	0	None	None
KGENGAEB_00158	NZ_AYKT01000001.1	153325	154119	+	KGENGAEB_00158	1	persistent	0	0	0	None	None
KGENGAEB_00159	NZ_AYKT01000001.1	154116	154214	+	IJIGFOAD_00823	1	cloud	0	0	0	None	None
KGENGAEB_00160	NZ_AYKT01000001.1	154171	154344	-	IJIGFOAD_00822	1	persistent	0	0	0	None	None
KGENGAEB_00161	NZ_AYKT01000001.1	154463	156307	+	IJIGFOAD_00821	1	persistent	0	0	0	None	None
KGENGAEB_00162	NZ_AYKT01000001.1	156429	156737	+	FDKLAMFJ_00970	1	persistent	0	0	0	None	None
KGENGAEB_00163	NZ_AYKT01000001.1	156757	157041	+	IJIGFOAD_00819	1	persistent	0	0	0	None	None
KGENGAEB_00164	NZ_AYKT01000001.1	157094	157294	-	IJIGFOAD_00818	1	persistent	0	0	0	None	None
KGENGAEB_00165	NZ_AYKT01000001.1	157627	158220	-	IJIGFOAD_00817	1	persistent	0	0	0	None	None
KGENGAEB_00166	NZ_AYKT01000001.1	158355	159686	+	MEBKDNAM_01020	1	persistent	0	0	0	None	None
KGENGAEB_00167	NZ_AYKT01000001.1	159780	160286	-	MEBKDNAM_01021	1	persistent	0	0	0	None	None
KGENGAEB_00168	NZ_AYKT01000001.1	160451	160738	+	IJIGFOAD_00814	1	persistent	0	0	0	None	None
KGENGAEB_00169	NZ_AYKT01000001.1	160863	162074	+	IJIGFOAD_00813	1	persistent	0	0	0	None	None
KGENGAEB_00170	NZ_AYKT01000001.1	162134	165577	+	IJIGFOAD_00812	1	persistent	0	0	0	None	None
KGENGAEB_00171	NZ_AYKT01000001.1	165664	166617	-	MEBKDNAM_01025	1	persistent	0	0	0	None	None
KGENGAEB_00172	NZ_AYKT01000001.1	167006	167929	+	HLMLLCKC_01829	1	persistent	0	0	0	None	None
KGENGAEB_00173	NZ_AYKT01000001.1	168012	169082	+	HLMLLCKC_01828	1	persistent	0	0	0	None	None
KGENGAEB_00174	NZ_AYKT01000001.1	169105	170973	+	HLMLLCKC_01827	2	persistent	0	0	0	None	None
KGENGAEB_00175	NZ_AYKT01000001.1	170973	171593	+	NCBEONCI_03051	2	persistent	0	0	0	None	None
KGENGAEB_00176	NZ_AYKT01000001.1	171598	171930	+	FLBMOKII_01138	1	persistent	0	0	0	None	None
KGENGAEB_00177	NZ_AYKT01000001.1	172035	172937	+	NCBEONCI_01062	1	persistent	0	0	0	None	None
KGENGAEB_00178	NZ_AYKT01000001.1	172985	173440	+	NCBEONCI_01061	1	persistent	0	0	0	None	None
KGENGAEB_00179	NZ_AYKT01000001.1	173517	173810	+	KGENGAEB_00179	1	persistent	0	0	0	None	None
KGENGAEB_00180	NZ_AYKT01000001.1	173849	174208	-	KGENGAEB_00180	1	persistent	0	0	0	None	None
KGENGAEB_00181	NZ_AYKT01000001.1	174383	174808	+	KGENGAEB_00181	1	persistent	0	0	0	None	None
KGENGAEB_00182	NZ_AYKT01000001.1	174936	175943	+	AHOIKHHK_00874	1	persistent	0	0	0	None	None
KGENGAEB_00183	NZ_AYKT01000001.1	176003	176407	+	AHOIKHHK_00875	1	persistent	0	0	0	None	None
KGENGAEB_00184	NZ_AYKT01000001.1	176459	176653	+	AHOIKHHK_00876	1	persistent	0	0	0	None	None
KGENGAEB_00185	NZ_AYKT01000001.1	176694	177065	+	AHOIKHHK_00877	1	persistent	0	0	0	None	None
KGENGAEB_00186	NZ_AYKT01000001.1	177326	177772	+	AHOIKHHK_00878	1	persistent	0	0	0	None	None
KGENGAEB_00187	NZ_AYKT01000001.1	177792	178067	+	KGENGAEB_00187	1	persistent	0	0	0	None	None
KGENGAEB_00188	NZ_AYKT01000001.1	178120	178509	-	AHOIKHHK_00880	1	persistent	0	0	0	None	None
KGENGAEB_00189	NZ_AYKT01000001.1	178874	179482	+	AHOIKHHK_00881	1	persistent	0	0	0	None	None
KGENGAEB_00190	NZ_AYKT01000001.1	179448	179942	+	AHOIKHHK_00882	1	persistent	0	0	0	None	None
KGENGAEB_00191	NZ_AYKT01000001.1	180066	181301	-	AHOIKHHK_00883	1	persistent	0	0	0	None	None
KGENGAEB_00192	NZ_AYKT01000001.1	181433	182212	+	IJIGFOAD_00790	1	persistent	0	0	0	None	None
KGENGAEB_00193	NZ_AYKT01000001.1	182218	183237	+	IJIGFOAD_00789	1	persistent	0	0	0	None	None
KGENGAEB_00194	NZ_AYKT01000001.1	183210	184430	-	IJIGFOAD_00788	1	persistent	0	0	0	None	None
KGENGAEB_00195	NZ_AYKT01000001.1	184779	185321	+	IJIGFOAD_00787	1	persistent	0	0	0	None	None
KGENGAEB_00196	NZ_AYKT01000001.1	185318	185644	+	IJIGFOAD_00786	1	persistent	0	0	0	None	None
KGENGAEB_00197	NZ_AYKT01000001.1	185801	186556	+	IJIGFOAD_00785	1	persistent	0	0	0	None	None
KGENGAEB_00198	NZ_AYKT01000001.1	186627	187205	+	MEBKDNAM_01052	1	persistent	0	0	0	None	None
KGENGAEB_00199	NZ_AYKT01000001.1	187303	188193	+	MEBKDNAM_01053	1	persistent	0	0	0	None	None
KGENGAEB_00200	NZ_AYKT01000001.1	188186	188572	+	IJIGFOAD_00782	1	persistent	0	0	0	None	None
KGENGAEB_00201	NZ_AYKT01000001.1	188646	190274	+	IJIGFOAD_00781	1	persistent	0	0	0	None	None
KGENGAEB_00202	NZ_AYKT01000001.1	190553	191485	+	IJIGFOAD_00780	1	persistent	0	0	0	None	None
KGENGAEB_00203	NZ_AYKT01000001.1	191536	191892	+	HLMLLCKC_01798	1	persistent	0	0	0	None	None
KGENGAEB_00204	NZ_AYKT01000001.1	191905	194109	+	HLMLLCKC_01797	1	persistent	0	0	0	None	None
KGENGAEB_00205	NZ_AYKT01000001.1	194181	196115	+	HLMLLCKC_01796	1	persistent	0	0	0	None	None
KGENGAEB_00206	NZ_AYKT01000001.1	196116	196220	+	HLMLLCKC_01795	1	persistent	0	0	0	None	None
KGENGAEB_00207	NZ_AYKT01000001.1	196228	197697	+	HLMLLCKC_01794	1	persistent	0	0	0	None	None
KGENGAEB_00208	NZ_AYKT01000001.1	197694	198161	+	FLBMOKII_01170	1	persistent	0	0	0	None	None
KGENGAEB_00209	NZ_AYKT01000001.1	198146	199120	+	NCBEONCI_01030	1	persistent	0	0	0	None	None
KGENGAEB_00210	NZ_AYKT01000001.1	199121	200476	+	NCBEONCI_01029	1	persistent	0	0	0	None	None
KGENGAEB_00211	NZ_AYKT01000001.1	200529	201629	+	KGENGAEB_00211	1	persistent	0	0	0	None	None
KGENGAEB_00212	NZ_AYKT01000001.1	201799	202662	+	KGENGAEB_00212	1	persistent	0	0	0	None	None
KGENGAEB_00213	NZ_AYKT01000001.1	202643	203347	+	KGENGAEB_00213	1	persistent	0	0	0	None	None
KGENGAEB_00214	NZ_AYKT01000001.1	203374	204093	+	AHOIKHHK_00906	1	persistent	0	0	0	None	None
KGENGAEB_00215	NZ_AYKT01000001.1	204095	204457	+	AHOIKHHK_00907	1	persistent	0	0	0	None	None
KGENGAEB_00216	NZ_AYKT01000001.1	204648	205916	+	FDKLAMFJ_00916	1	persistent	0	0	0	None	None
KGENGAEB_00217	NZ_AYKT01000001.1	205943	207076	+	AHOIKHHK_00909	1	persistent	0	0	0	None	None
KGENGAEB_00218	NZ_AYKT01000001.1	207011	207169	-	AHOIKHHK_00910	1	persistent	0	0	0	None	None
KGENGAEB_00219	NZ_AYKT01000001.1	207301	208209	+	AHOIKHHK_00911	1	persistent	0	0	0	None	None
KGENGAEB_00220	NZ_AYKT01000001.1	208260	208979	+	AHOIKHHK_02586	2	persistent	0	0	0	None	None
KGENGAEB_00221	NZ_AYKT01000001.1	209101	209880	+	HLMLLCKC_00249	2	persistent	0	0	0	None	None
KGENGAEB_00222	NZ_AYKT01000001.1	209976	210218	+	AHOIKHHK_00914	1	persistent	0	0	0	None	None
KGENGAEB_00223	NZ_AYKT01000001.1	210351	211175	+	AHOIKHHK_00915	1	persistent	0	0	0	None	None
KGENGAEB_00224	NZ_AYKT01000001.1	211172	211846	+	IJIGFOAD_00758	1	persistent	0	0	0	None	None
KGENGAEB_00225	NZ_AYKT01000001.1	211859	212290	+	IJIGFOAD_00757	1	persistent	0	0	0	None	None
KGENGAEB_00226	NZ_AYKT01000001.1	212294	212566	+	IJIGFOAD_00756	1	persistent	0	0	0	None	None
KGENGAEB_00227	NZ_AYKT01000001.1	212687	213460	+	IJIGFOAD_00755	1	persistent	0	0	0	None	None
KGENGAEB_00228	NZ_AYKT01000001.1	213537	214049	+	IJIGFOAD_00754	1	persistent	0	0	0	None	None
