gene	contig	start	stop	strand	family	nb_copy_in_org	partition	persistent_neighbors	shell_neighbors	cloud_neighbors	RGPs	Spots
MEBKDNAM_00129	NC_009328.1	128910	129566	+	IJIGFOAD_01697	1	persistent	0	0	0	None	None
MEBKDNAM_00130	NC_009328.1	129569	129994	+	HLMLLCKC_02029	1	persistent	0	0	0	None	None
MEBKDNAM_00131	NC_009328.1	129994	130194	+	HLMLLCKC_02030	1	persistent	0	0	0	None	None
MEBKDNAM_00132	NC_009328.1	130217	130480	+	HLMLLCKC_02031	1	persistent	0	0	0	None	None
MEBKDNAM_00133	NC_009328.1	130530	130898	+	HLMLLCKC_02032	1	persistent	0	0	0	None	None
MEBKDNAM_00134	NC_009328.1	130935	131246	+	FLBMOKII_00138	1	persistent	0	0	0	None	None
MEBKDNAM_00135	NC_009328.1	131274	131813	+	FLBMOKII_00139	1	persistent	0	0	0	None	None
MEBKDNAM_00136	NC_009328.1	131843	132028	+	FLBMOKII_00140	1	persistent	0	0	0	None	None
MEBKDNAM_00137	NC_009328.1	132062	132460	+	FLBMOKII_00141	1	persistent	0	0	0	None	None
MEBKDNAM_00138	NC_009328.1	132493	133029	+	IJIGFOAD_01688	1	persistent	0	0	0	None	None
MEBKDNAM_00139	NC_009328.1	133063	133425	+	IJIGFOAD_01687	1	persistent	0	0	0	None	None
MEBKDNAM_00140	NC_009328.1	133443	133943	+	IJIGFOAD_01686	1	persistent	0	0	0	None	None
MEBKDNAM_00141	NC_009328.1	133957	134145	+	AHOIKHHK_00778	1	persistent	0	0	0	None	None
MEBKDNAM_00142	NC_009328.1	134171	134611	+	IJIGFOAD_01684	1	persistent	0	0	0	None	None
MEBKDNAM_00143	NC_009328.1	134611	135903	+	AHOIKHHK_00780	1	persistent	0	0	0	None	None
MEBKDNAM_00144	NC_009328.1	135947	136600	+	AHOIKHHK_00781	1	persistent	0	0	0	None	None
MEBKDNAM_00145	NC_009328.1	136597	137337	+	AHOIKHHK_00782	2	persistent	0	0	0	None	None
MEBKDNAM_00146	NC_009328.1	137546	137764	+	NCBEONCI_01589	1	persistent	0	0	0	None	None
MEBKDNAM_00147	NC_009328.1	137799	137912	+	NCBEONCI_01588	1	persistent	0	0	0	None	None
MEBKDNAM_00148	NC_009328.1	137933	138298	+	MEBKDNAM_00148	1	persistent	0	0	0	None	None
MEBKDNAM_00149	NC_009328.1	138324	138713	+	NCBEONCI_01586	1	persistent	0	0	0	None	None
MEBKDNAM_00150	NC_009328.1	138885	139829	+	KGENGAEB_03013	1	persistent	0	0	0	None	None
MEBKDNAM_00151	NC_009328.1	139945	140307	+	KGENGAEB_03012	1	persistent	0	0	0	None	None
MEBKDNAM_00152	NC_009328.1	140428	141267	+	FDKLAMFJ_01916	1	persistent	0	0	0	None	None
MEBKDNAM_00153	NC_009328.1	141243	142118	+	MEBKDNAM_00153	1	persistent	0	0	0	None	None
MEBKDNAM_00154	NC_009328.1	142108	142905	+	MEBKDNAM_00154	1	persistent	0	0	0	None	None
MEBKDNAM_00155	NC_009328.1	142918	143679	+	MEBKDNAM_00155	1	persistent	0	0	0	None	None
MEBKDNAM_00156	NC_009328.1	144003	144440	+	MEBKDNAM_00156	1	persistent	0	0	0	None	None
MEBKDNAM_00157	NC_009328.1	144463	144855	+	MEBKDNAM_00157	1	persistent	0	0	0	None	None
MEBKDNAM_00158	NC_009328.1	144978	145418	+	MEBKDNAM_00158	1	persistent	0	0	0	None	None
MEBKDNAM_00159	NC_009328.1	145485	146201	+	MEBKDNAM_00159	1	persistent	0	0	0	None	None
MEBKDNAM_00160	NC_009328.1	146382	147398	+	MEBKDNAM_00160	1	persistent	0	0	0	None	None
MEBKDNAM_00161	NC_009328.1	147270	147554	-	MEBKDNAM_00161	1	shell	0	0	0	None	None
MEBKDNAM_00162	NC_009328.1	147493	148122	-	HLMLLCKC_02061	1	persistent	0	0	0	None	None
MEBKDNAM_00163	NC_009328.1	148277	148876	+	HLMLLCKC_02062	1	persistent	0	0	0	None	None
MEBKDNAM_00164	NC_009328.1	149104	149859	-	HLMLLCKC_02063	1	persistent	0	0	0	None	None
MEBKDNAM_00165	NC_009328.1	154323	154616	+	FLBMOKII_00170	9	persistent	0	0	0	None	29,54,30,63,15
MEBKDNAM_00173	NC_009328.1	156300	157199	+	HLMLLCKC_02916	1	persistent	0	0	0	None	None
MEBKDNAM_00174	NC_009328.1	157534	158709	+	IJIGFOAD_03258	7	persistent	0	0	0	None	17,29,54,12,36,15
MEBKDNAM_00175	NC_009328.1	158840	159292	+	KGENGAEB_02652	1	persistent	0	0	0	None	None
MEBKDNAM_00176	NC_009328.1	159307	159918	+	KGENGAEB_02651	1	persistent	0	0	0	None	None
MEBKDNAM_00177	NC_009328.1	159991	160812	+	NCBEONCI_03514	1	persistent	0	0	0	None	None
MEBKDNAM_00178	NC_009328.1	160805	162085	+	NCBEONCI_03513	1	persistent	0	0	0	None	None
MEBKDNAM_00179	NC_009328.1	162113	163459	+	IJIGFOAD_01649	1	persistent	0	0	0	None	None
MEBKDNAM_00180	NC_009328.1	163985	165787	+	IJIGFOAD_01648	1	persistent	0	0	0	None	None
MEBKDNAM_00181	NC_009328.1	166114	166593	+	HLMLLCKC_01346	1	persistent	0	0	0	None	38
MEBKDNAM_00182	NC_009328.1	166941	167831	+	MEBKDNAM_03552	10	persistent	0	0	0	None	8
MEBKDNAM_00183	NC_009328.1	168410	168916	+	HLMLLCKC_01345	1	persistent	0	0	0	None	None
MEBKDNAM_00184	NC_009328.1	169181	169861	+	IJIGFOAD_01645	1	persistent	0	0	0	None	None
MEBKDNAM_00185	NC_009328.1	169861	170079	+	FDKLAMFJ_01882	3	persistent	0	0	0	None	None
MEBKDNAM_00186	NC_009328.1	170131	170394	+	FDKLAMFJ_01882	3	persistent	0	0	0	None	None
MEBKDNAM_00187	NC_009328.1	170572	170877	+	FDKLAMFJ_01882	3	persistent	0	0	0	None	None
MEBKDNAM_00188	NC_009328.1	171087	171206	+	MEBKDNAM_00188	1	cloud	0	0	0	None	None
MEBKDNAM_00189	NC_009328.1	171689	173776	+	MEBKDNAM_00189	1	cloud	0	0	0	None	None
MEBKDNAM_00190	NC_009328.1	173863	174006	+	MEBKDNAM_00190	1	cloud	0	0	0	None	None
MEBKDNAM_00191	NC_009328.1	174532	175011	+	KGENGAEB_02625	1	persistent	0	0	0	None	None
MEBKDNAM_00192	NC_009328.1	175022	175246	+	KGENGAEB_02624	1	persistent	0	0	0	None	None
MEBKDNAM_00193	NC_009328.1	175263	176171	+	KGENGAEB_02623	1	persistent	0	0	0	None	None
MEBKDNAM_00194	NC_009328.1	177402	177809	+	KGENGAEB_02621	1	persistent	0	0	0	None	None
MEBKDNAM_00195	NC_009328.1	177937	179310	-	AHOIKHHK_01205	1	persistent	0	0	0	None	None
MEBKDNAM_00196	NC_009328.1	179560	180975	+	KGENGAEB_02619	1	persistent	0	0	0	None	None
MEBKDNAM_00197	NC_009328.1	181076	182623	+	IJIGFOAD_01619	1	persistent	0	0	0	None	None
MEBKDNAM_00198	NC_009328.1	182683	183900	+	IJIGFOAD_01618	1	persistent	0	0	0	None	None
MEBKDNAM_00199	NC_009328.1	184190	184798	+	IJIGFOAD_01617	1	persistent	0	0	0	None	None
MEBKDNAM_00200	NC_009328.1	185093	186082	-	IJIGFOAD_01616	1	persistent	0	0	0	None	None
MEBKDNAM_00201	NC_009328.1	186079	187086	-	IJIGFOAD_01615	1	persistent	0	0	0	None	None
MEBKDNAM_00202	NC_009328.1	187158	188084	-	IJIGFOAD_01614	1	persistent	0	0	0	None	None
MEBKDNAM_00203	NC_009328.1	188081	188881	-	IJIGFOAD_01613	2	persistent	0	0	0	None	None
MEBKDNAM_00204	NC_009328.1	189415	191484	+	FDKLAMFJ_01850	1	persistent	0	0	0	None	None
MEBKDNAM_00205	NC_009328.1	191456	192616	+	FDKLAMFJ_01849	1	persistent	0	0	0	None	None
MEBKDNAM_00206	NC_009328.1	193054	193458	-	KGENGAEB_02609	1	persistent	0	0	0	None	None
MEBKDNAM_00207	NC_009328.1	193613	194320	+	FDKLAMFJ_01847	1	persistent	0	0	0	None	None
MEBKDNAM_00208	NC_009328.1	194395	194859	-	FDKLAMFJ_01846	1	persistent	0	0	0	None	None
MEBKDNAM_00209	NC_009328.1	194924	196255	-	FDKLAMFJ_01845	1	persistent	0	0	0	None	None
MEBKDNAM_00210	NC_009328.1	196252	196938	-	HLMLLCKC_01318	1	persistent	0	0	0	None	None
MEBKDNAM_00211	NC_009328.1	197182	197370	+	HLMLLCKC_01317	1	persistent	0	0	0	None	None
MEBKDNAM_00212	NC_009328.1	197389	197799	+	HLMLLCKC_01316	1	persistent	0	0	0	None	None
MEBKDNAM_00213	NC_009328.1	197796	198017	+	FLBMOKII_00241	1	persistent	0	0	0	None	None
MEBKDNAM_00214	NC_009328.1	198393	199124	+	AHOIKHHK_01185	1	persistent	0	0	0	None	None
MEBKDNAM_00215	NC_009328.1	199249	200577	+	HLMLLCKC_01313	1	persistent	0	0	0	None	None
MEBKDNAM_00216	NC_009328.1	200595	202574	-	FLBMOKII_00244	1	persistent	0	0	0	None	None
MEBKDNAM_00217	NC_009328.1	203242	203877	+	FLBMOKII_00245	1	persistent	0	0	0	None	None
MEBKDNAM_00218	NC_009328.1	203944	204939	+	FLBMOKII_00246	1	persistent	0	0	0	None	None
MEBKDNAM_00219	NC_009328.1	205470	206399	+	MEBKDNAM_00219	1	persistent	0	0	0	None	None
MEBKDNAM_00220	NC_009328.1	206612	207433	+	AHOIKHHK_01179	1	persistent	0	0	0	None	None
MEBKDNAM_00221	NC_009328.1	207604	208674	-	MEBKDNAM_00221	1	persistent	0	0	0	None	None
MEBKDNAM_00222	NC_009328.1	209071	209799	+	MEBKDNAM_00222	1	persistent	0	0	0	None	None
MEBKDNAM_00223	NC_009328.1	209810	210406	+	AHOIKHHK_01176	1	persistent	0	0	0	None	None
MEBKDNAM_00224	NC_009328.1	210418	211563	+	AHOIKHHK_01175	1	persistent	0	0	0	None	None
MEBKDNAM_00225	NC_009328.1	211720	212814	+	AHOIKHHK_01174	1	persistent	0	0	0	None	None
MEBKDNAM_00226	NC_009328.1	212831	214213	+	AHOIKHHK_01173	1	persistent	0	0	0	None	None
MEBKDNAM_00227	NC_009328.1	214281	214979	+	KGENGAEB_02588	1	persistent	0	0	0	None	None
MEBKDNAM_00228	NC_009328.1	215058	216461	+	KGENGAEB_02587	1	persistent	0	0	0	None	None
MEBKDNAM_00229	NC_009328.1	216473	217090	-	IJIGFOAD_01587	1	persistent	0	0	0	None	None
MEBKDNAM_00230	NC_009328.1	217231	217620	+	IJIGFOAD_01586	1	persistent	0	0	0	None	None
MEBKDNAM_00231	NC_009328.1	217700	218713	+	IJIGFOAD_01585	1	persistent	0	0	0	None	None
MEBKDNAM_00232	NC_009328.1	219008	220162	+	IJIGFOAD_01584	1	persistent	0	0	0	None	None
MEBKDNAM_00233	NC_009328.1	220290	220571	+	IJIGFOAD_01583	1	persistent	0	0	0	None	None
MEBKDNAM_00234	NC_009328.1	220576	220926	+	IJIGFOAD_01582	1	persistent	0	0	0	None	None
MEBKDNAM_00235	NC_009328.1	220980	221132	+	IJIGFOAD_01581	1	persistent	0	0	0	None	None
MEBKDNAM_00236	NC_009328.1	221587	223752	+	FDKLAMFJ_01818	1	persistent	0	0	0	None	None
MEBKDNAM_00237	NC_009328.1	223973	224461	+	FDKLAMFJ_01817	1	persistent	0	0	0	None	None
MEBKDNAM_00249	NC_009328.1	230106	230399	+	FLBMOKII_00170	9	persistent	0	0	0	None	29,54,30,63,15
MEBKDNAM_00250	NC_009328.1	231482	231940	+	FDKLAMFJ_01804	1	persistent	0	0	0	None	None
MEBKDNAM_00251	NC_009328.1	231937	232677	+	FDKLAMFJ_01803	1	persistent	0	0	0	None	None
MEBKDNAM_00252	NC_009328.1	232637	233089	+	FDKLAMFJ_01802	1	persistent	0	0	0	None	None
MEBKDNAM_00253	NC_009328.1	233086	234099	+	KGENGAEB_03185	1	persistent	0	0	0	None	None
MEBKDNAM_00254	NC_009328.1	234136	234444	+	KGENGAEB_03186	1	persistent	0	0	0	None	None
MEBKDNAM_00255	NC_009328.1	234441	236372	-	FLBMOKII_00284	1	persistent	0	0	0	None	None
MEBKDNAM_00256	NC_009328.1	236471	236959	+	FLBMOKII_00285	1	persistent	0	0	0	None	None
MEBKDNAM_00257	NC_009328.1	236975	237616	+	FLBMOKII_00286	1	persistent	0	0	0	None	None
MEBKDNAM_00258	NC_009328.1	237632	237784	+	IJIGFOAD_00395	2	persistent	0	0	0	None	None
MEBKDNAM_00259	NC_009328.1	237805	238548	+	AHOIKHHK_01933	1	persistent	0	0	0	None	None
MEBKDNAM_00260	NC_009328.1	238611	238790	-	HLMLLCKC_02094	1	persistent	0	0	0	None	None
MEBKDNAM_00261	NC_009328.1	238787	239521	-	HLMLLCKC_02095	1	persistent	0	0	0	None	None
MEBKDNAM_00262	NC_009328.1	239868	240152	+	MEBKDNAM_00262	1	persistent	0	0	0	None	None
MEBKDNAM_00263	NC_009328.1	240255	241877	+	MEBKDNAM_00263	1	persistent	0	0	0	None	None
MEBKDNAM_00264	NC_009328.1	242530	243774	-	AHOIKHHK_01938	1	persistent	0	0	0	None	None
MEBKDNAM_00265	NC_009328.1	243784	244278	-	AHOIKHHK_01939	1	persistent	0	0	0	None	None
MEBKDNAM_00266	NC_009328.1	245024	246394	+	AHOIKHHK_01940	1	persistent	0	0	0	None	None
MEBKDNAM_00267	NC_009328.1	246530	247753	-	NCBEONCI_01789	1	persistent	0	0	0	None	None
MEBKDNAM_00268	NC_009328.1	247883	248833	+	NCBEONCI_01788	1	persistent	0	0	0	None	None
MEBKDNAM_00269	NC_009328.1	248836	249999	+	NCBEONCI_01787	1	persistent	0	0	0	None	None
MEBKDNAM_00270	NC_009328.1	249996	252158	+	AHOIKHHK_01944	1	persistent	0	0	0	None	None
MEBKDNAM_00271	NC_009328.1	252155	253897	+	IJIGFOAD_01545	1	persistent	0	0	0	None	None
MEBKDNAM_00272	NC_009328.1	254179	254319	+	KGENGAEB_03204	2	persistent	0	0	0	None	None
MEBKDNAM_00273	NC_009328.1	254457	255632	+	IJIGFOAD_03258	7	persistent	0	0	0	None	17,29,54,12,36,15
MEBKDNAM_00274	NC_009328.1	255746	256114	+	KGENGAEB_03204	2	persistent	0	0	0	None	None
MEBKDNAM_00275	NC_009328.1	256551	257876	+	KGENGAEB_03205	1	persistent	0	0	0	None	None
MEBKDNAM_00276	NC_009328.1	258021	258563	+	KGENGAEB_03206	1	persistent	0	0	0	None	None
MEBKDNAM_00277	NC_009328.1	262926	263219	+	FLBMOKII_00170	9	persistent	0	0	0	None	29,54,30,63,15
MEBKDNAM_00278	NC_009328.1	264324	264767	-	NCBEONCI_02795	1	persistent	0	0	0	None	None
MEBKDNAM_00279	NC_009328.1	265133	265621	+	NCBEONCI_02794	1	persistent	0	0	0	None	None
