gene	contig	start	stop	strand	family	nb_copy_in_org	partition	persistent_neighbors	shell_neighbors	cloud_neighbors	RGPs	Spots
FDKLAMFJ_00030	NZ_CP017690.1	30053	31768	+	HLMLLCKC_03415	1	persistent	0	0	0	None	None
FDKLAMFJ_00031	NZ_CP017690.1	32148	33335	+	HLMLLCKC_03414	1	persistent	0	0	0	None	None
FDKLAMFJ_00032	NZ_CP017690.1	33366	34697	+	HLMLLCKC_03413	1	persistent	0	0	0	None	None
FDKLAMFJ_00033	NZ_CP017690.1	34714	36174	+	HLMLLCKC_03412	2	persistent	0	0	0	None	None
FDKLAMFJ_00034	NZ_CP017690.1	36604	36762	+	FLBMOKII_02081	1	shell	0	0	0	None	None
FDKLAMFJ_00035	NZ_CP017690.1	36972	38423	+	HLMLLCKC_03411	1	persistent	0	0	0	None	None
FDKLAMFJ_00036	NZ_CP017690.1	38717	40807	+	FLBMOKII_02079	1	persistent	0	0	0	None	None
FDKLAMFJ_00037	NZ_CP017690.1	40813	41256	+	FLBMOKII_02078	1	persistent	0	0	0	None	None
FDKLAMFJ_00038	NZ_CP017690.1	41256	42419	+	AHOIKHHK_03311	1	persistent	0	0	0	None	None
FDKLAMFJ_00039	NZ_CP017690.1	43930	44934	+	MEBKDNAM_01936	1	persistent	0	0	0	None	None
FDKLAMFJ_00040	NZ_CP017690.1	44963	46507	+	MEBKDNAM_01935	1	persistent	0	0	0	None	None
FDKLAMFJ_00041	NZ_CP017690.1	46642	47991	+	FDKLAMFJ_00041	1	shell	0	0	0	NZ_CP017690.1_RGP_11	26
FDKLAMFJ_00042	NZ_CP017690.1	48109	49506	+	FDKLAMFJ_00042	1	shell	0	0	0	NZ_CP017690.1_RGP_11	26
FDKLAMFJ_00043	NZ_CP017690.1	49763	51052	+	HLMLLCKC_03397	1	shell	0	0	0	NZ_CP017690.1_RGP_11	26
FDKLAMFJ_00044	NZ_CP017690.1	51114	52007	+	FDKLAMFJ_00044	1	shell	0	0	0	NZ_CP017690.1_RGP_11	26
FDKLAMFJ_00045	NZ_CP017690.1	52022	53077	+	FDKLAMFJ_00045	1	shell	0	0	0	NZ_CP017690.1_RGP_11	26
FDKLAMFJ_00046	NZ_CP017690.1	53052	53816	+	FDKLAMFJ_00046	1	shell	0	0	0	NZ_CP017690.1_RGP_11	26
FDKLAMFJ_00047	NZ_CP017690.1	53795	54496	+	FDKLAMFJ_00047	1	shell	0	0	0	NZ_CP017690.1_RGP_11	26
FDKLAMFJ_00048	NZ_CP017690.1	54581	54886	+	FDKLAMFJ_00048	1	shell	0	0	0	NZ_CP017690.1_RGP_11	26
FDKLAMFJ_00049	NZ_CP017690.1	54931	55266	+	FDKLAMFJ_00049	1	shell	0	0	0	NZ_CP017690.1_RGP_11	26
FDKLAMFJ_00050	NZ_CP017690.1	55263	56972	+	AHOIKHHK_03299	1	shell	0	0	0	NZ_CP017690.1_RGP_11	26
FDKLAMFJ_00051	NZ_CP017690.1	56983	57429	+	AHOIKHHK_03298	1	shell	0	0	0	NZ_CP017690.1_RGP_11	26
FDKLAMFJ_00052	NZ_CP017690.1	57422	58099	+	AHOIKHHK_03297	1	shell	0	0	0	NZ_CP017690.1_RGP_11	26
FDKLAMFJ_00053	NZ_CP017690.1	58149	58763	+	AHOIKHHK_03296	1	shell	0	0	0	NZ_CP017690.1_RGP_11	26
FDKLAMFJ_00054	NZ_CP017690.1	58760	59575	+	AHOIKHHK_03295	1	shell	0	0	0	NZ_CP017690.1_RGP_11	26
FDKLAMFJ_00055	NZ_CP017690.1	59587	60219	+	AHOIKHHK_03294	1	shell	0	0	0	NZ_CP017690.1_RGP_11	26
FDKLAMFJ_00056	NZ_CP017690.1	60330	60809	-	NCBEONCI_02510	1	persistent	0	0	0	NZ_CP017690.1_RGP_11	26
FDKLAMFJ_00057	NZ_CP017690.1	61139	62308	-	FDKLAMFJ_00436	2	persistent	0	0	0	NZ_CP017690.1_RGP_11	26
FDKLAMFJ_00058	NZ_CP017690.1	62579	63958	+	AHOIKHHK_03291	1	persistent	0	0	0	None	None
FDKLAMFJ_00059	NZ_CP017690.1	64015	64572	+	AHOIKHHK_03290	1	persistent	0	0	0	None	None
FDKLAMFJ_00060	NZ_CP017690.1	64633	65283	-	IJIGFOAD_03449	1	persistent	0	0	0	None	None
FDKLAMFJ_00061	NZ_CP017690.1	65710	67146	+	FDKLAMFJ_00061	1	persistent	0	0	0	None	None
FDKLAMFJ_00062	NZ_CP017690.1	67268	68032	+	HLMLLCKC_03378	1	persistent	0	0	0	None	None
FDKLAMFJ_00063	NZ_CP017690.1	68126	69259	-	IJIGFOAD_03456	1	persistent	0	0	0	None	None
FDKLAMFJ_00064	NZ_CP017690.1	69626	70984	+	KGENGAEB_01823	1	persistent	0	0	0	None	None
FDKLAMFJ_00065	NZ_CP017690.1	71058	71993	+	KGENGAEB_01824	1	persistent	0	0	0	None	None
FDKLAMFJ_00066	NZ_CP017690.1	72015	72839	+	KGENGAEB_01825	1	persistent	0	0	0	None	None
FDKLAMFJ_00067	NZ_CP017690.1	72880	76014	+	KGENGAEB_01826	1	persistent	0	0	0	None	None
FDKLAMFJ_00068	NZ_CP017690.1	76693	78129	-	HLMLLCKC_03108	5	shell	0	0	0	None	13,34,12,33
FDKLAMFJ_00069	NZ_CP017690.1	78299	79540	+	KGENGAEB_01827	1	persistent	0	0	0	None	None
FDKLAMFJ_00070	NZ_CP017690.1	81274	82308	+	HLMLLCKC_00790	1	persistent	0	0	0	None	None
FDKLAMFJ_00071	NZ_CP017690.1	82388	83377	+	HLMLLCKC_00789	1	persistent	0	0	0	None	None
FDKLAMFJ_00072	NZ_CP017690.1	83599	85128	+	FDKLAMFJ_00072	1	persistent	0	0	0	None	None
FDKLAMFJ_00073	NZ_CP017690.1	85137	86126	+	KGENGAEB_02207	2	persistent	0	0	0	None	None
FDKLAMFJ_00074	NZ_CP017690.1	86177	87133	+	FLBMOKII_02014	1	persistent	0	0	0	None	None
FDKLAMFJ_00075	NZ_CP017690.1	87140	88189	+	AHOIKHHK_02363	1	persistent	0	0	0	None	None
FDKLAMFJ_00076	NZ_CP017690.1	88429	89451	+	AHOIKHHK_02362	1	persistent	0	0	0	None	None
FDKLAMFJ_00077	NZ_CP017690.1	89521	91440	+	FDKLAMFJ_00077	1	persistent	0	0	0	None	None
FDKLAMFJ_00078	NZ_CP017690.1	91524	92420	+	FDKLAMFJ_00078	1	persistent	0	0	0	None	None
FDKLAMFJ_00079	NZ_CP017690.1	92434	93258	+	FDKLAMFJ_00079	1	persistent	0	0	0	None	None
FDKLAMFJ_00080	NZ_CP017690.1	93296	94306	+	FDKLAMFJ_00080	1	persistent	0	0	0	None	None
FDKLAMFJ_00081	NZ_CP017690.1	94327	95787	+	HLMLLCKC_03412	2	persistent	0	0	0	None	None
FDKLAMFJ_00082	NZ_CP017690.1	95866	96753	+	HLMLLCKC_02817	2	persistent	0	0	0	None	None
FDKLAMFJ_00083	NZ_CP017690.1	96930	97112	+	MEBKDNAM_01904	1	persistent	0	0	0	None	None
FDKLAMFJ_00084	NZ_CP017690.1	97700	98578	-	FLBMOKII_02902	8	persistent	0	0	0	None	23,14,29,8,19,7,61,44
FDKLAMFJ_00085	NZ_CP017690.1	98916	99917	+	NCBEONCI_02480	1	persistent	0	0	0	None	None
FDKLAMFJ_00086	NZ_CP017690.1	99936	101723	+	NCBEONCI_02479	1	persistent	0	0	0	None	None
FDKLAMFJ_00087	NZ_CP017690.1	101737	102939	+	MEBKDNAM_01901	1	persistent	0	0	0	None	None
FDKLAMFJ_00088	NZ_CP017690.1	103224	104300	+	MEBKDNAM_01900	1	persistent	0	0	0	None	None
FDKLAMFJ_00089	NZ_CP017690.1	104374	105915	+	HLMLLCKC_00776	1	persistent	0	0	0	None	None
FDKLAMFJ_00090	NZ_CP017690.1	105917	107140	+	IJIGFOAD_03481	1	persistent	0	0	0	None	None
FDKLAMFJ_00091	NZ_CP017690.1	107260	108354	+	IJIGFOAD_03482	1	persistent	0	0	0	None	None
FDKLAMFJ_00092	NZ_CP017690.1	108446	109132	+	MEBKDNAM_01896	1	persistent	0	0	0	None	None
FDKLAMFJ_00093	NZ_CP017690.1	109148	110842	+	NCBEONCI_02472	1	persistent	0	0	0	None	None
FDKLAMFJ_00094	NZ_CP017690.1	110859	112349	+	NCBEONCI_02471	1	persistent	0	0	0	None	None
FDKLAMFJ_00095	NZ_CP017690.1	112850	114157	+	NCBEONCI_02470	1	persistent	0	0	0	None	None
FDKLAMFJ_00096	NZ_CP017690.1	114284	115216	+	AHOIKHHK_01418	1	persistent	0	0	0	None	None
FDKLAMFJ_00097	NZ_CP017690.1	115220	116065	+	AHOIKHHK_01419	1	persistent	0	0	0	None	None
FDKLAMFJ_00098	NZ_CP017690.1	116105	117613	+	KGENGAEB_01855	1	persistent	0	0	0	None	None
FDKLAMFJ_00099	NZ_CP017690.1	117676	118671	+	KGENGAEB_01856	2	persistent	0	0	0	None	None
FDKLAMFJ_00100	NZ_CP017690.1	118735	119538	+	KGENGAEB_01857	1	persistent	0	0	0	None	None
FDKLAMFJ_00101	NZ_CP017690.1	119535	120752	+	KGENGAEB_01858	1	persistent	0	0	0	None	None
FDKLAMFJ_00102	NZ_CP017690.1	121901	122134	+	KGENGAEB_01859	1	persistent	0	0	0	None	None
FDKLAMFJ_00103	NZ_CP017690.1	122587	122766	+	KGENGAEB_01856	2	persistent	0	0	0	None	None
FDKLAMFJ_00104	NZ_CP017690.1	123272	125002	+	FDKLAMFJ_00104	1	persistent	0	0	0	None	None
FDKLAMFJ_00105	NZ_CP017690.1	125002	125793	+	FDKLAMFJ_00105	1	persistent	0	0	0	None	None
FDKLAMFJ_00106	NZ_CP017690.1	125908	127230	+	FDKLAMFJ_00106	1	persistent	0	0	0	None	None
FDKLAMFJ_00107	NZ_CP017690.1	127306	128175	+	FDKLAMFJ_00107	1	persistent	0	0	0	None	None
FDKLAMFJ_00108	NZ_CP017690.1	128190	129056	+	FDKLAMFJ_00108	1	persistent	0	0	0	None	None
FDKLAMFJ_00109	NZ_CP017690.1	129272	130321	+	FDKLAMFJ_00109	1	persistent	0	0	0	None	None
FDKLAMFJ_00110	NZ_CP017690.1	130335	130961	+	FDKLAMFJ_00110	1	persistent	0	0	0	None	None
FDKLAMFJ_00111	NZ_CP017690.1	131066	133189	+	KGENGAEB_01868	1	persistent	0	0	0	None	None
FDKLAMFJ_00112	NZ_CP017690.1	133186	134187	+	FDKLAMFJ_00112	1	persistent	0	0	0	None	None
FDKLAMFJ_00113	NZ_CP017690.1	134736	136379	+	FDKLAMFJ_00113	1	persistent	0	0	0	None	None
FDKLAMFJ_00114	NZ_CP017690.1	136511	137461	+	FDKLAMFJ_00114	1	persistent	0	0	0	None	None
FDKLAMFJ_00115	NZ_CP017690.1	137476	138366	+	MEBKDNAM_01873	1	persistent	0	0	0	None	None
FDKLAMFJ_00116	NZ_CP017690.1	138382	140436	+	NCBEONCI_02448	1	persistent	0	0	0	NZ_CP017690.1_RGP_9	5,22
FDKLAMFJ_00117	NZ_CP017690.1	140453	141973	+	MEBKDNAM_01871	1	persistent	0	0	0	NZ_CP017690.1_RGP_9	5,22
FDKLAMFJ_00118	NZ_CP017690.1	142006	142959	+	IJIGFOAD_00005	2	persistent	0	0	0	NZ_CP017690.1_RGP_9	5,47,22
FDKLAMFJ_00119	NZ_CP017690.1	142977	143627	+	MEBKDNAM_01869	1	persistent	0	0	0	NZ_CP017690.1_RGP_9	5,47,22
FDKLAMFJ_00120	NZ_CP017690.1	143745	144443	+	MEBKDNAM_01868	1	persistent	0	0	0	NZ_CP017690.1_RGP_9	5,47,22
FDKLAMFJ_00121	NZ_CP017690.1	144485	145888	+	IJIGFOAD_03513	1	persistent	0	0	0	NZ_CP017690.1_RGP_9	62,5,47,22
FDKLAMFJ_00122	NZ_CP017690.1	145909	147024	+	IJIGFOAD_03514	1	persistent	0	0	0	NZ_CP017690.1_RGP_9	5,47,22
FDKLAMFJ_00123	NZ_CP017690.1	147000	147845	+	AHOIKHHK_01445	1	persistent	0	0	0	NZ_CP017690.1_RGP_9	5,47,22
FDKLAMFJ_00124	NZ_CP017690.1	147925	148566	+	MEBKDNAM_01864	1	persistent	0	0	0	NZ_CP017690.1_RGP_9	5,47,22
FDKLAMFJ_00125	NZ_CP017690.1	148770	149993	-	NCBEONCI_02439	1	persistent	0	0	0	NZ_CP017690.1_RGP_9	5,22
FDKLAMFJ_00126	NZ_CP017690.1	150509	151303	+	NCBEONCI_02438	1	persistent	0	0	0	NZ_CP017690.1_RGP_9	5,22
FDKLAMFJ_00127	NZ_CP017690.1	151326	151988	+	FLBMOKII_01961	1	persistent	0	0	0	NZ_CP017690.1_RGP_9	5,47,22
FDKLAMFJ_00128	NZ_CP017690.1	152435	154042	+	IJIGFOAD_03522	1	persistent	0	0	0	NZ_CP017690.1_RGP_9	5,47,22
FDKLAMFJ_00129	NZ_CP017690.1	154141	155478	+	KGENGAEB_01887	1	persistent	0	0	0	NZ_CP017690.1_RGP_9	5,47,22
FDKLAMFJ_00130	NZ_CP017690.1	155493	156992	+	KGENGAEB_01888	1	persistent	0	0	0	NZ_CP017690.1_RGP_9	5,47,22
FDKLAMFJ_00131	NZ_CP017690.1	157247	157426	+	KGENGAEB_01889	2	persistent	0	0	0	NZ_CP017690.1_RGP_9	5,47,22
FDKLAMFJ_00132	NZ_CP017690.1	157389	158237	+	KGENGAEB_01889	2	persistent	0	0	0	NZ_CP017690.1_RGP_9	5,47,22
FDKLAMFJ_00133	NZ_CP017690.1	158341	159528	+	KGENGAEB_01890	1	persistent	0	0	0	NZ_CP017690.1_RGP_9	5,47,22
FDKLAMFJ_00134	NZ_CP017690.1	159704	160105	+	KGENGAEB_01891	1	persistent	0	0	0	NZ_CP017690.1_RGP_9	5,47,22
FDKLAMFJ_00135	NZ_CP017690.1	160338	160472	-	FLBMOKII_01952	1	persistent	0	0	0	NZ_CP017690.1_RGP_9	5,47,22
FDKLAMFJ_00136	NZ_CP017690.1	160432	160647	-	FDKLAMFJ_00136	1	persistent	0	0	0	NZ_CP017690.1_RGP_9	5,47,22
FDKLAMFJ_00137	NZ_CP017690.1	160835	161134	+	AHOIKHHK_02340	1	persistent	0	0	0	NZ_CP017690.1_RGP_9	5,47,22
FDKLAMFJ_00138	NZ_CP017690.1	161410	161721	+	FDKLAMFJ_00138	2	persistent	0	0	0	NZ_CP017690.1_RGP_9	5,47
FDKLAMFJ_00139	NZ_CP017690.1	161723	162055	+	FDKLAMFJ_00139	1	persistent	0	0	0	None	None
FDKLAMFJ_00140	NZ_CP017690.1	162072	163391	+	FDKLAMFJ_00140	1	persistent	0	0	0	None	None
FDKLAMFJ_00141	NZ_CP017690.1	163418	164830	+	FDKLAMFJ_00141	1	persistent	0	0	0	None	None
FDKLAMFJ_00142	NZ_CP017690.1	164987	165703	+	AHOIKHHK_02335	1	persistent	0	0	0	NZ_CP017690.1_RGP_27	2
FDKLAMFJ_00143	NZ_CP017690.1	165776	166906	-	AHOIKHHK_02334	1	persistent	0	0	0	NZ_CP017690.1_RGP_27	2
FDKLAMFJ_00144	NZ_CP017690.1	167070	167645	+	AHOIKHHK_02333	1	persistent	0	0	0	NZ_CP017690.1_RGP_27	2
FDKLAMFJ_00145	NZ_CP017690.1	167706	168560	+	AHOIKHHK_02332	1	persistent	0	0	0	NZ_CP017690.1_RGP_27	2
FDKLAMFJ_00146	NZ_CP017690.1	168821	169747	+	IJIGFOAD_00032	1	persistent	0	0	0	NZ_CP017690.1_RGP_27	2
FDKLAMFJ_00147	NZ_CP017690.1	169936	170895	-	AHOIKHHK_02330	1	persistent	0	0	0	None	2
FDKLAMFJ_00148	NZ_CP017690.1	171122	171343	+	IJIGFOAD_00034	1	persistent	0	0	0	None	None
FDKLAMFJ_00149	NZ_CP017690.1	171346	173340	+	IJIGFOAD_00035	1	persistent	0	0	0	None	None
FDKLAMFJ_00150	NZ_CP017690.1	173337	173501	+	IJIGFOAD_00036	1	persistent	0	0	0	None	None
FDKLAMFJ_00151	NZ_CP017690.1	174015	174611	+	IJIGFOAD_00037	1	persistent	0	0	0	None	None
FDKLAMFJ_00152	NZ_CP017690.1	174637	174729	+	MEBKDNAM_01836	1	persistent	0	0	0	None	None
FDKLAMFJ_00153	NZ_CP017690.1	174927	176756	+	FLBMOKII_01932	1	persistent	0	0	0	None	None
FDKLAMFJ_00154	NZ_CP017690.1	176932	177387	+	MEBKDNAM_01834	1	persistent	0	0	0	None	None
FDKLAMFJ_00155	NZ_CP017690.1	177409	179277	+	MEBKDNAM_01833	1	persistent	0	0	0	None	None
FDKLAMFJ_00156	NZ_CP017690.1	179329	179895	+	MEBKDNAM_01832	1	persistent	0	0	0	None	None
FDKLAMFJ_00157	NZ_CP017690.1	179892	181193	+	NCBEONCI_02408	1	persistent	0	0	0	None	None
FDKLAMFJ_00158	NZ_CP017690.1	181190	181987	+	NCBEONCI_02407	1	persistent	0	0	0	None	None
FDKLAMFJ_00159	NZ_CP017690.1	181984	182646	+	NCBEONCI_02406	1	persistent	0	0	0	None	None
FDKLAMFJ_00160	NZ_CP017690.1	182648	183559	+	FLBMOKII_01925	1	persistent	0	0	0	None	None
FDKLAMFJ_00161	NZ_CP017690.1	183747	184499	+	FLBMOKII_01924	1	persistent	0	0	0	None	None
FDKLAMFJ_00162	NZ_CP017690.1	184496	185407	+	KGENGAEB_01919	1	persistent	0	0	0	None	None
FDKLAMFJ_00163	NZ_CP017690.1	185433	187304	+	KGENGAEB_01920	1	persistent	0	0	0	None	None
FDKLAMFJ_00164	NZ_CP017690.1	187363	188340	-	KGENGAEB_01921	1	persistent	0	0	0	None	None
FDKLAMFJ_00165	NZ_CP017690.1	188430	188831	+	FLBMOKII_01920	1	persistent	0	0	0	None	None
FDKLAMFJ_00166	NZ_CP017690.1	188969	189718	-	AHOIKHHK_00782	2	persistent	0	0	0	None	None
FDKLAMFJ_00167	NZ_CP017690.1	189836	190009	+	FLBMOKII_01918	1	persistent	0	0	0	None	None
FDKLAMFJ_00168	NZ_CP017690.1	189934	191238	-	AHOIKHHK_02165	1	persistent	0	0	0	None	None
FDKLAMFJ_00169	NZ_CP017690.1	191499	193865	+	FDKLAMFJ_00169	1	persistent	0	0	0	None	None
FDKLAMFJ_00170	NZ_CP017690.1	194183	194434	+	FDKLAMFJ_00170	1	persistent	0	0	0	None	None
FDKLAMFJ_00171	NZ_CP017690.1	194538	195332	+	AHOIKHHK_02168	1	persistent	0	0	0	None	None
FDKLAMFJ_00172	NZ_CP017690.1	195523	196533	+	FDKLAMFJ_00172	1	persistent	0	0	0	None	None
FDKLAMFJ_00173	NZ_CP017690.1	196524	198818	+	FDKLAMFJ_00173	1	persistent	0	0	0	None	None
FDKLAMFJ_00174	NZ_CP017690.1	198955	199485	+	FDKLAMFJ_00174	1	persistent	0	0	0	None	None
FDKLAMFJ_00175	NZ_CP017690.1	199730	200434	-	FLBMOKII_00819	2	persistent	0	0	0	None	35
FDKLAMFJ_00176	NZ_CP017690.1	200410	200985	-	FDKLAMFJ_00176	1	persistent	0	0	0	None	None
FDKLAMFJ_00177	NZ_CP017690.1	201039	202508	-	NCBEONCI_01330	3	persistent	0	0	0	None	35
FDKLAMFJ_00178	NZ_CP017690.1	202498	206184	-	FDKLAMFJ_01277	2	persistent	0	0	0	None	35
FDKLAMFJ_00179	NZ_CP017690.1	206357	206860	+	IJIGFOAD_00066	1	persistent	0	0	0	None	None
FDKLAMFJ_00180	NZ_CP017690.1	206936	207685	+	IJIGFOAD_00067	1	persistent	0	0	0	None	None
FDKLAMFJ_00181	NZ_CP017690.1	208078	212238	+	IJIGFOAD_00068	1	persistent	0	0	0	None	None
FDKLAMFJ_00182	NZ_CP017690.1	212321	212584	+	HLMLLCKC_03109	1	persistent	0	0	0	None	None
FDKLAMFJ_00183	NZ_CP017690.1	212627	213376	+	HLMLLCKC_03110	2	persistent	0	0	0	None	None
FDKLAMFJ_00184	NZ_CP017690.1	213744	214295	+	IJIGFOAD_00071	1	persistent	0	0	0	None	None
FDKLAMFJ_00185	NZ_CP017690.1	214377	215849	+	HLMLLCKC_03112	1	persistent	0	0	0	None	None
FDKLAMFJ_00186	NZ_CP017690.1	216037	217887	-	MEBKDNAM_01803	1	persistent	0	0	0	None	None
FDKLAMFJ_00187	NZ_CP017690.1	217974	218867	+	MEBKDNAM_01802	1	persistent	0	0	0	None	None
FDKLAMFJ_00188	NZ_CP017690.1	218880	221036	+	MEBKDNAM_01801	1	persistent	0	0	0	None	None
FDKLAMFJ_00189	NZ_CP017690.1	221363	222235	-	MEBKDNAM_01800	1	persistent	0	0	0	None	None
FDKLAMFJ_00191	NZ_CP017690.1	222710	223198	+	FLBMOKII_01893	1	persistent	0	0	0	None	28
FDKLAMFJ_00192	NZ_CP017690.1	223636	224034	+	FLBMOKII_01892	1	shell	0	0	0	NZ_CP017690.1_RGP_13	28
FDKLAMFJ_00193	NZ_CP017690.1	224035	224778	+	FLBMOKII_01891	1	shell	0	0	0	NZ_CP017690.1_RGP_13	28
FDKLAMFJ_00194	NZ_CP017690.1	224783	225076	+	FLBMOKII_01890	1	shell	0	0	0	NZ_CP017690.1_RGP_13	28
FDKLAMFJ_00195	NZ_CP017690.1	225060	225785	+	AHOIKHHK_02195	1	shell	0	0	0	NZ_CP017690.1_RGP_13	28
FDKLAMFJ_00196	NZ_CP017690.1	225782	226579	+	AHOIKHHK_02196	1	shell	0	0	0	NZ_CP017690.1_RGP_13	28
FDKLAMFJ_00197	NZ_CP017690.1	226644	228425	+	NCBEONCI_02365	1	shell	0	0	0	NZ_CP017690.1_RGP_13	28
FDKLAMFJ_00198	NZ_CP017690.1	228463	229287	+	NCBEONCI_02364	1	shell	0	0	0	NZ_CP017690.1_RGP_13	28
FDKLAMFJ_00199	NZ_CP017690.1	229310	230086	+	FLBMOKII_01885	1	shell	0	0	0	NZ_CP017690.1_RGP_13	28
FDKLAMFJ_00200	NZ_CP017690.1	230201	230848	+	AHOIKHHK_02200	1	shell	0	0	0	NZ_CP017690.1_RGP_13	28
FDKLAMFJ_00201	NZ_CP017690.1	230855	231973	+	FDKLAMFJ_00201	1	shell	0	0	0	NZ_CP017690.1_RGP_13	28
FDKLAMFJ_00202	NZ_CP017690.1	231939	233144	+	FDKLAMFJ_00202	1	shell	0	0	0	NZ_CP017690.1_RGP_13	28
FDKLAMFJ_00203	NZ_CP017690.1	233141	233842	+	FDKLAMFJ_00203	1	shell	0	0	0	NZ_CP017690.1_RGP_13	28
FDKLAMFJ_00204	NZ_CP017690.1	233839	234612	+	FDKLAMFJ_00204	1	shell	0	0	0	NZ_CP017690.1_RGP_13	28
FDKLAMFJ_00205	NZ_CP017690.1	234614	235798	+	FDKLAMFJ_00205	1	shell	0	0	0	NZ_CP017690.1_RGP_13	28
FDKLAMFJ_00206	NZ_CP017690.1	235744	237108	+	FDKLAMFJ_00206	1	persistent	0	0	0	None	None
FDKLAMFJ_00207	NZ_CP017690.1	237122	238603	+	IJIGFOAD_00080	1	persistent	0	0	0	None	None
FDKLAMFJ_00208	NZ_CP017690.1	238779	239837	+	FDKLAMFJ_00208	1	persistent	0	0	0	None	None
FDKLAMFJ_00209	NZ_CP017690.1	239834	240604	+	FDKLAMFJ_00209	2	persistent	0	0	0	None	None
FDKLAMFJ_00210	NZ_CP017690.1	240585	241130	+	KGENGAEB_01954	1	persistent	0	0	0	None	None
FDKLAMFJ_00211	NZ_CP017690.1	241178	242041	-	FDKLAMFJ_01055	12	shell	0	0	0	None	40,33,64,45,21,8,63,41
FDKLAMFJ_00212	NZ_CP017690.1	242074	242679	-	FLBMOKII_00508	13	shell	0	0	0	None	40,33,64,45,21,8,63,41
