locus_tag	ftype	length_bp	gene	EC_number	COG	product
FLBMOKII_00109	CDS	513	yacP		COG3688	putative protein YacP
FLBMOKII_00110	CDS	651	sigH		COG1595	RNA polymerase sigma-H factor
FLBMOKII_00111	CDS	183	secE			Protein translocase subunit SecE
FLBMOKII_00112	CDS	534	nusG		COG0250	Transcription termination/antitermination protein NusG
FLBMOKII_00113	CDS	90				hypothetical protein
FLBMOKII_00114	CDS	426	rplK		COG0080	50S ribosomal protein L11
FLBMOKII_00115	CDS	702	rplA			50S ribosomal protein L1
FLBMOKII_00116	CDS	501	rplJ		COG0244	50S ribosomal protein L10
FLBMOKII_00117	CDS	369	rplL			50S ribosomal protein L7/L12
FLBMOKII_00118	CDS	603	rsmC	2.1.1.172	COG2813	Ribosomal RNA small subunit methyltransferase C
FLBMOKII_00119	CDS	3573	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
FLBMOKII_00120	CDS	3600	rpoC	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
FLBMOKII_00121	CDS	249	rplGB		COG1358	Ribosome-associated protein L7Ae-like protein
FLBMOKII_00122	CDS	423	rpsL			30S ribosomal protein S12
FLBMOKII_00123	CDS	471	rpsG			30S ribosomal protein S7
FLBMOKII_00124	CDS	2079	fusA		COG0480	Elongation factor G
FLBMOKII_00125	CDS	1188	tuf		COG0050	Elongation factor Tu
FLBMOKII_00126	CDS	309	rpsJ		COG0051	30S ribosomal protein S10
FLBMOKII_00127	CDS	636	rplC			50S ribosomal protein L3
FLBMOKII_00128	CDS	624	rplD			50S ribosomal protein L4
FLBMOKII_00129	CDS	288	rplW			50S ribosomal protein L23
FLBMOKII_00130	CDS	831	rplB			50S ribosomal protein L2
FLBMOKII_00131	CDS	279	rpsS			30S ribosomal protein S19
FLBMOKII_00132	CDS	342	rplV		COG0091	50S ribosomal protein L22
FLBMOKII_00133	CDS	657	rpsC			30S ribosomal protein S3
FLBMOKII_00134	CDS	426	rplP		COG0197	50S ribosomal protein L16
FLBMOKII_00135	CDS	201	rpmC			50S ribosomal protein L29
FLBMOKII_00136	CDS	264	rpsQ			30S ribosomal protein S17
FLBMOKII_00137	CDS	369	rplN			50S ribosomal protein L14
FLBMOKII_00138	CDS	312	rplX			50S ribosomal protein L24
FLBMOKII_00139	CDS	540	rplE			50S ribosomal protein L5
FLBMOKII_00140	CDS	186	rpsZ			30S ribosomal protein S14 type Z
FLBMOKII_00141	CDS	399	rpsH			30S ribosomal protein S8
FLBMOKII_00142	CDS	537	rplF			50S ribosomal protein L6
FLBMOKII_00143	CDS	363	rplR			50S ribosomal protein L18
FLBMOKII_00144	CDS	501	rpsE			30S ribosomal protein S5
FLBMOKII_00145	CDS	189	rpmD			50S ribosomal protein L30
FLBMOKII_00146	CDS	441	rplO			50S ribosomal protein L15
FLBMOKII_00147	CDS	1293	secY			Protein translocase subunit SecY
FLBMOKII_00148	CDS	654	adk	2.7.4.3		Adenylate kinase
FLBMOKII_00149	CDS	741	map_1	3.4.11.18	COG0024	Methionine aminopeptidase 1
FLBMOKII_00150	CDS	219	infA		COG0361	Translation initiation factor IF-1
FLBMOKII_00151	CDS	114	rpmJ			50S ribosomal protein L36
FLBMOKII_00152	CDS	366	rpsM			30S ribosomal protein S13
FLBMOKII_00153	CDS	390	rpsK			30S ribosomal protein S11
FLBMOKII_00154	CDS	945	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
FLBMOKII_00155	CDS	363	rplQ			50S ribosomal protein L17
FLBMOKII_00156	CDS	840	ecfA1	7.-.-.-		Energy-coupling factor transporter ATP-binding protein EcfA1
FLBMOKII_00157	CDS	876	ecfA2	3.6.3.-		Energy-coupling factor transporter ATP-binding protein EcfA2
FLBMOKII_00158	CDS	798	ecfT		COG0619	Energy-coupling factor transporter transmembrane protein EcfT
FLBMOKII_00159	CDS	762	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
FLBMOKII_00160	CDS	438	rplM		COG0102	50S ribosomal protein L13
FLBMOKII_00161	CDS	393	rpsI			30S ribosomal protein S9
FLBMOKII_00162	CDS	441				hypothetical protein
FLBMOKII_00163	CDS	717	cwlD	3.5.1.28	COG0860	Germination-specific N-acetylmuramoyl-L-alanine amidase
FLBMOKII_00164	CDS	1017	salA		COG0489	Iron-sulfur cluster carrier protein
FLBMOKII_00165	CDS	285				hypothetical protein
FLBMOKII_00166	CDS	630	gerD			Spore germination protein GerD
FLBMOKII_00167	CDS	600				hypothetical protein
FLBMOKII_00168	CDS	756		3.5.1.104	COG0726	Peptidoglycan-N-acetylglucosamine deacetylase
FLBMOKII_00169	CDS	255				hypothetical protein
FLBMOKII_00170	CDS	294				hypothetical protein
FLBMOKII_00171	tRNA	75				tRNA-Asn(gtt)
FLBMOKII_00172	tRNA	76				tRNA-Thr(ggt)
FLBMOKII_00173	tRNA	73				tRNA-Glu(ttc)
FLBMOKII_00174	tRNA	75				tRNA-Gln(ttg)
FLBMOKII_00175	tRNA	76				tRNA-Lys(ttt)
FLBMOKII_00176	tRNA	72				tRNA-Gly(gcc)
FLBMOKII_00177	tRNA	73				tRNA-Ala(tgc)
FLBMOKII_00178	CDS	900	rocF	3.5.3.1		Arginase
FLBMOKII_00179	CDS	573	sigW_1		COG1595	ECF RNA polymerase sigma factor SigW
FLBMOKII_00180	CDS	612	rsiW		COG5662	Anti-sigma-W factor RsiW
FLBMOKII_00181	CDS	822	cdaA	2.7.7.85	COG1624	Cyclic di-AMP synthase CdaA
FLBMOKII_00182	CDS	1281	cdaR		COG4856	CdaA regulatory protein CdaR
FLBMOKII_00183	CDS	1347	glmM	5.4.2.10	COG1109	Phosphoglucosamine mutase
FLBMOKII_00184	CDS	1803	glmS	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
FLBMOKII_00185	CDS	837				hypothetical protein
FLBMOKII_00186	CDS	150				hypothetical protein
FLBMOKII_00187	CDS	996	trpS_1	6.1.1.2	COG0180	Tryptophan--tRNA ligase
FLBMOKII_00188	CDS	1170				IS256 family transposase IS654
FLBMOKII_00189	CDS	159				hypothetical protein
FLBMOKII_00190	CDS	1659	msbA	7.5.2.6	COG1132	Lipid A export ATP-binding/permease protein MsbA
FLBMOKII_00191	CDS	630				hypothetical protein
FLBMOKII_00192	CDS	879	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
FLBMOKII_00193	CDS	951				hypothetical protein
FLBMOKII_00194	CDS	1236				IS256 family transposase ISPeth3
FLBMOKII_00195	CDS	939				IS3 family transposase ISHahy4
FLBMOKII_00196	CDS	480		1.5.1.-		putative flavin reductase
FLBMOKII_00197	CDS	1281				IS110 family transposase ISCsa4
FLBMOKII_00198	CDS	522				hypothetical protein
FLBMOKII_00199	CDS	882				hypothetical protein
FLBMOKII_00200	CDS	1014	gsiD_1		COG1173	Glutathione transport system permease protein GsiD
FLBMOKII_00201	CDS	180				hypothetical protein
FLBMOKII_00202	CDS	786	dhbA	1.3.1.28	COG1028	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase
FLBMOKII_00203	CDS	1239	dhbC	5.4.4.2	COG1169	Isochorismate synthase DhbC
FLBMOKII_00204	CDS	1626	dhbE	6.3.2.-	COG1021	2,3-dihydroxybenzoate-AMP ligase
FLBMOKII_00205	CDS	903	dhbB	3.3.2.1	COG1535	Isochorismatase
FLBMOKII_00206	CDS	7155	dhbF		COG1020	Dimodular nonribosomal peptide synthase
FLBMOKII_00207	CDS	207	mbtH		COG3251	Protein MbtH
FLBMOKII_00208	CDS	210				hypothetical protein
FLBMOKII_00209	CDS	801				hypothetical protein
FLBMOKII_00210	CDS	156				hypothetical protein
FLBMOKII_00211	CDS	1638	btr		COG0614	HTH-type transcriptional activator Btr
FLBMOKII_00212	CDS	987	feuA		COG0614	Iron-uptake system-binding protein
FLBMOKII_00213	CDS	1008	feuB_1		COG0609	Iron-uptake system permease protein FeuB
FLBMOKII_00214	CDS	1026	feuC		COG0609	Iron-uptake system permease protein FeuC
FLBMOKII_00215	CDS	567	ydjA	1.-.-.-	COG0778	Putative NAD(P)H nitroreductase YdjA
FLBMOKII_00216	CDS	780	ybbA		COG2819	putative protein YbbA
FLBMOKII_00217	CDS	864	besA	3.1.-.-	COG2819	Ferri-bacillibactin esterase BesA
FLBMOKII_00218	CDS	483				hypothetical protein
FLBMOKII_00219	CDS	225				hypothetical protein
FLBMOKII_00220	CDS	909				hypothetical protein
FLBMOKII_00221	CDS	123				hypothetical protein
FLBMOKII_00222	CDS	408	catD_1	1.-.-.-	COG2259	Putative oxidoreductase CatD
FLBMOKII_00223	CDS	1374	rocR		COG3829	Arginine utilization regulatory protein RocR
FLBMOKII_00224	CDS	1416	rocC		COG0833	Amino-acid permease RocC
FLBMOKII_00225	CDS	1548	rocA1	1.2.1.88	COG1012	1-pyrroline-5-carboxylate dehydrogenase 1
FLBMOKII_00226	CDS	1218	rocD	2.6.1.13	COG4992	Ornithine aminotransferase
FLBMOKII_00227	CDS	609			COG0586	putative membrane protein
FLBMOKII_00228	CDS	990	yfhA_1		COG0609	putative siderophore transport system permease protein YfhA
FLBMOKII_00229	CDS	1008	feuB_2		COG0609	Iron-uptake system permease protein FeuB
FLBMOKII_00230	CDS	927	fhuD		COG0614	Iron(3+)-hydroxamate-binding protein FhuD
FLBMOKII_00231	CDS	801	yusV_1		COG1120	putative siderophore transport system ATP-binding protein YusV
FLBMOKII_00232	CDS	2070	norR_1			Anaerobic nitric oxide reductase transcription regulator NorR
FLBMOKII_00233	CDS	1161	mmgC_1	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
FLBMOKII_00234	CDS	405	catD_2	1.-.-.-	COG2259	Putative oxidoreductase CatD
FLBMOKII_00235	CDS	708				hypothetical protein
FLBMOKII_00236	CDS	465	yjoA		COG2318	putative protein YjoA
FLBMOKII_00237	CDS	1332	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
FLBMOKII_00238	CDS	687	phoP_1		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
FLBMOKII_00239	CDS	189				hypothetical protein
FLBMOKII_00240	CDS	411				hypothetical protein
FLBMOKII_00241	CDS	222				hypothetical protein
FLBMOKII_00242	CDS	732				hypothetical protein
FLBMOKII_00243	CDS	1329	aprX	3.4.21.-	COG1404	Serine protease AprX
FLBMOKII_00244	CDS	1980	ltaS1		COG1368	Lipoteichoic acid synthase 1
FLBMOKII_00245	CDS	636	ytaF			putative sporulation protein YtaF
FLBMOKII_00246	CDS	996				hypothetical protein
FLBMOKII_00247	CDS	930	bglK	2.7.1.85	COG1940	Beta-glucoside kinase
FLBMOKII_00248	CDS	822	uppP	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
FLBMOKII_00249	CDS	1071	murG	2.4.1.227		UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
FLBMOKII_00250	CDS	729				hypothetical protein
FLBMOKII_00251	CDS	597	dedA		COG0586	Protein DedA
FLBMOKII_00252	CDS	1146	ugtP_1	2.4.1.315		Processive diacylglycerol beta-glucosyltransferase
FLBMOKII_00253	CDS	1095	ddl	6.3.2.4		D-alanine--D-alanine ligase
FLBMOKII_00254	CDS	1383	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
FLBMOKII_00255	CDS	699		3.1.1.23		Thermostable monoacylglycerol lipase
FLBMOKII_00256	CDS	1404	cshA	3.6.4.13	COG0513	DEAD-box ATP-dependent RNA helicase CshA
FLBMOKII_00257	CDS	618	glpG	3.4.21.105		Rhomboid protease GlpG
FLBMOKII_00258	CDS	390	acpS	2.7.8.7	COG0736	Holo-[acyl-carrier-protein] synthase
FLBMOKII_00259	CDS	1014	ydcC		COG2834	Sporulation protein YdcC
FLBMOKII_00260	CDS	1155	alr	5.1.1.1		Alanine racemase
FLBMOKII_00261	CDS	282	ndoAI		COG0864	Antitoxin EndoAI
FLBMOKII_00262	CDS	351	ndoA	3.1.27.-	COG2337	Endoribonuclease EndoA
FLBMOKII_00263	CDS	153				hypothetical protein
FLBMOKII_00264	CDS	2166	yhgF		COG2183	Protein YhgF
FLBMOKII_00265	CDS	489				Protein SprT-like protein
FLBMOKII_00266	tRNA	75				tRNA-Asn(gtt)
FLBMOKII_00267	tRNA	93				tRNA-Ser(gct)
FLBMOKII_00268	tRNA	73				tRNA-Glu(ttc)
FLBMOKII_00269	tRNA	76				tRNA-Asp(gtc)
FLBMOKII_00270	tRNA	75				tRNA-Gln(ttg)
FLBMOKII_00271	tRNA	76				tRNA-Lys(ttt)
FLBMOKII_00272	tRNA	83				tRNA-Leu(tag)
FLBMOKII_00273	tRNA	83				tRNA-Leu(gag)
FLBMOKII_00274	tRNA	76				tRNA-Arg(acg)
FLBMOKII_00275	tRNA	74				tRNA-Pro(tgg)
FLBMOKII_00276	tRNA	74				tRNA-Gly(tcc)
FLBMOKII_00277	CDS	255				hypothetical protein
FLBMOKII_00278	CDS	294				hypothetical protein
FLBMOKII_00279	CDS	459	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
FLBMOKII_00280	CDS	741	tsaB		COG1214	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
FLBMOKII_00281	CDS	453	rimI	2.3.1.266	COG0456	[Ribosomal protein S18]-alanine N-acetyltransferase
FLBMOKII_00282	CDS	1014	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
FLBMOKII_00283	CDS	309				hypothetical protein
FLBMOKII_00284	CDS	1932	yheS		COG0488	putative ABC transporter ATP-binding protein YheS
FLBMOKII_00285	CDS	489	moaC	4.6.1.17	COG0315	Cyclic pyranopterin monophosphate synthase
FLBMOKII_00286	CDS	642	rex		COG2344	Redox-sensing transcriptional repressor Rex
FLBMOKII_00287	CDS	153	tatAy_1			Sec-independent protein translocase protein TatAy
FLBMOKII_00288	CDS	744	tatC2		COG0805	Sec-independent protein translocase protein TatCy
FLBMOKII_00289	CDS	180				hypothetical protein
FLBMOKII_00290	CDS	735	MroQ	3.4.22.-		Membrane-embedded CAAX protease MroQ
FLBMOKII_00291	CDS	285	groS			10 kDa chaperonin
FLBMOKII_00292	CDS	1623	groL			60 kDa chaperonin
FLBMOKII_00293	CDS	1245	khtU		COG0475	K(+)/H(+) antiporter subunit KhtU
FLBMOKII_00294	CDS	495	khtT		COG0490	K(+)/H(+) antiporter subunit KhtT
FLBMOKII_00295	CDS	1371	fumC	4.2.1.2		Fumarate hydratase class II
FLBMOKII_00296	CDS	1224				hypothetical protein
FLBMOKII_00297	CDS	951				hypothetical protein
FLBMOKII_00298	CDS	1164				hypothetical protein
FLBMOKII_00299	CDS	1917				hypothetical protein
FLBMOKII_00300	CDS	1743	guaA	6.3.5.2		GMP synthase [glutamine-hydrolyzing]
FLBMOKII_00301	CDS	1170				IS256 family transposase IS654
FLBMOKII_00302	CDS	879				IS982 family transposase ISGsp1
FLBMOKII_00303	CDS	525				hypothetical protein
FLBMOKII_00304	CDS	1326	pbuG		COG2252	Guanine/hypoxanthine permease PbuG
FLBMOKII_00305	CDS	543	ydaF	2.3.1.-	COG1670	Putative ribosomal N-acetyltransferase YdaF
FLBMOKII_00306	CDS	255				hypothetical protein
FLBMOKII_00307	CDS	294				hypothetical protein
FLBMOKII_00308	CDS	444				hypothetical protein
FLBMOKII_00309	CDS	489	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
FLBMOKII_00310	CDS	1158	purK	6.3.4.18		N5-carboxyaminoimidazole ribonucleotide synthase
FLBMOKII_00311	CDS	1296	purB	4.3.2.2	COG0015	Adenylosuccinate lyase
FLBMOKII_00312	CDS	732	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
FLBMOKII_00313	CDS	255	purS	6.3.5.3	COG1828	Phosphoribosylformylglycinamidine synthase subunit PurS
FLBMOKII_00314	CDS	687	purQ	6.3.5.3	COG0047	Phosphoribosylformylglycinamidine synthase subunit PurQ
FLBMOKII_00315	CDS	2229	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase subunit PurL
FLBMOKII_00316	CDS	1413	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
FLBMOKII_00317	CDS	1041	purM	6.3.3.1	COG0150	Phosphoribosylformylglycinamidine cyclo-ligase
FLBMOKII_00318	CDS	630	purN	2.1.2.2		Phosphoribosylglycinamide formyltransferase
FLBMOKII_00319	CDS	1539	purH			Bifunctional purine biosynthesis protein PurH
FLBMOKII_00320	CDS	1293	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
FLBMOKII_00321	CDS	108				hypothetical protein
FLBMOKII_00322	CDS	246				hypothetical protein
FLBMOKII_00323	CDS	1746	yerA_1	3.5.4.2	COG1001	Putative adenine deaminase YerA
FLBMOKII_00324	CDS	1020	yerB			Putative lipoprotein YerB
FLBMOKII_00325	CDS	318				hypothetical protein
FLBMOKII_00326	CDS	720	pcrB	2.5.1.-	COG1646	Heptaprenylglyceryl phosphate synthase
FLBMOKII_00327	CDS	2175	pcrA	3.6.4.12		ATP-dependent DNA helicase PcrA
FLBMOKII_00328	CDS	2013	ligA	6.5.1.2		DNA ligase
FLBMOKII_00329	CDS	1224				hypothetical protein
FLBMOKII_00330	CDS	483	yvdD		COG1611	LOG family protein YvdD
FLBMOKII_00331	CDS	1476	rebO	1.4.3.23		Flavin-dependent L-tryptophan oxidase RebO
FLBMOKII_00332	CDS	774				hypothetical protein
FLBMOKII_00333	CDS	390				hypothetical protein
FLBMOKII_00334	CDS	291	gatC	6.3.5.-		Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C
FLBMOKII_00335	CDS	1458	gatA	6.3.5.7		Glutamyl-tRNA(Gln) amidotransferase subunit A
FLBMOKII_00336	CDS	1431	gatB	6.3.5.-	COG0064	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
FLBMOKII_00337	CDS	1305		2.5.1.-	COG2873	O-acetyl-L-homoserine sulfhydrylase
FLBMOKII_00338	CDS	879				IS982 family transposase ISGth1
FLBMOKII_00339	CDS	1134			COG3385	IS4 family transposase IS5377
FLBMOKII_00340	CDS	777	nisC			Nisin biosynthesis protein NisC
FLBMOKII_00341	CDS	699	saeR			Response regulator SaeR
FLBMOKII_00342	CDS	1419	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
FLBMOKII_00343	CDS	435				hypothetical protein
FLBMOKII_00344	CDS	789				hypothetical protein
FLBMOKII_00345	CDS	747				hypothetical protein
FLBMOKII_00346	CDS	690	bcrA_1			Bacitracin transport ATP-binding protein BcrA
FLBMOKII_00347	CDS	630	opuCB		COG1174	Glycine betaine/carnitine/choline transport system permease protein OpuCB
