Gene ID,Organism,Gene Family,Genome ID,UniProtKB,Partition
MEBKDNAM_01842,Geobacillus_thermodenitrificans_NG80-2,IJIGFOAD_00032,IJIGFOAD,,persistent
NCBEONCI_02419,Geobacillus_thermodenitrificans_JSC_T9a,IJIGFOAD_00032,IJIGFOAD,,persistent
FLBMOKII_01941,Geobacillus_thermodenitrificans_T12,IJIGFOAD_00032,IJIGFOAD,,persistent
KGENGAEB_01968,Geobacillus_thermodenitrificans_thermodenitrificans_DSM_465,IJIGFOAD_00097,IJIGFOAD,,persistent
IJIGFOAD_00097,Geobacillus_thermodenitrificans_KCTC3902,IJIGFOAD_00097,IJIGFOAD,,persistent
AHOIKHHK_02223,Geobacillus_thermodenitrificans_K1041,IJIGFOAD_00097,IJIGFOAD,,persistent
FDKLAMFJ_00226,Geobacillus_thermodenitrificans_ID-1,IJIGFOAD_00097,IJIGFOAD,,persistent
HLMLLCKC_03151,Geobacillus_thermodenitrificans_OS27,IJIGFOAD_00097,IJIGFOAD,,persistent
MEBKDNAM_01765,Geobacillus_thermodenitrificans_NG80-2,IJIGFOAD_00097,IJIGFOAD,,persistent
NCBEONCI_02338,Geobacillus_thermodenitrificans_JSC_T9a,IJIGFOAD_00097,IJIGFOAD,,persistent
FLBMOKII_01858,Geobacillus_thermodenitrificans_T12,IJIGFOAD_00097,IJIGFOAD,,persistent
KGENGAEB_00952,Geobacillus_thermodenitrificans_thermodenitrificans_DSM_465,IJIGFOAD_00200,IJIGFOAD,,persistent
IJIGFOAD_00200,Geobacillus_thermodenitrificans_KCTC3902,IJIGFOAD_00200,IJIGFOAD,,persistent
AHOIKHHK_03393,Geobacillus_thermodenitrificans_K1041,IJIGFOAD_00200,IJIGFOAD,,persistent
FDKLAMFJ_00323,Geobacillus_thermodenitrificans_ID-1,IJIGFOAD_00200,IJIGFOAD,,persistent
HLMLLCKC_00885,Geobacillus_thermodenitrificans_OS27,IJIGFOAD_00200,IJIGFOAD,,persistent
MEBKDNAM_01635,Geobacillus_thermodenitrificans_NG80-2,IJIGFOAD_00200,IJIGFOAD,,persistent
NCBEONCI_02204,Geobacillus_thermodenitrificans_JSC_T9a,IJIGFOAD_00200,IJIGFOAD,,persistent
FLBMOKII_01750,Geobacillus_thermodenitrificans_T12,IJIGFOAD_00200,IJIGFOAD,,persistent
KGENGAEB_00984,Geobacillus_thermodenitrificans_thermodenitrificans_DSM_465,IJIGFOAD_00232,IJIGFOAD,,persistent
IJIGFOAD_00232,Geobacillus_thermodenitrificans_KCTC3902,IJIGFOAD_00232,IJIGFOAD,,persistent
AHOIKHHK_01663,Geobacillus_thermodenitrificans_K1041,IJIGFOAD_00232,IJIGFOAD,,persistent
FDKLAMFJ_00355,Geobacillus_thermodenitrificans_ID-1,IJIGFOAD_00232,IJIGFOAD,,persistent
HLMLLCKC_00917,Geobacillus_thermodenitrificans_OS27,IJIGFOAD_00232,IJIGFOAD,,persistent
MEBKDNAM_01603,Geobacillus_thermodenitrificans_NG80-2,IJIGFOAD_00232,IJIGFOAD,,persistent
NCBEONCI_02172,Geobacillus_thermodenitrificans_JSC_T9a,IJIGFOAD_00232,IJIGFOAD,,persistent
FLBMOKII_01718,Geobacillus_thermodenitrificans_T12,IJIGFOAD_00232,IJIGFOAD,,persistent
NCBEONCI_02138,Geobacillus_thermodenitrificans_JSC_T9a,IJIGFOAD_00267,IJIGFOAD,,persistent
KGENGAEB_01082,Geobacillus_thermodenitrificans_thermodenitrificans_DSM_465,IJIGFOAD_00331,IJIGFOAD,,persistent
IJIGFOAD_00331,Geobacillus_thermodenitrificans_KCTC3902,IJIGFOAD_00331,IJIGFOAD,,persistent
AHOIKHHK_01565,Geobacillus_thermodenitrificans_K1041,IJIGFOAD_00331,IJIGFOAD,,persistent
FDKLAMFJ_00453,Geobacillus_thermodenitrificans_ID-1,IJIGFOAD_00331,IJIGFOAD,,persistent
HLMLLCKC_01016,Geobacillus_thermodenitrificans_OS27,IJIGFOAD_00331,IJIGFOAD,,persistent
MEBKDNAM_01505,Geobacillus_thermodenitrificans_NG80-2,IJIGFOAD_00331,IJIGFOAD,,persistent
NCBEONCI_02073,Geobacillus_thermodenitrificans_JSC_T9a,IJIGFOAD_00331,IJIGFOAD,,persistent
FLBMOKII_01620,Geobacillus_thermodenitrificans_T12,IJIGFOAD_00331,IJIGFOAD,,persistent
KGENGAEB_01114,Geobacillus_thermodenitrificans_thermodenitrificans_DSM_465,IJIGFOAD_00363,IJIGFOAD,,persistent
IJIGFOAD_00363,Geobacillus_thermodenitrificans_KCTC3902,IJIGFOAD_00363,IJIGFOAD,,persistent
AHOIKHHK_01533,Geobacillus_thermodenitrificans_K1041,IJIGFOAD_00363,IJIGFOAD,,persistent
FDKLAMFJ_00485,Geobacillus_thermodenitrificans_ID-1,IJIGFOAD_00363,IJIGFOAD,,persistent
HLMLLCKC_01047,Geobacillus_thermodenitrificans_OS27,IJIGFOAD_00363,IJIGFOAD,,persistent
MEBKDNAM_01473,Geobacillus_thermodenitrificans_NG80-2,IJIGFOAD_00363,IJIGFOAD,,persistent
NCBEONCI_02041,Geobacillus_thermodenitrificans_JSC_T9a,IJIGFOAD_00363,IJIGFOAD,,persistent
FLBMOKII_01587,Geobacillus_thermodenitrificans_T12,IJIGFOAD_00363,IJIGFOAD,,persistent
KGENGAEB_01178,Geobacillus_thermodenitrificans_thermodenitrificans_DSM_465,IJIGFOAD_00427,IJIGFOAD,,persistent
IJIGFOAD_00427,Geobacillus_thermodenitrificans_KCTC3902,IJIGFOAD_00427,IJIGFOAD,,persistent
AHOIKHHK_01995,Geobacillus_thermodenitrificans_K1041,IJIGFOAD_00427,IJIGFOAD,,persistent
FDKLAMFJ_00550,Geobacillus_thermodenitrificans_ID-1,IJIGFOAD_00427,IJIGFOAD,,persistent
HLMLLCKC_01111,Geobacillus_thermodenitrificans_OS27,IJIGFOAD_00427,IJIGFOAD,,persistent
MEBKDNAM_01410,Geobacillus_thermodenitrificans_NG80-2,IJIGFOAD_00427,IJIGFOAD,,persistent
NCBEONCI_01977,Geobacillus_thermodenitrificans_JSC_T9a,IJIGFOAD_00427,IJIGFOAD,,persistent
FLBMOKII_01521,Geobacillus_thermodenitrificans_T12,IJIGFOAD_00427,IJIGFOAD,,persistent
KGENGAEB_00298,Geobacillus_thermodenitrificans_thermodenitrificans_DSM_465,IJIGFOAD_00684,IJIGFOAD,,persistent
IJIGFOAD_00684,Geobacillus_thermodenitrificans_KCTC3902,IJIGFOAD_00684,IJIGFOAD,,persistent
AHOIKHHK_02871,Geobacillus_thermodenitrificans_K1041,IJIGFOAD_00684,IJIGFOAD,,persistent
FDKLAMFJ_00824,Geobacillus_thermodenitrificans_ID-1,IJIGFOAD_00684,IJIGFOAD,,persistent
HLMLLCKC_01703,Geobacillus_thermodenitrificans_OS27,IJIGFOAD_00684,IJIGFOAD,,persistent
MEBKDNAM_01153,Geobacillus_thermodenitrificans_NG80-2,IJIGFOAD_00684,IJIGFOAD,,persistent
NCBEONCI_00940,Geobacillus_thermodenitrificans_JSC_T9a,IJIGFOAD_00684,IJIGFOAD,,persistent
FLBMOKII_01261,Geobacillus_thermodenitrificans_T12,IJIGFOAD_00684,IJIGFOAD,,persistent
KGENGAEB_02513,Geobacillus_thermodenitrificans_thermodenitrificans_DSM_465,IJIGFOAD_01037,IJIGFOAD,,persistent
IJIGFOAD_01037,Geobacillus_thermodenitrificans_KCTC3902,IJIGFOAD_01037,IJIGFOAD,,persistent
AHOIKHHK_00971,Geobacillus_thermodenitrificans_K1041,IJIGFOAD_01037,IJIGFOAD,,persistent
FDKLAMFJ_01232,Geobacillus_thermodenitrificans_ID-1,IJIGFOAD_01037,IJIGFOAD,,persistent
HLMLLCKC_02601,Geobacillus_thermodenitrificans_OS27,IJIGFOAD_01037,IJIGFOAD,,persistent
MEBKDNAM_00770,Geobacillus_thermodenitrificans_NG80-2,IJIGFOAD_01037,IJIGFOAD,,persistent
NCBEONCI_01287,Geobacillus_thermodenitrificans_JSC_T9a,IJIGFOAD_01037,IJIGFOAD,,persistent
FLBMOKII_00860,Geobacillus_thermodenitrificans_T12,IJIGFOAD_01037,IJIGFOAD,,persistent
KGENGAEB_03218,Geobacillus_thermodenitrificans_thermodenitrificans_DSM_465,IJIGFOAD_01101,IJIGFOAD,,persistent
IJIGFOAD_01101,Geobacillus_thermodenitrificans_KCTC3902,IJIGFOAD_01101,IJIGFOAD,,persistent
AHOIKHHK_01035,Geobacillus_thermodenitrificans_K1041,IJIGFOAD_01101,IJIGFOAD,,persistent
FDKLAMFJ_01297,Geobacillus_thermodenitrificans_ID-1,IJIGFOAD_01101,IJIGFOAD,,persistent
HLMLLCKC_02537,Geobacillus_thermodenitrificans_OS27,IJIGFOAD_01101,IJIGFOAD,,persistent
NCBEONCI_01351,Geobacillus_thermodenitrificans_JSC_T9a,IJIGFOAD_01101,IJIGFOAD,,persistent
FLBMOKII_00796,Geobacillus_thermodenitrificans_T12,IJIGFOAD_01101,IJIGFOAD,,persistent
KGENGAEB_02234,Geobacillus_thermodenitrificans_thermodenitrificans_DSM_465,IJIGFOAD_01133,IJIGFOAD,,persistent
IJIGFOAD_01133,Geobacillus_thermodenitrificans_KCTC3902,IJIGFOAD_01133,IJIGFOAD,,persistent
AHOIKHHK_01069,Geobacillus_thermodenitrificans_K1041,IJIGFOAD_01133,IJIGFOAD,,persistent
FDKLAMFJ_01331,Geobacillus_thermodenitrificans_ID-1,IJIGFOAD_01133,IJIGFOAD,,persistent
HLMLLCKC_02509,Geobacillus_thermodenitrificans_OS27,IJIGFOAD_01133,IJIGFOAD,,persistent
MEBKDNAM_00674,Geobacillus_thermodenitrificans_NG80-2,IJIGFOAD_01133,IJIGFOAD,,persistent
NCBEONCI_01384,Geobacillus_thermodenitrificans_JSC_T9a,IJIGFOAD_01133,IJIGFOAD,,persistent
FLBMOKII_00767,Geobacillus_thermodenitrificans_T12,IJIGFOAD_01133,IJIGFOAD,,persistent
KGENGAEB_02330,Geobacillus_thermodenitrificans_thermodenitrificans_DSM_465,IJIGFOAD_01229,IJIGFOAD,,persistent
IJIGFOAD_01229,Geobacillus_thermodenitrificans_KCTC3902,IJIGFOAD_01229,IJIGFOAD,,persistent
AHOIKHHK_00447,Geobacillus_thermodenitrificans_K1041,IJIGFOAD_01229,IJIGFOAD,,persistent
FDKLAMFJ_01427,Geobacillus_thermodenitrificans_ID-1,IJIGFOAD_01229,IJIGFOAD,,persistent
HLMLLCKC_00138,Geobacillus_thermodenitrificans_OS27,IJIGFOAD_01229,IJIGFOAD,,persistent
MEBKDNAM_00578,Geobacillus_thermodenitrificans_NG80-2,IJIGFOAD_01229,IJIGFOAD,,persistent
NCBEONCI_01481,Geobacillus_thermodenitrificans_JSC_T9a,IJIGFOAD_01229,IJIGFOAD,,persistent
FLBMOKII_00671,Geobacillus_thermodenitrificans_T12,IJIGFOAD_01229,IJIGFOAD,,persistent
KGENGAEB_02989,Geobacillus_thermodenitrificans_thermodenitrificans_DSM_465,IJIGFOAD_01282,IJIGFOAD,,persistent
IJIGFOAD_01282,Geobacillus_thermodenitrificans_KCTC3902,IJIGFOAD_01282,IJIGFOAD,,persistent
AHOIKHHK_02300,Geobacillus_thermodenitrificans_K1041,IJIGFOAD_01282,IJIGFOAD,,persistent
FDKLAMFJ_01495,Geobacillus_thermodenitrificans_ID-1,IJIGFOAD_01282,IJIGFOAD,,persistent
HLMLLCKC_01451,Geobacillus_thermodenitrificans_OS27,IJIGFOAD_01282,IJIGFOAD,,persistent
MEBKDNAM_00525,Geobacillus_thermodenitrificans_NG80-2,IJIGFOAD_01282,IJIGFOAD,,persistent
NCBEONCI_01524,Geobacillus_thermodenitrificans_JSC_T9a,IJIGFOAD_01282,IJIGFOAD,,persistent
FLBMOKII_00600,Geobacillus_thermodenitrificans_T12,IJIGFOAD_01282,IJIGFOAD,,persistent
KGENGAEB_02444,Geobacillus_thermodenitrificans_thermodenitrificans_DSM_465,IJIGFOAD_01442,IJIGFOAD,,persistent
IJIGFOAD_01442,Geobacillus_thermodenitrificans_KCTC3902,IJIGFOAD_01442,IJIGFOAD,,persistent
AHOIKHHK_01706,Geobacillus_thermodenitrificans_K1041,IJIGFOAD_01442,IJIGFOAD,,persistent
FDKLAMFJ_01684,Geobacillus_thermodenitrificans_ID-1,IJIGFOAD_01442,IJIGFOAD,,persistent
HLMLLCKC_02701,Geobacillus_thermodenitrificans_OS27,IJIGFOAD_01442,IJIGFOAD,,persistent
MEBKDNAM_00364,Geobacillus_thermodenitrificans_NG80-2,IJIGFOAD_01442,IJIGFOAD,,persistent
NCBEONCI_02705,Geobacillus_thermodenitrificans_JSC_T9a,IJIGFOAD_01442,IJIGFOAD,,persistent
FLBMOKII_00422,Geobacillus_thermodenitrificans_T12,IJIGFOAD_01442,IJIGFOAD,,persistent
KGENGAEB_03409,Geobacillus_thermodenitrificans_thermodenitrificans_DSM_465,IJIGFOAD_01474,IJIGFOAD,,persistent
IJIGFOAD_01474,Geobacillus_thermodenitrificans_KCTC3902,IJIGFOAD_01474,IJIGFOAD,,persistent
IJIGFOAD_01462,Geobacillus_thermodenitrificans_KCTC3902,IJIGFOAD_01474,IJIGFOAD,,persistent
AHOIKHHK_00439,Geobacillus_thermodenitrificans_K1041,IJIGFOAD_01474,IJIGFOAD,,persistent
FDKLAMFJ_01705,Geobacillus_thermodenitrificans_ID-1,IJIGFOAD_01474,IJIGFOAD,,persistent
HLMLLCKC_01586,Geobacillus_thermodenitrificans_OS27,IJIGFOAD_01474,IJIGFOAD,,persistent
MEBKDNAM_00345,Geobacillus_thermodenitrificans_NG80-2,IJIGFOAD_01474,IJIGFOAD,,persistent
NCBEONCI_02730,Geobacillus_thermodenitrificans_JSC_T9a,IJIGFOAD_01474,IJIGFOAD,,persistent
FLBMOKII_00388,Geobacillus_thermodenitrificans_T12,IJIGFOAD_01474,IJIGFOAD,,persistent
KGENGAEB_02695,Geobacillus_thermodenitrificans_thermodenitrificans_DSM_465,IJIGFOAD_01506,IJIGFOAD,,persistent
IJIGFOAD_01506,Geobacillus_thermodenitrificans_KCTC3902,IJIGFOAD_01506,IJIGFOAD,,persistent
AHOIKHHK_03252,Geobacillus_thermodenitrificans_K1041,IJIGFOAD_01506,IJIGFOAD,,persistent
FDKLAMFJ_01741,Geobacillus_thermodenitrificans_ID-1,IJIGFOAD_01506,IJIGFOAD,,persistent
HLMLLCKC_01554,Geobacillus_thermodenitrificans_OS27,IJIGFOAD_01506,IJIGFOAD,,persistent
MEBKDNAM_00313,Geobacillus_thermodenitrificans_NG80-2,IJIGFOAD_01506,IJIGFOAD,,persistent
NCBEONCI_02760,Geobacillus_thermodenitrificans_JSC_T9a,IJIGFOAD_01506,IJIGFOAD,,persistent
FLBMOKII_00342,Geobacillus_thermodenitrificans_T12,IJIGFOAD_01506,IJIGFOAD,,persistent
IJIGFOAD_01581,Geobacillus_thermodenitrificans_KCTC3902,IJIGFOAD_01581,IJIGFOAD,,persistent
AHOIKHHK_01164,Geobacillus_thermodenitrificans_K1041,IJIGFOAD_01581,IJIGFOAD,,persistent
FDKLAMFJ_01819,Geobacillus_thermodenitrificans_ID-1,IJIGFOAD_01581,IJIGFOAD,,persistent
HLMLLCKC_01293,Geobacillus_thermodenitrificans_OS27,IJIGFOAD_01581,IJIGFOAD,,persistent
MEBKDNAM_00235,Geobacillus_thermodenitrificans_NG80-2,IJIGFOAD_01581,IJIGFOAD,,persistent
FLBMOKII_00263,Geobacillus_thermodenitrificans_T12,IJIGFOAD_01581,IJIGFOAD,,persistent
KGENGAEB_02644,Geobacillus_thermodenitrificans_thermodenitrificans_DSM_465,IJIGFOAD_01645,IJIGFOAD,,persistent
IJIGFOAD_01645,Geobacillus_thermodenitrificans_KCTC3902,IJIGFOAD_01645,IJIGFOAD,,persistent
AHOIKHHK_03183,Geobacillus_thermodenitrificans_K1041,IJIGFOAD_01645,IJIGFOAD,,persistent
FDKLAMFJ_01883,Geobacillus_thermodenitrificans_ID-1,IJIGFOAD_01645,IJIGFOAD,,persistent
HLMLLCKC_01344,Geobacillus_thermodenitrificans_OS27,IJIGFOAD_01645,IJIGFOAD,,persistent
MEBKDNAM_00184,Geobacillus_thermodenitrificans_NG80-2,IJIGFOAD_01645,IJIGFOAD,,persistent
NCBEONCI_03508,Geobacillus_thermodenitrificans_JSC_T9a,IJIGFOAD_01645,IJIGFOAD,,persistent
NCBEONCI_03507,Geobacillus_thermodenitrificans_JSC_T9a,IJIGFOAD_01645,IJIGFOAD,,persistent
FLBMOKII_00199,Geobacillus_thermodenitrificans_T12,IJIGFOAD_01645,IJIGFOAD,,persistent
MEBKDNAM_03520,Geobacillus_thermodenitrificans_NG80-2,IJIGFOAD_01890,IJIGFOAD,,persistent
KGENGAEB_01758,Geobacillus_thermodenitrificans_thermodenitrificans_DSM_465,IJIGFOAD_02018,IJIGFOAD,,cloud
IJIGFOAD_02018,Geobacillus_thermodenitrificans_KCTC3902,IJIGFOAD_02018,IJIGFOAD,,cloud
NCBEONCI_02842,Geobacillus_thermodenitrificans_JSC_T9a,IJIGFOAD_02018,IJIGFOAD,,cloud
KGENGAEB_01790,Geobacillus_thermodenitrificans_thermodenitrificans_DSM_465,IJIGFOAD_02050,IJIGFOAD,,persistent
IJIGFOAD_02050,Geobacillus_thermodenitrificans_KCTC3902,IJIGFOAD_02050,IJIGFOAD,,persistent
AHOIKHHK_01833,Geobacillus_thermodenitrificans_K1041,IJIGFOAD_02050,IJIGFOAD,,persistent
FDKLAMFJ_02306,Geobacillus_thermodenitrificans_ID-1,IJIGFOAD_02050,IJIGFOAD,,persistent
HLMLLCKC_00070,Geobacillus_thermodenitrificans_OS27,IJIGFOAD_02050,IJIGFOAD,,persistent
MEBKDNAM_03345,Geobacillus_thermodenitrificans_NG80-2,IJIGFOAD_02050,IJIGFOAD,,persistent
NCBEONCI_02883,Geobacillus_thermodenitrificans_JSC_T9a,IJIGFOAD_02050,IJIGFOAD,,persistent
FLBMOKII_03365,Geobacillus_thermodenitrificans_T12,IJIGFOAD_02050,IJIGFOAD,,persistent
AHOIKHHK_03258,Geobacillus_thermodenitrificans_K1041,IJIGFOAD_02082,IJIGFOAD,,persistent
HLMLLCKC_02683,Geobacillus_thermodenitrificans_OS27,IJIGFOAD_02082,IJIGFOAD,,persistent
KGENGAEB_02174,Geobacillus_thermodenitrificans_thermodenitrificans_DSM_465,IJIGFOAD_02114,IJIGFOAD,,persistent
IJIGFOAD_02114,Geobacillus_thermodenitrificans_KCTC3902,IJIGFOAD_02114,IJIGFOAD,,persistent
AHOIKHHK_01327,Geobacillus_thermodenitrificans_K1041,IJIGFOAD_02114,IJIGFOAD,,persistent
FDKLAMFJ_02372,Geobacillus_thermodenitrificans_ID-1,IJIGFOAD_02114,IJIGFOAD,,persistent
HLMLLCKC_02369,Geobacillus_thermodenitrificans_OS27,IJIGFOAD_02114,IJIGFOAD,,persistent
MEBKDNAM_03268,Geobacillus_thermodenitrificans_NG80-2,IJIGFOAD_02114,IJIGFOAD,,persistent
NCBEONCI_02948,Geobacillus_thermodenitrificans_JSC_T9a,IJIGFOAD_02114,IJIGFOAD,,persistent
FLBMOKII_03298,Geobacillus_thermodenitrificans_T12,IJIGFOAD_02114,IJIGFOAD,,persistent
KGENGAEB_02143,Geobacillus_thermodenitrificans_thermodenitrificans_DSM_465,IJIGFOAD_02146,IJIGFOAD,,cloud
IJIGFOAD_02146,Geobacillus_thermodenitrificans_KCTC3902,IJIGFOAD_02146,IJIGFOAD,,cloud
FDKLAMFJ_02421,Geobacillus_thermodenitrificans_ID-1,IJIGFOAD_02146,IJIGFOAD,,cloud
MEBKDNAM_03235,Geobacillus_thermodenitrificans_NG80-2,IJIGFOAD_02146,IJIGFOAD,,cloud
KGENGAEB_02079,Geobacillus_thermodenitrificans_thermodenitrificans_DSM_465,IJIGFOAD_02210,IJIGFOAD,,persistent
IJIGFOAD_02210,Geobacillus_thermodenitrificans_KCTC3902,IJIGFOAD_02210,IJIGFOAD,,persistent
AHOIKHHK_00679,Geobacillus_thermodenitrificans_K1041,IJIGFOAD_02210,IJIGFOAD,,persistent
FDKLAMFJ_02497,Geobacillus_thermodenitrificans_ID-1,IJIGFOAD_02210,IJIGFOAD,,persistent
HLMLLCKC_03307,Geobacillus_thermodenitrificans_OS27,IJIGFOAD_02210,IJIGFOAD,,persistent
MEBKDNAM_03168,Geobacillus_thermodenitrificans_NG80-2,IJIGFOAD_02210,IJIGFOAD,,persistent
NCBEONCI_03147,Geobacillus_thermodenitrificans_JSC_T9a,IJIGFOAD_02210,IJIGFOAD,,persistent
FLBMOKII_03192,Geobacillus_thermodenitrificans_T12,IJIGFOAD_02210,IJIGFOAD,,persistent
KGENGAEB_03169,Geobacillus_thermodenitrificans_thermodenitrificans_DSM_465,IJIGFOAD_02276,IJIGFOAD,,persistent
IJIGFOAD_02276,Geobacillus_thermodenitrificans_KCTC3902,IJIGFOAD_02276,IJIGFOAD,,persistent
AHOIKHHK_02737,Geobacillus_thermodenitrificans_K1041,IJIGFOAD_02276,IJIGFOAD,,persistent
FDKLAMFJ_02563,Geobacillus_thermodenitrificans_ID-1,IJIGFOAD_02276,IJIGFOAD,,persistent
HLMLLCKC_03242,Geobacillus_thermodenitrificans_OS27,IJIGFOAD_02276,IJIGFOAD,,persistent
MEBKDNAM_03103,Geobacillus_thermodenitrificans_NG80-2,IJIGFOAD_02276,IJIGFOAD,,persistent
NCBEONCI_03310,Geobacillus_thermodenitrificans_JSC_T9a,IJIGFOAD_02276,IJIGFOAD,,persistent
FLBMOKII_03127,Geobacillus_thermodenitrificans_T12,IJIGFOAD_02276,IJIGFOAD,,persistent
IJIGFOAD_02936,Geobacillus_thermodenitrificans_KCTC3902,IJIGFOAD_02340,IJIGFOAD,,cloud
IJIGFOAD_02340,Geobacillus_thermodenitrificans_KCTC3902,IJIGFOAD_02340,IJIGFOAD,,cloud
AHOIKHHK_03491,Geobacillus_thermodenitrificans_K1041,IJIGFOAD_02340,IJIGFOAD,,cloud
KGENGAEB_02837,Geobacillus_thermodenitrificans_thermodenitrificans_DSM_465,IJIGFOAD_02404,IJIGFOAD,,persistent
IJIGFOAD_02404,Geobacillus_thermodenitrificans_KCTC3902,IJIGFOAD_02404,IJIGFOAD,,persistent
AHOIKHHK_00612,Geobacillus_thermodenitrificans_K1041,IJIGFOAD_02404,IJIGFOAD,,persistent
FDKLAMFJ_02628,Geobacillus_thermodenitrificans_ID-1,IJIGFOAD_02404,IJIGFOAD,,persistent
HLMLLCKC_00698,Geobacillus_thermodenitrificans_OS27,IJIGFOAD_02404,IJIGFOAD,,persistent
MEBKDNAM_03041,Geobacillus_thermodenitrificans_NG80-2,IJIGFOAD_02404,IJIGFOAD,,persistent
NCBEONCI_03248,Geobacillus_thermodenitrificans_JSC_T9a,IJIGFOAD_02404,IJIGFOAD,,persistent
FLBMOKII_03068,Geobacillus_thermodenitrificans_T12,IJIGFOAD_02404,IJIGFOAD,,persistent
KGENGAEB_00475,Geobacillus_thermodenitrificans_thermodenitrificans_DSM_465,IJIGFOAD_02452,IJIGFOAD,,persistent
IJIGFOAD_02452,Geobacillus_thermodenitrificans_KCTC3902,IJIGFOAD_02452,IJIGFOAD,,persistent
AHOIKHHK_01262,Geobacillus_thermodenitrificans_K1041,IJIGFOAD_02452,IJIGFOAD,,persistent
FDKLAMFJ_02699,Geobacillus_thermodenitrificans_ID-1,IJIGFOAD_02452,IJIGFOAD,,persistent
HLMLLCKC_02724,Geobacillus_thermodenitrificans_OS27,IJIGFOAD_02452,IJIGFOAD,,persistent
MEBKDNAM_02920,Geobacillus_thermodenitrificans_NG80-2,IJIGFOAD_02452,IJIGFOAD,,persistent
NCBEONCI_00751,Geobacillus_thermodenitrificans_JSC_T9a,IJIGFOAD_02452,IJIGFOAD,,persistent
FLBMOKII_03017,Geobacillus_thermodenitrificans_T12,IJIGFOAD_02452,IJIGFOAD,,persistent
KGENGAEB_00571,Geobacillus_thermodenitrificans_thermodenitrificans_DSM_465,IJIGFOAD_02548,IJIGFOAD,,persistent
IJIGFOAD_02548,Geobacillus_thermodenitrificans_KCTC3902,IJIGFOAD_02548,IJIGFOAD,,persistent
AHOIKHHK_00359,Geobacillus_thermodenitrificans_K1041,IJIGFOAD_02548,IJIGFOAD,,persistent
FDKLAMFJ_02810,Geobacillus_thermodenitrificans_ID-1,IJIGFOAD_02548,IJIGFOAD,,persistent
HLMLLCKC_02428,Geobacillus_thermodenitrificans_OS27,IJIGFOAD_02548,IJIGFOAD,,persistent
MEBKDNAM_02825,Geobacillus_thermodenitrificans_NG80-2,IJIGFOAD_02548,IJIGFOAD,,persistent
NCBEONCI_00654,Geobacillus_thermodenitrificans_JSC_T9a,IJIGFOAD_02548,IJIGFOAD,,persistent
FLBMOKII_02907,Geobacillus_thermodenitrificans_T12,IJIGFOAD_02548,IJIGFOAD,,persistent
KGENGAEB_00635,Geobacillus_thermodenitrificans_thermodenitrificans_DSM_465,IJIGFOAD_02612,IJIGFOAD,,persistent
