locus_tag	ftype	length_bp	gene	EC_number	COG	product
FDKLAMFJ_00071	CDS	990		1.1.1.384		dTDP-3,4-didehydro-2,6-dideoxy-alpha-D-glucose 3-reductase
FDKLAMFJ_00072	CDS	1530	rbsA_1	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
FDKLAMFJ_00073	CDS	990	rbsC_1		COG1172	Ribose import permease protein RbsC
FDKLAMFJ_00074	CDS	957	rbsB_1		COG1879	Ribose import binding protein RbsB
FDKLAMFJ_00075	CDS	1050	degA_1		COG1609	HTH-type transcriptional regulator DegA
FDKLAMFJ_00076	CDS	1023	iolG_2	1.1.1.18	COG0673	Myo-inositol 2-dehydrogenase
FDKLAMFJ_00077	CDS	1920	iolD	3.7.1.22	COG3962	3D-(3,5/4)-trihydroxycyclohexane-1,2-dione hydrolase
FDKLAMFJ_00078	CDS	897	iolE	4.2.1.44	COG1082	Inosose dehydratase
FDKLAMFJ_00079	CDS	825	iolB	5.3.1.30	COG3718	5-deoxy-glucuronate isomerase
FDKLAMFJ_00080	CDS	1011	iolC	2.7.1.92	COG0524	5-dehydro-2-deoxygluconokinase
FDKLAMFJ_00081	CDS	1461	iolA_2	1.2.1.-	COG1012	Malonate-semialdehyde dehydrogenase
FDKLAMFJ_00082	CDS	888	fbaA_1	4.1.2.13	COG0191	putative fructose-bisphosphate aldolase
FDKLAMFJ_00083	CDS	183				hypothetical protein
FDKLAMFJ_00084	CDS	879				IS982 family transposase ISGth1
FDKLAMFJ_00085	CDS	1002				hypothetical protein
FDKLAMFJ_00086	CDS	1788				hypothetical protein
FDKLAMFJ_00087	CDS	1203	rssB			Regulator of RpoS
FDKLAMFJ_00088	CDS	1077	chvE		COG4213	Multiple sugar-binding periplasmic receptor ChvE
FDKLAMFJ_00089	CDS	1542	xylG_1	7.5.2.10	COG1129	Xylose import ATP-binding protein XylG
FDKLAMFJ_00090	CDS	1224	xylH		COG4214	Xylose transport system permease protein XylH
FDKLAMFJ_00091	CDS	1095	araR_2		COG1609	Arabinose metabolism transcriptional repressor
FDKLAMFJ_00092	CDS	687	ulaF	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase UlaF
FDKLAMFJ_00093	CDS	1695	araB	2.7.1.16	COG1069	Ribulokinase
FDKLAMFJ_00094	CDS	1491	araA	5.3.1.4		L-arabinose isomerase
FDKLAMFJ_00095	CDS	1308	araN_1		COG1653	putative arabinose-binding protein
FDKLAMFJ_00096	CDS	933	araP		COG1175	L-arabinose transport system permease protein AraP
FDKLAMFJ_00097	CDS	846	araQ_1		COG0395	L-arabinose transport system permease protein AraQ
FDKLAMFJ_00098	CDS	1509	abfA	3.2.1.55		Intracellular exo-alpha-(1->5)-L-arabinofuranosidase
FDKLAMFJ_00099	CDS	996	spnN	1.1.1.384		dTDP-3,4-didehydro-2,6-dideoxy-alpha-D-glucose 3-reductase
FDKLAMFJ_00100	CDS	804	araL	3.1.3.23	COG0647	Sugar-phosphatase AraL
FDKLAMFJ_00101	CDS	1218	egsA	1.1.1.261	COG0371	Glycerol-1-phosphate dehydrogenase [NAD(P)+]
FDKLAMFJ_00102	CDS	234				hypothetical protein
FDKLAMFJ_00103	CDS	180				hypothetical protein
FDKLAMFJ_00104	CDS	1731				hypothetical protein
FDKLAMFJ_00105	CDS	792			COG4753	putative response regulatory protein
FDKLAMFJ_00106	CDS	1323				hypothetical protein
FDKLAMFJ_00107	CDS	870	ngcF_1		COG1175	Diacetylchitobiose uptake system permease protein NgcF
FDKLAMFJ_00108	CDS	867	ngcG_1		COG0395	Diacetylchitobiose uptake system permease protein NgcG
FDKLAMFJ_00109	CDS	1050	mro	5.1.3.3	COG2017	Aldose 1-epimerase
FDKLAMFJ_00110	CDS	627		3.5.1.104	COG0726	Peptidoglycan-N-acetylglucosamine deacetylase
FDKLAMFJ_00111	CDS	2124	xylA_1	3.2.1.37		Beta-xylosidase
FDKLAMFJ_00112	CDS	1002	xynA	3.2.1.8		Endo-1,4-beta-xylanase
FDKLAMFJ_00113	CDS	1644	lipO		COG1653	Lipoprotein LipO
FDKLAMFJ_00114	CDS	951	yteP		COG4209	putative multiple-sugar transport system permease YteP
FDKLAMFJ_00115	CDS	891	ycjP		COG0395	Inner membrane ABC transporter permease protein YcjP
FDKLAMFJ_00116	CDS	2055	aguA	3.2.1.131		Xylan alpha-(1->2)-glucuronosidase
FDKLAMFJ_00117	CDS	1521	xynB_1	3.2.1.37		Beta-xylosidase
FDKLAMFJ_00118	CDS	954	kdgK_2	2.7.1.45	COG0524	2-dehydro-3-deoxygluconokinase
FDKLAMFJ_00119	CDS	651	kdgA_2		COG0800	KHG/KDPG aldolase
FDKLAMFJ_00120	CDS	699	rspR		COG1802	HTH-type transcriptional repressor RspR
FDKLAMFJ_00121	CDS	1404	uxaC	5.3.1.12	COG1904	Uronate isomerase
FDKLAMFJ_00122	CDS	1116	uxuA	4.2.1.8	COG1312	Mannonate dehydratase
FDKLAMFJ_00123	CDS	846	uxuB	1.-.-.-	COG1028	putative oxidoreductase UxuB
FDKLAMFJ_00124	CDS	642	yesV		COG5578	putative protein YesV
FDKLAMFJ_00125	CDS	1224		3.2.1.8		Endo-1,4-beta-xylanase
FDKLAMFJ_00126	CDS	795				hypothetical protein
FDKLAMFJ_00127	CDS	663	axe2	3.1.1.72		Acetylxylan esterase
FDKLAMFJ_00128	CDS	1608	xynB_2	3.2.1.37	COG3507	Beta-xylosidase
FDKLAMFJ_00129	CDS	1338	xylA_2	5.3.1.5		Xylose isomerase
FDKLAMFJ_00130	CDS	1500	xylB_2	2.7.1.17	COG1070	Xylulose kinase
FDKLAMFJ_00131	CDS	180				hypothetical protein
FDKLAMFJ_00132	CDS	849				hypothetical protein
FDKLAMFJ_00133	CDS	1188	adh1	1.1.1.192	COG1454	Long-chain-alcohol dehydrogenase 1
FDKLAMFJ_00134	CDS	402				hypothetical protein
FDKLAMFJ_00135	CDS	135				hypothetical protein
FDKLAMFJ_00136	CDS	216				hypothetical protein
FDKLAMFJ_00137	CDS	300	tnrA		COG0789	HTH-type transcriptional regulator TnrA
FDKLAMFJ_00138	CDS	312	gmuB	2.7.1.205	COG1440	PTS system oligo-beta-mannoside-specific EIIB component
FDKLAMFJ_00139	CDS	333	gmuA		COG1447	PTS system oligo-beta-mannoside-specific EIIA component
FDKLAMFJ_00140	CDS	1320	gmuC		COG1455	PTS system oligo-beta-mannoside-specific EIIC component
FDKLAMFJ_00141	CDS	1413	gmuD_1	3.2.1.86	COG2723	6-phospho-beta-glucosidase GmuD
FDKLAMFJ_00142	CDS	717	gmuR		COG2188	HTH-type transcriptional regulator GmuR
FDKLAMFJ_00143	CDS	1131	ugtP_1	2.4.1.315		Processive diacylglycerol beta-glucosyltransferase
FDKLAMFJ_00144	CDS	576				hypothetical protein
FDKLAMFJ_00145	CDS	855				hypothetical protein
FDKLAMFJ_00146	CDS	927				hypothetical protein
FDKLAMFJ_00147	CDS	960	panS_1		COG0385	Pantothenate precursors transporter PanS
FDKLAMFJ_00148	CDS	222				hypothetical protein
FDKLAMFJ_00149	CDS	1995	feoB_1		COG0370	Fe(2+) transporter FeoB
FDKLAMFJ_00150	CDS	165				hypothetical protein
FDKLAMFJ_00151	CDS	597				hypothetical protein
FDKLAMFJ_00152	CDS	93				hypothetical protein
FDKLAMFJ_00153	CDS	1830				hypothetical protein
FDKLAMFJ_00154	CDS	456				hypothetical protein
FDKLAMFJ_00155	CDS	1869	nosZ	1.7.2.4		Nitrous-oxide reductase
FDKLAMFJ_00156	CDS	567				hypothetical protein
FDKLAMFJ_00157	CDS	1302	nosD			putative ABC transporter binding protein NosD
FDKLAMFJ_00158	CDS	798				hypothetical protein
FDKLAMFJ_00159	CDS	663	bcrA_1			Bacitracin transport ATP-binding protein BcrA
FDKLAMFJ_00160	CDS	912				hypothetical protein
FDKLAMFJ_00161	CDS	753	glcR		COG1349	HTH-type transcriptional repressor GlcR
FDKLAMFJ_00162	CDS	912	lacC	2.7.1.144		Tagatose-6-phosphate kinase
FDKLAMFJ_00163	CDS	1872	fruA		COG1299	PTS system fructose-specific EIIABC component
FDKLAMFJ_00164	CDS	978				hypothetical protein
FDKLAMFJ_00165	CDS	402				hypothetical protein
FDKLAMFJ_00166	CDS	750	map_1	3.4.11.18	COG0024	Methionine aminopeptidase 1
FDKLAMFJ_00167	CDS	174				hypothetical protein
FDKLAMFJ_00168	CDS	1305	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
FDKLAMFJ_00169	CDS	2367	prtV	3.4.24.-		Pre-pro-metalloprotease PrtV
FDKLAMFJ_00170	CDS	252				hypothetical protein
FDKLAMFJ_00171	CDS	795				hypothetical protein
FDKLAMFJ_00172	CDS	1011	ndhI_1	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit I, chloroplastic
FDKLAMFJ_00173	CDS	2295				hypothetical protein
FDKLAMFJ_00174	CDS	531	ytfE			Iron-sulfur cluster repair protein YtfE
FDKLAMFJ_00175	CDS	705	narX_1		COG2180	Nitrate reductase-like protein NarX
FDKLAMFJ_00176	CDS	576	narW		COG2180	putative nitrate reductase molybdenum cofactor assembly chaperone NarW
FDKLAMFJ_00177	CDS	1470	narH_1	1.7.5.1	COG1140	Respiratory nitrate reductase 1 beta chain
FDKLAMFJ_00178	CDS	3687	narG_1	1.7.5.1	COG5013	Respiratory nitrate reductase 1 alpha chain
FDKLAMFJ_00179	CDS	504				hypothetical protein
FDKLAMFJ_00180	CDS	750		3.1.1.23		Thermostable monoacylglycerol lipase
FDKLAMFJ_00181	CDS	4161	bepA_1	3.4.-.-		Beta-barrel assembly-enhancing protease
FDKLAMFJ_00182	CDS	264				hypothetical protein
FDKLAMFJ_00183	CDS	750	yidC2		COG0706	Membrane protein insertase YidC 2
FDKLAMFJ_00184	CDS	552				hypothetical protein
FDKLAMFJ_00185	CDS	1473	pncB	6.3.4.21		Nicotinate phosphoribosyltransferase
FDKLAMFJ_00186	CDS	1851	pepF1_1	3.4.24.-		Oligoendopeptidase F, plasmid
FDKLAMFJ_00187	CDS	894	ydhF	1.-.-.-	COG4989	Oxidoreductase YdhF
FDKLAMFJ_00188	CDS	2157	topB_1	5.6.2.1	COG0550	DNA topoisomerase 3
FDKLAMFJ_00189	CDS	873	glpQ_1	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase
FDKLAMFJ_00190	tRNA	73				tRNA-Gln(ttg)
FDKLAMFJ_00191	CDS	489	rraA	4.1.3.17	COG0684	Putative 4-hydroxy-4-methyl-2-oxoglutarate aldolase
FDKLAMFJ_00192	CDS	399				hypothetical protein
FDKLAMFJ_00193	CDS	744	cbiM		COG0310	Cobalt transport protein CbiM
FDKLAMFJ_00194	CDS	294	cbiN		COG1930	Cobalt transport protein CbiN
FDKLAMFJ_00195	CDS	726				hypothetical protein
FDKLAMFJ_00196	CDS	798	cbiO	3.6.3.-	COG1122	Cobalt import ATP-binding protein CbiO
FDKLAMFJ_00197	CDS	1782		2.1.1.272	COG1010	Cobalt-factor III methyltransferase
FDKLAMFJ_00198	CDS	825	cbiX	4.99.1.3	COG2138	Sirohydrochlorin cobaltochelatase
FDKLAMFJ_00199	CDS	777	cbiJ	1.3.1.106	COG2099	Cobalt-precorrin-6A reductase
FDKLAMFJ_00200	CDS	648	cbiC	5.4.99.60	COG2082	Cobalt-precorrin-8 methylmutase
FDKLAMFJ_00201	CDS	1119	cbiD	2.1.1.195	COG1903	Cobalt-precorrin-5B C(1)-methyltransferase
FDKLAMFJ_00202	CDS	1206	cbiET		COG2241	Cobalamin biosynthesis bifunctional protein CbiET
FDKLAMFJ_00203	CDS	702	cbiL	2.1.1.151	COG2243	Cobalt-precorrin-2 C(20)-methyltransferase
FDKLAMFJ_00204	CDS	774	cbiF	2.1.1.271	COG2875	Cobalt-precorrin-4 C(11)-methyltransferase
FDKLAMFJ_00205	CDS	1185	cbiG	3.7.1.12	COG2073	Cobalt-precorrin-5A hydrolase
FDKLAMFJ_00206	CDS	1365	cbiA	6.3.5.11	COG1797	Cobyrinate a,c-diamide synthase
FDKLAMFJ_00207	CDS	1482	cobQ		COG1492	Cobyric acid synthase
FDKLAMFJ_00208	CDS	1059	cobT	2.4.2.21		Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
FDKLAMFJ_00209	CDS	771	sumT_1	2.1.1.107	COG0007	Uroporphyrinogen-III C-methyltransferase
FDKLAMFJ_00210	CDS	546	cobO	2.5.1.17		Corrinoid adenosyltransferase
FDKLAMFJ_00211	CDS	864				hypothetical protein
FDKLAMFJ_00212	CDS	606				IS1182 family transposase ISBpu1
FDKLAMFJ_00213	CDS	180				hypothetical protein
FDKLAMFJ_00214	CDS	96				hypothetical protein
FDKLAMFJ_00215	CDS	909	metAA	2.3.1.31		Homoserine O-acetyltransferase
FDKLAMFJ_00216	CDS	516				hypothetical protein
FDKLAMFJ_00217	CDS	477	bsaA_1			Glutathione peroxidase BsaA
FDKLAMFJ_00218	CDS	1152				hypothetical protein
FDKLAMFJ_00219	CDS	438				hypothetical protein
FDKLAMFJ_00220	CDS	132				hypothetical protein
FDKLAMFJ_00221	CDS	1185	dapL_1	2.6.1.83	COG0436	LL-diaminopimelate aminotransferase
FDKLAMFJ_00222	CDS	585				hypothetical protein
FDKLAMFJ_00223	CDS	705	zmp1	3.4.24.89		Pro-Pro endopeptidase
FDKLAMFJ_00224	CDS	855	thyA	2.1.1.45	COG0207	Thymidylate synthase
FDKLAMFJ_00225	CDS	486				IS1595 family transposase ISSsu9
FDKLAMFJ_00226	CDS	444				hypothetical protein
FDKLAMFJ_00227	CDS	1272	ilvA	4.3.1.19	COG1171	L-threonine dehydratase biosynthetic IlvA
FDKLAMFJ_00228	CDS	252				hypothetical protein
FDKLAMFJ_00229	CDS	573	ypmQ_1		COG1999	SCO1 protein 
FDKLAMFJ_00230	CDS	774				hypothetical protein
FDKLAMFJ_00231	CDS	573				hypothetical protein
FDKLAMFJ_00232	CDS	1365	rsmF	2.1.1.-	COG0144	Ribosomal RNA small subunit methyltransferase F
FDKLAMFJ_00233	CDS	594	plsY	2.3.1.275	COG0344	Glycerol-3-phosphate acyltransferase
FDKLAMFJ_00234	CDS	429	yhfA		COG1765	Protein YhfA
FDKLAMFJ_00235	CDS	1236	pepT_1	3.4.11.4	COG2195	Peptidase T
FDKLAMFJ_00236	CDS	1212	thrC_1	4.2.3.1	COG0498	Threonine synthase
FDKLAMFJ_00237	CDS	585	fmnP		COG3601	Riboflavin transporter FmnP
FDKLAMFJ_00238	CDS	618				hypothetical protein
FDKLAMFJ_00239	CDS	1671				hypothetical protein
FDKLAMFJ_00240	CDS	633	yjdF		COG3647	Inner membrane protein YjdF
FDKLAMFJ_00241	tRNA	75				tRNA-Val(gac)
FDKLAMFJ_00242	tRNA	74				tRNA-Ala(ggc)
FDKLAMFJ_00243	tRNA	86				tRNA-Leu(gag)
FDKLAMFJ_00244	tRNA	93				tRNA-Ser(cga)
FDKLAMFJ_00245	tRNA	75				tRNA-Thr(cgt)
FDKLAMFJ_00246	tRNA	84				tRNA-Tyr(gta)
FDKLAMFJ_00247	tRNA	74				tRNA-Ile(gat)
FDKLAMFJ_00248	CDS	849	yflN	3.-.-.-	COG0491	putative metallo-hydrolase YflN
FDKLAMFJ_00249	CDS	300				hypothetical protein
FDKLAMFJ_00250	CDS	1677	ubiB	2.7.-.-	COG0661	putative protein kinase UbiB
FDKLAMFJ_00251	CDS	570				hypothetical protein
FDKLAMFJ_00252	CDS	420	yccU		COG1832	putative protein YccU
FDKLAMFJ_00253	CDS	1938	parE	5.6.2.2	COG0187	DNA topoisomerase 4 subunit B
FDKLAMFJ_00254	CDS	2445	parC	5.6.2.2	COG0188	DNA topoisomerase 4 subunit A
FDKLAMFJ_00255	CDS	708				hypothetical protein
FDKLAMFJ_00256	CDS	1416	treP		COG1263	PTS system trehalose-specific EIIBC component
FDKLAMFJ_00257	CDS	1692	treA	3.2.1.93	COG0366	Trehalose-6-phosphate hydrolase
FDKLAMFJ_00258	CDS	717	treR		COG2188	HTH-type transcriptional regulator TreR
FDKLAMFJ_00259	CDS	1413				hypothetical protein
FDKLAMFJ_00260	CDS	456				hypothetical protein
FDKLAMFJ_00261	CDS	1500	sufS_1	4.4.1.16		Cysteine desulfurase
FDKLAMFJ_00262	CDS	1194	ydbM	1.3.99.-		Putative acyl-CoA dehydrogenase YdbM
FDKLAMFJ_00263	CDS	873	speE_1	2.5.1.16	COG0421	Polyamine aminopropyltransferase
FDKLAMFJ_00264	CDS	153				hypothetical protein
FDKLAMFJ_00265	CDS	453	nsrR		COG1959	HTH-type transcriptional repressor NsrR
FDKLAMFJ_00266	CDS	1239	hmp	1.14.12.17	COG1017	Flavohemoprotein
FDKLAMFJ_00267	CDS	903	purU	3.5.1.10	COG0788	Formyltetrahydrofolate deformylase
FDKLAMFJ_00268	CDS	375	rtp			Replication termination protein
FDKLAMFJ_00269	CDS	903				hypothetical protein
FDKLAMFJ_00270	CDS	1911				hypothetical protein
FDKLAMFJ_00271	CDS	1242	nrnB	3.1.-.-	COG2404	Oligoribonuclease NrnB
FDKLAMFJ_00272	CDS	195				hypothetical protein
FDKLAMFJ_00273	CDS	507	xerC_1		COG4974	Tyrosine recombinase XerC
FDKLAMFJ_00274	CDS	789				hypothetical protein
FDKLAMFJ_00275	CDS	492	ywnH_1	2.3.1.183	COG1247	Putative phosphinothricin acetyltransferase YwnH
FDKLAMFJ_00276	CDS	156				hypothetical protein
FDKLAMFJ_00277	CDS	867			COG0701	Putative two-component membrane permease complex subunit SMU_747c
FDKLAMFJ_00278	CDS	447				hypothetical protein
FDKLAMFJ_00279	CDS	423	arsC	1.20.4.4	COG0394	Arsenate reductase
FDKLAMFJ_00280	CDS	1062	acr3		COG0798	Arsenical-resistance protein Acr3
FDKLAMFJ_00281	CDS	348	aseR		COG0640	HTH-type transcriptional repressor AseR
FDKLAMFJ_00282	CDS	1170				IS256 family transposase IS654
FDKLAMFJ_00283	CDS	282				hypothetical protein
FDKLAMFJ_00284	CDS	177				hypothetical protein
FDKLAMFJ_00285	CDS	663				IS982 family transposase ISGth1
FDKLAMFJ_00286	CDS	252				hypothetical protein
FDKLAMFJ_00287	CDS	513		2.3.1.-	COG1670	Acetyltransferase
FDKLAMFJ_00288	CDS	588	tmrB			Tunicamycin resistance protein
FDKLAMFJ_00289	CDS	138				hypothetical protein
FDKLAMFJ_00290	CDS	492	ywnH_2	2.3.1.183	COG1247	Putative phosphinothricin acetyltransferase YwnH
FDKLAMFJ_00291	CDS	249				hypothetical protein
FDKLAMFJ_00292	CDS	216				hypothetical protein
FDKLAMFJ_00293	CDS	264				hypothetical protein
FDKLAMFJ_00294	CDS	633				hypothetical protein
FDKLAMFJ_00295	CDS	2040	dmsA	1.8.5.3	COG0243	Dimethyl sulfoxide reductase DmsA
FDKLAMFJ_00296	CDS	270				hypothetical protein
FDKLAMFJ_00297	CDS	534				hypothetical protein
FDKLAMFJ_00298	CDS	447				IS1595 family transposase ISBsu3
FDKLAMFJ_00299	CDS	204				hypothetical protein
FDKLAMFJ_00300	CDS	426				hypothetical protein
FDKLAMFJ_00301	CDS	1002				hypothetical protein
FDKLAMFJ_00302	CDS	891	nit1	3.5.1.128		Deaminated glutathione amidase
FDKLAMFJ_00303	CDS	1461	mco	1.-.-.-		Multicopper oxidase mco
FDKLAMFJ_00304	CDS	390				hypothetical protein
FDKLAMFJ_00305	CDS	1065	menH_1	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
FDKLAMFJ_00306	CDS	609	cmoB	2.5.1.-		tRNA U34 carboxymethyltransferase
FDKLAMFJ_00307	CDS	1575	expZ		COG0488	Nucleotide-binding protein ExpZ
FDKLAMFJ_00308	CDS	450				hypothetical protein
FDKLAMFJ_00309	CDS	1098				hypothetical protein
FDKLAMFJ_00310	CDS	201				hypothetical protein
FDKLAMFJ_00311	CDS	426	rppH	3.6.1.-		RNA pyrophosphohydrolase
FDKLAMFJ_00312	CDS	2208	katG	1.11.1.21		Catalase-peroxidase
FDKLAMFJ_00313	CDS	1296				hypothetical protein
FDKLAMFJ_00314	CDS	738	lytR		COG3279	Sensory transduction protein LytR
FDKLAMFJ_00315	CDS	237				hypothetical protein
FDKLAMFJ_00316	CDS	1524				hypothetical protein
FDKLAMFJ_00317	CDS	717	pdeI	3.1.4.52		putative cyclic di-GMP phosphodiesterase PdeI
FDKLAMFJ_00318	CDS	879				IS982 family transposase ISGth1
FDKLAMFJ_00319	CDS	969	uvsE	3.-.-.-	COG4294	UV DNA damage endonuclease
FDKLAMFJ_00320	CDS	486				hypothetical protein
FDKLAMFJ_00321	CDS	579				hypothetical protein
FDKLAMFJ_00322	CDS	636				hypothetical protein
FDKLAMFJ_00323	CDS	1851	smc_1			Chromosome partition protein Smc
FDKLAMFJ_00324	CDS	165				hypothetical protein
FDKLAMFJ_00325	CDS	501				hypothetical protein
FDKLAMFJ_00326	CDS	1335	arsB		COG1055	Arsenical pump membrane protein
FDKLAMFJ_00327	CDS	669				hypothetical protein
FDKLAMFJ_00328	CDS	1188				hypothetical protein
FDKLAMFJ_00329	CDS	189				hypothetical protein
FDKLAMFJ_00330	CDS	1230	dinB_1	2.7.7.7	COG0389	DNA polymerase IV
FDKLAMFJ_00331	CDS	624	argO		COG1279	Arginine exporter protein ArgO
FDKLAMFJ_00332	CDS	1446				hypothetical protein
